Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,26021,1990,01,27.0
IDCJAC0003,26021,1990,02,19.4
IDCJAC0003,26021,1990,03,18.5
IDCJAC0003,26021,1990,04,10.4
IDCJAC0003,26021,1990,05,8.1
IDCJAC0003,26021,1990,06,6.1
IDCJAC0003,26021,1990,07,7.0
IDCJAC0003,26021,1990,08,9.7
IDCJAC0003,26021,1990,09,15.0
IDCJAC0003,26021,1990,10,16.8
IDCJAC0003,26021,1990,11,23.4
IDCJAC0003,26021,1990,12,23.2
IDCJAC0003,26021,1991,01,23.7
IDCJAC0003,26021,1991,02,26.5
IDCJAC0003,26021,1991,03,18.7
IDCJAC0003,26021,1991,04,11.3
IDCJAC0003,26021,1991,05,8.6
IDCJAC0003,26021,1991,06,5.7
IDCJAC0003,26021,1991,07,7.0
IDCJAC0003,26021,1991,08,8.6
IDCJAC0003,26021,1991,09,13.0
IDCJAC0003,26021,1991,10,18.3
IDCJAC0003,26021,1991,11,22.6
IDCJAC0003,26021,1991,12,25.1
IDCJAC0003,26021,1992,01,23.5
IDCJAC0003,26021,1992,02,24.1
IDCJAC0003,26021,1992,03,16.4
IDCJAC0003,26021,1992,04,11.2
IDCJAC0003,26021,1992,05,7.3
IDCJAC0003,26021,1992,06,6.2
IDCJAC0003,26021,1992,07,7.5
IDCJAC0003,26021,1992,08,9.2
IDCJAC0003,26021,1992,09,11.3
IDCJAC0003,26021,1992,10,17.4
IDCJAC0003,26021,1992,11,21.2
IDCJAC0003,26021,1992,12,20.0
IDCJAC0003,26021,1993,01,24.8
IDCJAC0003,26021,1993,02,20.5
IDCJAC0003,26021,1993,03,16.7
IDCJAC0003,26021,1993,04,13.7
IDCJAC0003,26021,1993,05,8.3
IDCJAC0003,26021,1993,06,5.6
IDCJAC0003,26021,1993,07,6.8
IDCJAC0003,26021,1993,08,8.8
IDCJAC0003,26021,1993,09,13.9
IDCJAC0003,26021,1993,10,18.9
IDCJAC0003,26021,1993,11,21.6
IDCJAC0003,26021,1993,12,23.1
IDCJAC0003,26021,1994,01,26.1
IDCJAC0003,26021,1994,02,20.9
IDCJAC0003,26021,1994,03,17.4
IDCJAC0003,26021,1994,04,10.8
IDCJAC0003,26021,1994,05,7.1
IDCJAC0003,26021,1994,06,6.3
IDCJAC0003,26021,1994,07,8.2
IDCJAC0003,26021,1994,08,13.3
IDCJAC0003,26021,1994,09,13.2
IDCJAC0003,26021,1994,10,17.0
IDCJAC0003,26021,1994,11,18.6
IDCJAC0003,26021,1994,12,26.2
IDCJAC0003,26021,1995,01,25.3
IDCJAC0003,26021,1995,02,22.7
IDCJAC0003,26021,1995,03,15.8
IDCJAC0003,26021,1995,04,11.0
IDCJAC0003,26021,1995,05,7.7
IDCJAC0003,26021,1995,06,5.9
IDCJAC0003,26021,1995,07,6.5
IDCJAC0003,26021,1995,08,10.8
IDCJAC0003,26021,1995,09,14.0
IDCJAC0003,26021,1995,10,17.6
IDCJAC0003,26021,1995,11,22.3
IDCJAC0003,26021,1995,12,24.8
IDCJAC0003,26021,1996,01,25.4
IDCJAC0003,26021,1996,02,23.4
IDCJAC0003,26021,1996,03,16.6
IDCJAC0003,26021,1996,04,10.1
IDCJAC0003,26021,1996,05,7.2
IDCJAC0003,26021,1996,06,6.5
IDCJAC0003,26021,1996,07,6.4
IDCJAC0003,26021,1996,08,10.0
IDCJAC0003,26021,1996,09,13.8
IDCJAC0003,26021,1996,10,19.3
IDCJAC0003,26021,1996,11,21.9
IDCJAC0003,26021,1996,12,25.4
IDCJAC0003,26021,1997,01,26.8
IDCJAC0003,26021,1997,02,22.6
IDCJAC0003,26021,1997,03,16.4
IDCJAC0003,26021,1997,04,10.3
IDCJAC0003,26021,1997,05,6.3
IDCJAC0003,26021,1997,06,6.3
IDCJAC0003,26021,1997,07,7.1
IDCJAC0003,26021,1997,08,9.6
IDCJAC0003,26021,1997,09,14.1
IDCJAC0003,26021,1997,10,19.5
IDCJAC0003,26021,1997,11,23.1
IDCJAC0003,26021,1997,12,25.2
IDCJAC0003,26021,1998,01,24.3
IDCJAC0003,26021,1998,02,22.7
IDCJAC0003,26021,1998,03,17.7
IDCJAC0003,26021,1998,04,10.1
IDCJAC0003,26021,1998,05,6.7
IDCJAC0003,26021,1998,06,6.3
IDCJAC0003,26021,1998,07,7.3
IDCJAC0003,26021,1998,08,10.2
IDCJAC0003,26021,1998,09,13.4
IDCJAC0003,26021,1998,10,18.3
IDCJAC0003,26021,1998,11,23.6
IDCJAC0003,26021,1998,12,23.7
IDCJAC0003,26021,1999,01,27.0
IDCJAC0003,26021,1999,02,21.8
IDCJAC0003,26021,1999,03,17.0
IDCJAC0003,26021,1999,04,11.1
IDCJAC0003,26021,1999,05,7.5
IDCJAC0003,26021,1999,06,6.9
IDCJAC0003,26021,1999,07,6.8
IDCJAC0003,26021,1999,08,10.1
IDCJAC0003,26021,1999,09,13.2
IDCJAC0003,26021,1999,10,18.2
IDCJAC0003,26021,1999,11,22.4
IDCJAC0003,26021,1999,12,23.1
