Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,31011,2019,06,15.2
IDCJAC0003,31011,2019,07,16.8
IDCJAC0003,31011,2019,08,19.0
IDCJAC0003,31011,2019,09,23.4
IDCJAC0003,31011,2019,10,23.4
IDCJAC0003,31011,2019,11,26.9
IDCJAC0003,31011,2019,12,24.5
IDCJAC0003,31011,2020,01,21.9
IDCJAC0003,31011,2020,02,23.3
IDCJAC0003,31011,2020,03,20.0
IDCJAC0003,31011,2020,04,20.1
IDCJAC0003,31011,2020,05,16.4
IDCJAC0003,31011,2020,06,14.6
IDCJAC0003,31011,2020,07,17.5
IDCJAC0003,31011,2020,08,18.3
IDCJAC0003,31011,2020,09,20.6
IDCJAC0003,31011,2020,10,23.4
