Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,8051,1990,01,26.4
IDCJAC0003,8051,1990,02,26.3
IDCJAC0003,8051,1990,03,20.2
IDCJAC0003,8051,1990,04,16.1
IDCJAC0003,8051,1990,05,12.6
IDCJAC0003,8051,1990,06,10.9
IDCJAC0003,8051,1990,07,11.4
IDCJAC0003,8051,1990,08,12.8
IDCJAC0003,8051,1990,09,19.6
IDCJAC0003,8051,1990,10,24.2
IDCJAC0003,8051,1990,11,29.6
IDCJAC0003,8051,1990,12,30.1
IDCJAC0003,8051,1991,01,30.4
IDCJAC0003,8051,1991,02,26.4
IDCJAC0003,8051,1991,03,21.7
IDCJAC0003,8051,1991,04,16.5
IDCJAC0003,8051,1991,05,12.3
IDCJAC0003,8051,1991,06,9.6
IDCJAC0003,8051,1991,07,10.6
IDCJAC0003,8051,1991,08,13.9
IDCJAC0003,8051,1991,09,19.0
IDCJAC0003,8051,1991,10,23.6
IDCJAC0003,8051,1991,11,28.3
IDCJAC0003,8051,1991,12,28.9
IDCJAC0003,8051,1992,01,26.5
IDCJAC0003,8051,1992,02,23.7
IDCJAC0003,8051,1992,03,19.6
IDCJAC0003,8051,1992,04,16.1
IDCJAC0003,8051,1992,05,13.9
IDCJAC0003,8051,1992,06,10.8
IDCJAC0003,8051,1992,07,11.8
IDCJAC0003,8051,1992,08,14.2
IDCJAC0003,8051,1992,09,18.0
IDCJAC0003,8051,1992,10,24.6
IDCJAC0003,8051,1992,11,23.7
IDCJAC0003,8051,1992,12,30.8
IDCJAC0003,8051,1993,01,30.3
IDCJAC0003,8051,1993,02,26.6
IDCJAC0003,8051,1993,03,19.8
IDCJAC0003,8051,1993,04,15.6
IDCJAC0003,8051,1993,05,13.8
IDCJAC0003,8051,1993,06,10.6
IDCJAC0003,8051,1993,07,11.5
IDCJAC0003,8051,1993,08,13.7
IDCJAC0003,8051,1993,09,18.7
IDCJAC0003,8051,1993,10,25.2
IDCJAC0003,8051,1993,11,26.4
IDCJAC0003,8051,1993,12,29.8
IDCJAC0003,8051,1994,01,31.2
IDCJAC0003,8051,1994,02,23.9
IDCJAC0003,8051,1994,03,22.4
IDCJAC0003,8051,1994,04,16.3
IDCJAC0003,8051,1994,05,13.0
IDCJAC0003,8051,1994,06,11.0
IDCJAC0003,8051,1994,07,12.8
IDCJAC0003,8051,1994,08,17.1
IDCJAC0003,8051,1994,09,19.3
IDCJAC0003,8051,1994,10,22.2
IDCJAC0003,8051,1994,11,27.2
IDCJAC0003,8051,1994,12,29.9
IDCJAC0003,8051,1995,01,28.8
IDCJAC0003,8051,1995,02,26.8
IDCJAC0003,8051,1995,03,22.9
IDCJAC0003,8051,1995,04,17.4
IDCJAC0003,8051,1995,05,13.8
IDCJAC0003,8051,1995,06,11.1
IDCJAC0003,8051,1995,07,12.0
IDCJAC0003,8051,1995,08,16.0
IDCJAC0003,8051,1995,09,21.4
IDCJAC0003,8051,1995,10,26.3
IDCJAC0003,8051,1995,11,27.2
IDCJAC0003,8051,1995,12,29.9
IDCJAC0003,8051,1996,01,30.3
IDCJAC0003,8051,1996,02,27.7
IDCJAC0003,8051,1996,03,21.3
IDCJAC0003,8051,1996,04,16.4
IDCJAC0003,8051,1996,05,13.4
IDCJAC0003,8051,1996,06,10.6
IDCJAC0003,8051,1996,07,10.1
IDCJAC0003,8051,1996,08,13.6
IDCJAC0003,8051,1996,09,19.2
IDCJAC0003,8051,1996,10,26.0
IDCJAC0003,8051,1996,11,28.4
IDCJAC0003,8051,1996,12,29.9
IDCJAC0003,8051,1997,01,31.0
IDCJAC0003,8051,1997,02,24.8
IDCJAC0003,8051,1997,03,24.0
IDCJAC0003,8051,1997,04,15.3
IDCJAC0003,8051,1997,05,11.9
IDCJAC0003,8051,1997,06,10.8
IDCJAC0003,8051,1997,07,12.5
IDCJAC0003,8051,1997,08,15.5
IDCJAC0003,8051,1997,09,20.3
IDCJAC0003,8051,1997,10,25.5
IDCJAC0003,8051,1997,11,28.4
IDCJAC0003,8051,1997,12,29.8
IDCJAC0003,8051,1998,01,29.7
IDCJAC0003,8051,1998,02,28.9
IDCJAC0003,8051,1998,03,22.7
IDCJAC0003,8051,1998,04,16.6
IDCJAC0003,8051,1998,05,12.3
IDCJAC0003,8051,1998,06,11.1
IDCJAC0003,8051,1998,07,10.3
IDCJAC0003,8051,1998,08,13.5
IDCJAC0003,8051,1998,09,20.1
IDCJAC0003,8051,1998,10,23.5
IDCJAC0003,8051,1998,11,29.1
IDCJAC0003,8051,1998,12,29.6
IDCJAC0003,8051,1999,01,28.8
IDCJAC0003,8051,1999,02,27.6
IDCJAC0003,8051,1999,03,21.8
IDCJAC0003,8051,1999,04,18.5
IDCJAC0003,8051,1999,05,10.1
IDCJAC0003,8051,1999,06,11.5
IDCJAC0003,8051,1999,07,12.6
IDCJAC0003,8051,1999,08,15.6
IDCJAC0003,8051,1999,09,18.7
IDCJAC0003,8051,1999,10,25.8
IDCJAC0003,8051,1999,11,29.7
IDCJAC0003,8051,1999,12,30.4
IDCJAC0003,8051,2000,01,28.0
IDCJAC0003,8051,2000,02,26.3
IDCJAC0003,8051,2000,03,20.9
IDCJAC0003,8051,2000,04,17.5
IDCJAC0003,8051,2000,05,15.0
IDCJAC0003,8051,2000,06,11.6
IDCJAC0003,8051,2000,07,11.3
IDCJAC0003,8051,2000,08,14.7
IDCJAC0003,8051,2000,09,19.7
IDCJAC0003,8051,2000,10,26.0
IDCJAC0003,8051,2000,11,27.7
IDCJAC0003,8051,2000,12,30.6
IDCJAC0003,8051,2001,01,25.9
IDCJAC0003,8051,2001,02,25.0
IDCJAC0003,8051,2001,03,24.1
IDCJAC0003,8051,2001,04,18.0
IDCJAC0003,8051,2001,05,12.7
IDCJAC0003,8051,2001,06,12.6
IDCJAC0003,8051,2001,07,10.9
IDCJAC0003,8051,2001,08,14.8
IDCJAC0003,8051,2001,09,18.8
IDCJAC0003,8051,2001,10,23.4
IDCJAC0003,8051,2001,11,28.7
IDCJAC0003,8051,2001,12,30.4
IDCJAC0003,8051,2002,01,28.6
IDCJAC0003,8051,2002,02,28.4
IDCJAC0003,8051,2002,03,22.7
IDCJAC0003,8051,2002,04,17.5
IDCJAC0003,8051,2002,05,12.8
IDCJAC0003,8051,2002,06,10.6
IDCJAC0003,8051,2002,07,10.5
IDCJAC0003,8051,2002,08,14.9
IDCJAC0003,8051,2002,09,20.5
IDCJAC0003,8051,2002,10,25.1
IDCJAC0003,8051,2002,11,27.6
IDCJAC0003,8051,2002,12,29.4
IDCJAC0003,8051,2003,01,29.8
IDCJAC0003,8051,2003,02,25.3
IDCJAC0003,8051,2003,03,22.2
IDCJAC0003,8051,2003,04,17.3
IDCJAC0003,8051,2003,05,12.0
IDCJAC0003,8051,2003,06,11.6
IDCJAC0003,8051,2003,07,11.7
IDCJAC0003,8051,2003,08,14.1
IDCJAC0003,8051,2003,09,18.7
IDCJAC0003,8051,2003,10,24.8
IDCJAC0003,8051,2003,11,25.8
IDCJAC0003,8051,2003,12,29.6
IDCJAC0003,8051,2004,01,29.3
IDCJAC0003,8051,2004,02,26.1
IDCJAC0003,8051,2004,03,24.3
IDCJAC0003,8051,2004,04,16.3
IDCJAC0003,8051,2004,05,12.8
IDCJAC0003,8051,2004,06,10.6
IDCJAC0003,8051,2004,07,11.3
IDCJAC0003,8051,2004,08,15.9
IDCJAC0003,8051,2004,09,19.3
IDCJAC0003,8051,2004,10,24.0
IDCJAC0003,8051,2004,11,26.1
IDCJAC0003,8051,2004,12,30.3
IDCJAC0003,8051,2005,01,31.5
IDCJAC0003,8051,2005,02,26.6
IDCJAC0003,8051,2005,03,18.2
IDCJAC0003,8051,2005,04,18.0
IDCJAC0003,8051,2005,05,11.9
IDCJAC0003,8051,2005,06,10.3
IDCJAC0003,8051,2005,07,13.3
IDCJAC0003,8051,2005,08,15.4
IDCJAC0003,8051,2005,09,19.5
IDCJAC0003,8051,2005,10,24.1
IDCJAC0003,8051,2005,11,29.1
IDCJAC0003,8051,2006,01,26.3
IDCJAC0003,8051,2006,02,25.7
IDCJAC0003,8051,2006,03,23.2
IDCJAC0003,8051,2006,04,18.3
IDCJAC0003,8051,2006,05,13.5
IDCJAC0003,8051,2006,06,13.0
IDCJAC0003,8051,2006,07,12.6
IDCJAC0003,8051,2006,08,15.0
IDCJAC0003,8051,2006,09,20.2
IDCJAC0003,8051,2006,10,25.6
IDCJAC0003,8051,2006,11,28.2
IDCJAC0003,8051,2006,12,30.8
IDCJAC0003,8051,2007,01,30.3
IDCJAC0003,8051,2007,02,25.8
IDCJAC0003,8051,2007,03,23.2
IDCJAC0003,8051,2007,04,17.8
IDCJAC0003,8051,2007,05,14.0
IDCJAC0003,8051,2007,06,11.7
IDCJAC0003,8051,2007,07,11.2
IDCJAC0003,8051,2007,08,15.3
IDCJAC0003,8051,2007,09,20.1
IDCJAC0003,8051,2007,10,25.0
IDCJAC0003,8051,2007,11,30.0
IDCJAC0003,8051,2007,12,28.2
IDCJAC0003,8051,2008,01,28.6
IDCJAC0003,8051,2008,02,24.1
IDCJAC0003,8051,2008,03,21.1
IDCJAC0003,8051,2008,04,16.8
IDCJAC0003,8051,2008,05,13.8
IDCJAC0003,8051,2008,06,11.1
IDCJAC0003,8051,2008,07,10.7
IDCJAC0003,8051,2008,08,16.1
IDCJAC0003,8051,2008,09,19.8
IDCJAC0003,8051,2008,10,23.9
IDCJAC0003,8051,2008,11,27.8
IDCJAC0003,8051,2008,12,31.0
IDCJAC0003,8051,2009,01,29.7
IDCJAC0003,8051,2009,02,26.6
IDCJAC0003,8051,2009,03,22.6
IDCJAC0003,8051,2009,04,18.6
IDCJAC0003,8051,2009,05,13.8
IDCJAC0003,8051,2009,06,10.5
IDCJAC0003,8051,2009,07,11.1
IDCJAC0003,8051,2009,08,15.0
IDCJAC0003,8051,2009,09,19.8
IDCJAC0003,8051,2009,10,24.3
IDCJAC0003,8051,2009,11,27.1
IDCJAC0003,8051,2009,12,29.7
IDCJAC0003,8051,2010,01,29.9
IDCJAC0003,8051,2010,02,26.1
IDCJAC0003,8051,2010,03,22.0
IDCJAC0003,8051,2010,04,16.6
IDCJAC0003,8051,2010,05,14.1
IDCJAC0003,8051,2010,06,10.5
IDCJAC0003,8051,2010,07,12.5
IDCJAC0003,8051,2010,08,15.1
IDCJAC0003,8051,2010,09,20.7
IDCJAC0003,8051,2010,10,25.1
IDCJAC0003,8051,2010,11,26.5
IDCJAC0003,8051,2010,12,26.5
IDCJAC0003,8051,2011,01,25.4
IDCJAC0003,8051,2011,02,24.2
IDCJAC0003,8051,2011,03,23.4
IDCJAC0003,8051,2011,04,17.3
IDCJAC0003,8051,2011,05,13.1
IDCJAC0003,8051,2011,06,10.6
IDCJAC0003,8051,2011,07,10.6
IDCJAC0003,8051,2011,08,15.2
IDCJAC0003,8051,2011,09,19.6
IDCJAC0003,8051,2011,10,22.1
IDCJAC0003,8051,2011,11,28.3
IDCJAC0003,8051,2011,12,28.1
IDCJAC0003,8051,2012,01,28.0
IDCJAC0003,8051,2012,02,25.3
IDCJAC0003,8051,2012,03,24.1
IDCJAC0003,8051,2012,04,17.1
IDCJAC0003,8051,2012,05,13.7
IDCJAC0003,8051,2012,06,10.1
IDCJAC0003,8051,2012,07,13.1
IDCJAC0003,8051,2012,08,16.5
IDCJAC0003,8051,2012,09,19.8
IDCJAC0003,8051,2012,10,24.0
IDCJAC0003,8051,2012,11,26.7
IDCJAC0003,8051,2012,12,29.3
IDCJAC0003,8051,2013,01,28.9
IDCJAC0003,8051,2013,02,26.9
IDCJAC0003,8051,2013,03,21.9
IDCJAC0003,8051,2013,04,16.4
IDCJAC0003,8051,2013,05,12.8
IDCJAC0003,8051,2013,06,12.1
IDCJAC0003,8051,2013,07,12.5
IDCJAC0003,8051,2013,08,14.5
IDCJAC0003,8051,2013,09,18.8
IDCJAC0003,8051,2013,10,25.0
IDCJAC0003,8051,2013,11,25.8
IDCJAC0003,8051,2013,12,28.6
IDCJAC0003,8051,2014,01,28.5
IDCJAC0003,8051,2014,02,26.1
IDCJAC0003,8051,2014,03,19.9
IDCJAC0003,8051,2014,04,16.5
IDCJAC0003,8051,2014,05,12.1
IDCJAC0003,8051,2014,06,11.7
IDCJAC0003,8051,2014,07,12.2
IDCJAC0003,8051,2014,08,15.3
IDCJAC0003,8051,2014,09,17.6
IDCJAC0003,8051,2014,10,23.5
IDCJAC0003,8051,2014,11,25.9
IDCJAC0003,8051,2014,12,29.6
IDCJAC0003,8051,2015,01,28.6
IDCJAC0003,8051,2015,02,23.0
IDCJAC0003,8051,2015,03,19.0
IDCJAC0003,8051,2015,04,15.5
IDCJAC0003,8051,2015,05,14.1
IDCJAC0003,8051,2015,06,11.3
IDCJAC0003,8051,2015,07,11.2
IDCJAC0003,8051,2015,08,14.9
IDCJAC0003,8051,2015,09,20.7
IDCJAC0003,8051,2015,10,23.5
IDCJAC0003,8051,2015,11,26.6
IDCJAC0003,8051,2015,12,28.5
IDCJAC0003,8051,2016,01,22.6
IDCJAC0003,8051,2016,02,27.2
IDCJAC0003,8051,2016,03,19.5
IDCJAC0003,8051,2016,04,15.6
IDCJAC0003,8051,2016,05,13.6
IDCJAC0003,8051,2016,06,11.7
IDCJAC0003,8051,2016,07,12.5
IDCJAC0003,8051,2016,08,15.0
IDCJAC0003,8051,2016,09,19.7
IDCJAC0003,8051,2016,10,23.0
IDCJAC0003,8051,2016,11,27.0
IDCJAC0003,8051,2016,12,28.5
IDCJAC0003,8051,2017,01,27.1
IDCJAC0003,8051,2017,02,25.0
IDCJAC0003,8051,2017,03,21.5
IDCJAC0003,8051,2017,04,16.9
IDCJAC0003,8051,2017,05,13.7
IDCJAC0003,8051,2017,06,12.6
IDCJAC0003,8051,2017,07,12.1
IDCJAC0003,8051,2017,08,15.4
IDCJAC0003,8051,2017,09,18.5
IDCJAC0003,8051,2017,10,22.4
IDCJAC0003,8051,2017,11,24.7
IDCJAC0003,8051,2017,12,28.0
IDCJAC0003,8051,2018,01,27.1
IDCJAC0003,8051,2018,02,25.8
IDCJAC0003,8051,2018,03,21.2
IDCJAC0003,8051,2018,04,17.5
IDCJAC0003,8051,2018,05,13.9
IDCJAC0003,8051,2018,06,11.8
IDCJAC0003,8051,2018,07,11.9
IDCJAC0003,8051,2018,08,15.3
IDCJAC0003,8051,2018,09,19.5
IDCJAC0003,8051,2018,10,21.8
IDCJAC0003,8051,2018,11,25.2
IDCJAC0003,8051,2018,12,26.2
IDCJAC0003,8051,2019,01,28.5
IDCJAC0003,8051,2019,02,26.9
IDCJAC0003,8051,2019,03,19.0
IDCJAC0003,8051,2019,04,17.0
IDCJAC0003,8051,2019,05,13.8
IDCJAC0003,8051,2019,06,11.5
IDCJAC0003,8051,2019,07,13.7
IDCJAC0003,8051,2019,08,16.0
IDCJAC0003,8051,2019,09,21.0
IDCJAC0003,8051,2019,10,23.9
IDCJAC0003,8051,2019,11,27.8
IDCJAC0003,8051,2019,12,29.8
IDCJAC0003,8051,2020,01,29.4
IDCJAC0003,8051,2020,02,23.4
IDCJAC0003,8051,2020,03,20.4
IDCJAC0003,8051,2020,04,16.4
IDCJAC0003,8051,2020,05,13.1
IDCJAC0003,8051,2020,06,12.4
IDCJAC0003,8051,2020,07,13.5
IDCJAC0003,8051,2020,08,15.1
IDCJAC0003,8051,2020,09,19.4
IDCJAC0003,8051,2020,10,20.9
