Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0003,8315,2007,30.3,25.8,23.2,17.8,14.0,11.7,11.2,15.3,20.1,25.0,30.0,28.2,21.1
IDCJAC0003,8315,2008,28.6,24.1,21.1,16.8,13.8,11.1,10.7,16.1,19.8,23.9,27.8,31.0,20.4
IDCJAC0003,8315,2009,29.7,26.6,22.6,18.6,13.8,10.5,11.1,15.0,19.8,24.3,27.1,29.7,20.7
IDCJAC0003,8315,2010,29.9,26.1,22.0,16.6,14.1,10.5,12.5,15.1,20.7,25.1,26.5,26.5,20.5
IDCJAC0003,8315,2011,25.4,24.2,23.4,17.3,13.1,10.6,10.6,15.2,19.6,22.1,28.3,28.1,19.8
IDCJAC0003,8315,2012,28.0,25.3,24.1,17.1,13.7,10.1,13.1,16.5,19.8,24.0,26.7,29.3,20.6
IDCJAC0003,8315,2013,28.9,26.9,21.9,16.4,12.8,12.1,12.5,14.5,18.8,25.0,25.8,28.6,20.4
IDCJAC0003,8315,2014,28.5,26.1,19.9,16.5,12.1,11.7,12.2,15.3,17.6,23.5,25.9,29.6,19.9
IDCJAC0003,8315,2015,28.6,23.0,19.0,15.5,14.1,11.3,11.2,14.9,20.7,23.5,26.6,28.5,19.7
IDCJAC0003,8315,2016,22.6,27.2,19.5,15.6,13.6,11.7,12.5,15.0,19.7,23.0,27.0,28.5,19.7
IDCJAC0003,8315,2017,27.1,25.0,21.5,16.9,13.7,12.6,12.1,15.4,18.5,22.4,24.7,28.0,19.8
IDCJAC0003,8315,2018,27.1,25.8,21.2,17.5,13.9,11.8,11.9,15.3,19.5,21.8,25.2,26.2,19.8
IDCJAC0003,8315,2019,28.5,26.9,19.0,17.0,13.8,11.5,13.7,16.0,21.0,23.9,27.8,29.8,20.7
IDCJAC0003,8315,2020,29.4,23.4,20.4,16.4,13.1,12.4,13.5,15.1,19.4,20.9,null,null,null
