Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,12038,1990,01,23.0
IDCJAC0003,12038,1990,02,24.3
IDCJAC0003,12038,1990,03,20.1
IDCJAC0003,12038,1990,04,15.9
IDCJAC0003,12038,1990,05,11.1
IDCJAC0003,12038,1990,06,10.2
IDCJAC0003,12038,1990,07,10.6
IDCJAC0003,12038,1990,08,11.5
IDCJAC0003,12038,1990,09,20.1
IDCJAC0003,12038,1990,10,23.1
IDCJAC0003,12038,1990,11,30.5
IDCJAC0003,12038,1990,12,30.9
IDCJAC0003,12038,1991,01,30.0
IDCJAC0003,12038,1991,02,28.6
IDCJAC0003,12038,1991,03,22.5
IDCJAC0003,12038,1991,04,15.8
IDCJAC0003,12038,1991,05,13.0
IDCJAC0003,12038,1991,06,8.7
IDCJAC0003,12038,1991,07,10.0
IDCJAC0003,12038,1991,08,15.1
IDCJAC0003,12038,1991,09,19.6
IDCJAC0003,12038,1991,10,24.1
IDCJAC0003,12038,1991,11,27.9
IDCJAC0003,12038,1991,12,28.0
IDCJAC0003,12038,1992,01,27.7
IDCJAC0003,12038,1992,02,22.5
IDCJAC0003,12038,1992,03,17.7
IDCJAC0003,12038,1992,04,13.6
IDCJAC0003,12038,1992,05,11.2
IDCJAC0003,12038,1992,06,9.5
IDCJAC0003,12038,1992,07,12.0
IDCJAC0003,12038,1992,08,12.3
IDCJAC0003,12038,1992,09,14.6
IDCJAC0003,12038,1992,10,24.2
IDCJAC0003,12038,1992,11,27.4
IDCJAC0003,12038,1992,12,27.5
IDCJAC0003,12038,1993,01,29.4
IDCJAC0003,12038,1993,02,24.7
IDCJAC0003,12038,1993,03,20.5
IDCJAC0003,12038,1993,04,15.1
IDCJAC0003,12038,1993,05,11.5
IDCJAC0003,12038,1993,06,9.0
IDCJAC0003,12038,1993,07,10.8
IDCJAC0003,12038,1993,08,12.8
IDCJAC0003,12038,1993,09,17.8
IDCJAC0003,12038,1993,10,24.6
IDCJAC0003,12038,1993,11,23.8
IDCJAC0003,12038,1993,12,29.5
IDCJAC0003,12038,1994,01,31.9
IDCJAC0003,12038,1994,02,21.8
IDCJAC0003,12038,1994,03,22.6
IDCJAC0003,12038,1994,04,18.3
IDCJAC0003,12038,1994,05,12.9
IDCJAC0003,12038,1994,06,10.2
IDCJAC0003,12038,1994,07,12.1
IDCJAC0003,12038,1994,08,16.2
IDCJAC0003,12038,1994,09,19.1
IDCJAC0003,12038,1994,10,22.2
IDCJAC0003,12038,1994,11,28.1
IDCJAC0003,12038,1994,12,27.3
IDCJAC0003,12038,1995,01,26.4
IDCJAC0003,12038,1995,02,22.4
IDCJAC0003,12038,1995,03,20.8
IDCJAC0003,12038,1995,04,15.6
IDCJAC0003,12038,1995,05,11.9
IDCJAC0003,12038,1995,06,9.8
IDCJAC0003,12038,1995,07,10.5
IDCJAC0003,12038,1995,08,16.4
IDCJAC0003,12038,1995,09,18.8
IDCJAC0003,12038,1995,10,25.4
IDCJAC0003,12038,1995,11,26.8
IDCJAC0003,12038,1995,12,26.7
IDCJAC0003,12038,1996,01,30.9
IDCJAC0003,12038,1996,02,26.2
IDCJAC0003,12038,1996,03,20.6
