Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,3003,1996,07,19.8
IDCJAC0003,3003,1996,08,21.9
IDCJAC0003,3003,1996,09,25.2
IDCJAC0003,3003,1996,10,26.5
IDCJAC0003,3003,1996,11,28.4
IDCJAC0003,3003,1996,12,24.4
IDCJAC0003,3003,1997,01,19.3
IDCJAC0003,3003,1997,02,19.9
IDCJAC0003,3003,1997,03,26.1
IDCJAC0003,3003,1997,04,23.5
IDCJAC0003,3003,1997,05,16.5
IDCJAC0003,3003,1997,06,17.8
IDCJAC0003,3003,1997,07,18.6
IDCJAC0003,3003,1997,08,21.4
IDCJAC0003,3003,1997,09,25.1
IDCJAC0003,3003,1997,10,27.6
IDCJAC0003,3003,1997,11,28.5
IDCJAC0003,3003,1997,12,27.4
IDCJAC0003,3003,1998,01,22.9
IDCJAC0003,3003,1998,02,26.1
IDCJAC0003,3003,1998,03,22.7
IDCJAC0003,3003,1998,04,22.9
IDCJAC0003,3003,1998,05,18.0
IDCJAC0003,3003,1998,06,15.9
IDCJAC0003,3003,1998,07,17.9
IDCJAC0003,3003,1998,08,22.3
IDCJAC0003,3003,1998,09,24.7
IDCJAC0003,3003,1998,10,26.3
IDCJAC0003,3003,1998,11,26.7
IDCJAC0003,3003,1998,12,21.6
IDCJAC0003,3003,1999,01,22.9
IDCJAC0003,3003,1999,02,20.4
IDCJAC0003,3003,1999,03,23.5
IDCJAC0003,3003,1999,04,20.8
IDCJAC0003,3003,1999,05,20.4
IDCJAC0003,3003,1999,06,17.3
IDCJAC0003,3003,1999,07,19.6
IDCJAC0003,3003,1999,08,22.4
IDCJAC0003,3003,1999,09,24.4
IDCJAC0003,3003,1999,10,25.6
IDCJAC0003,3003,1999,11,27.9
IDCJAC0003,3003,1999,12,23.9
IDCJAC0003,3003,2000,01,22.2
IDCJAC0003,3003,2000,02,19.9
IDCJAC0003,3003,2000,03,16.7
IDCJAC0003,3003,2000,04,18.7
IDCJAC0003,3003,2000,05,18.8
IDCJAC0003,3003,2000,06,18.4
IDCJAC0003,3003,2000,07,19.7
IDCJAC0003,3003,2000,08,22.2
IDCJAC0003,3003,2000,09,25.0
IDCJAC0003,3003,2000,10,26.7
IDCJAC0003,3003,2000,11,27.0
IDCJAC0003,3003,2000,12,23.2
IDCJAC0003,3003,2001,01,21.9
IDCJAC0003,3003,2001,02,21.3
IDCJAC0003,3003,2001,03,21.9
IDCJAC0003,3003,2001,04,23.1
IDCJAC0003,3003,2001,05,19.2
IDCJAC0003,3003,2001,06,17.3
IDCJAC0003,3003,2001,07,16.5
IDCJAC0003,3003,2001,08,22.5
IDCJAC0003,3003,2001,09,23.6
IDCJAC0003,3003,2001,10,26.8
IDCJAC0003,3003,2001,11,28.5
IDCJAC0003,3003,2001,12,26.7
IDCJAC0003,3003,2002,01,26.5
IDCJAC0003,3003,2002,02,19.9
IDCJAC0003,3003,2002,03,24.1
IDCJAC0003,3003,2002,04,23.0
IDCJAC0003,3003,2002,05,20.2
IDCJAC0003,3003,2002,06,18.9
IDCJAC0003,3003,2002,07,19.7
IDCJAC0003,3003,2002,08,22.7
IDCJAC0003,3003,2002,09,24.4
IDCJAC0003,3003,2002,10,27.2
IDCJAC0003,3003,2002,11,27.1
IDCJAC0003,3003,2002,12,26.8
IDCJAC0003,3003,2003,01,24.6
IDCJAC0003,3003,2003,02,23.6
IDCJAC0003,3003,2003,03,24.1
IDCJAC0003,3003,2003,04,22.3
IDCJAC0003,3003,2003,05,19.4
IDCJAC0003,3003,2003,06,18.5
IDCJAC0003,3003,2003,07,19.8
IDCJAC0003,3003,2003,08,21.4
IDCJAC0003,3003,2003,09,24.8
IDCJAC0003,3003,2003,10,27.6
IDCJAC0003,3003,2003,11,28.6
IDCJAC0003,3003,2003,12,26.0
IDCJAC0003,3003,2004,01,23.7
IDCJAC0003,3003,2004,02,17.3
IDCJAC0003,3003,2004,03,19.5
IDCJAC0003,3003,2004,04,23.6
IDCJAC0003,3003,2004,05,16.7
IDCJAC0003,3003,2004,06,18.6
IDCJAC0003,3003,2004,07,19.2
IDCJAC0003,3003,2004,08,22.6
IDCJAC0003,3003,2004,09,25.3
IDCJAC0003,3003,2004,10,27.2
IDCJAC0003,3003,2004,11,27.6
IDCJAC0003,3003,2004,12,26.8
IDCJAC0003,3003,2005,01,27.1
IDCJAC0003,3003,2005,02,23.5
IDCJAC0003,3003,2005,03,22.2
IDCJAC0003,3003,2005,04,20.9
IDCJAC0003,3003,2005,05,19.8
IDCJAC0003,3003,2005,06,15.6
IDCJAC0003,3003,2005,07,18.4
IDCJAC0003,3003,2005,08,20.7
IDCJAC0003,3003,2005,09,24.7
IDCJAC0003,3003,2005,10,27.3
IDCJAC0003,3003,2005,11,28.5
IDCJAC0003,3003,2006,01,19.3
IDCJAC0003,3003,2006,02,24.1
IDCJAC0003,3003,2006,03,21.4
IDCJAC0003,3003,2006,04,22.8
IDCJAC0003,3003,2006,05,19.7
IDCJAC0003,3003,2006,06,19.4
IDCJAC0003,3003,2006,07,19.6
IDCJAC0003,3003,2006,08,23.2
IDCJAC0003,3003,2006,09,25.8
IDCJAC0003,3003,2006,10,25.7
IDCJAC0003,3003,2006,11,27.0
IDCJAC0003,3003,2006,12,26.5
IDCJAC0003,3003,2007,01,23.9
IDCJAC0003,3003,2007,02,25.5
IDCJAC0003,3003,2007,03,17.2
IDCJAC0003,3003,2007,04,22.7
IDCJAC0003,3003,2007,05,18.2
IDCJAC0003,3003,2007,06,17.9
IDCJAC0003,3003,2007,07,19.0
IDCJAC0003,3003,2007,08,22.7
IDCJAC0003,3003,2007,09,25.1
IDCJAC0003,3003,2007,10,27.3
IDCJAC0003,3003,2007,11,28.6
IDCJAC0003,3003,2007,12,24.6
IDCJAC0003,3003,2008,01,23.7
IDCJAC0003,3003,2008,02,19.2
IDCJAC0003,3003,2008,03,22.4
IDCJAC0003,3003,2008,04,22.5
IDCJAC0003,3003,2008,05,20.0
IDCJAC0003,3003,2008,06,17.0
IDCJAC0003,3003,2008,07,19.1
IDCJAC0003,3003,2008,08,22.1
IDCJAC0003,3003,2008,09,24.7
IDCJAC0003,3003,2008,10,27.0
IDCJAC0003,3003,2008,11,26.8
IDCJAC0003,3003,2008,12,24.3
IDCJAC0003,3003,2009,01,23.2
IDCJAC0003,3003,2009,02,20.7
IDCJAC0003,3003,2009,03,24.8
IDCJAC0003,3003,2009,04,22.3
IDCJAC0003,3003,2009,05,17.9
IDCJAC0003,3003,2009,06,17.2
IDCJAC0003,3003,2009,07,18.7
IDCJAC0003,3003,2009,08,21.6
IDCJAC0003,3003,2009,09,24.4
IDCJAC0003,3003,2009,10,27.3
IDCJAC0003,3003,2009,11,25.3
IDCJAC0003,3003,2009,12,24.2
IDCJAC0003,3003,2010,01,23.8
IDCJAC0003,3003,2010,02,27.0
IDCJAC0003,3003,2010,03,25.1
IDCJAC0003,3003,2010,04,20.9
IDCJAC0003,3003,2010,05,17.2
IDCJAC0003,3003,2010,06,17.1
IDCJAC0003,3003,2010,07,15.8
IDCJAC0003,3003,2010,08,20.7
IDCJAC0003,3003,2010,09,22.4
IDCJAC0003,3003,2010,10,26.2
IDCJAC0003,3003,2010,11,27.5
IDCJAC0003,3003,2010,12,24.7
IDCJAC0003,3003,2011,01,17.4
IDCJAC0003,3003,2011,02,18.6
IDCJAC0003,3003,2011,03,21.3
IDCJAC0003,3003,2011,04,20.4
IDCJAC0003,3003,2011,05,16.3
IDCJAC0003,3003,2011,06,17.5
IDCJAC0003,3003,2011,07,17.5
IDCJAC0003,3003,2011,08,21.5
IDCJAC0003,3003,2011,09,24.0
IDCJAC0003,3003,2011,10,25.8
IDCJAC0003,3003,2011,11,27.0
IDCJAC0003,3003,2011,12,27.5
IDCJAC0003,3003,2012,01,18.5
IDCJAC0003,3003,2012,02,23.1
IDCJAC0003,3003,2012,03,19.6
IDCJAC0003,3003,2012,04,22.8
IDCJAC0003,3003,2012,05,20.0
IDCJAC0003,3003,2012,06,18.0
IDCJAC0003,3003,2012,07,19.8
IDCJAC0003,3003,2012,08,23.3
IDCJAC0003,3003,2012,09,26.0
IDCJAC0003,3003,2012,10,27.9
IDCJAC0003,3003,2012,11,28.2
IDCJAC0003,3003,2012,12,25.1
IDCJAC0003,3003,2013,01,24.1
IDCJAC0003,3003,2013,02,22.4
IDCJAC0003,3003,2013,03,24.7
IDCJAC0003,3003,2013,04,21.6
IDCJAC0003,3003,2013,05,17.5
IDCJAC0003,3003,2013,06,14.2
IDCJAC0003,3003,2013,07,18.8
IDCJAC0003,3003,2013,08,22.2
IDCJAC0003,3003,2013,09,24.4
IDCJAC0003,3003,2013,10,24.8
IDCJAC0003,3003,2013,11,25.7
IDCJAC0003,3003,2013,12,23.2
IDCJAC0003,3003,2014,01,21.4
IDCJAC0003,3003,2014,02,21.5
IDCJAC0003,3003,2014,03,23.4
IDCJAC0003,3003,2014,04,21.9
IDCJAC0003,3003,2014,05,18.5
IDCJAC0003,3003,2014,06,18.2
IDCJAC0003,3003,2014,07,17.5
IDCJAC0003,3003,2014,08,21.7
IDCJAC0003,3003,2014,09,24.7
IDCJAC0003,3003,2014,10,26.6
IDCJAC0003,3003,2014,11,24.5
IDCJAC0003,3003,2014,12,24.5
IDCJAC0003,3003,2015,01,20.6
IDCJAC0003,3003,2015,02,24.4
IDCJAC0003,3003,2015,03,20.7
IDCJAC0003,3003,2015,04,19.1
IDCJAC0003,3003,2015,05,19.2
IDCJAC0003,3003,2015,06,18.0
IDCJAC0003,3003,2015,07,18.1
IDCJAC0003,3003,2015,08,21.1
IDCJAC0003,3003,2015,09,24.8
IDCJAC0003,3003,2015,10,25.0
IDCJAC0003,3003,2015,11,27.0
IDCJAC0003,3003,2015,12,25.5
IDCJAC0003,3003,2016,01,21.9
IDCJAC0003,3003,2016,02,25.2
IDCJAC0003,3003,2016,03,23.7
IDCJAC0003,3003,2016,04,21.4
IDCJAC0003,3003,2016,05,17.5
IDCJAC0003,3003,2016,06,17.9
IDCJAC0003,3003,2016,07,18.4
IDCJAC0003,3003,2016,08,20.1
IDCJAC0003,3003,2016,09,24.1
IDCJAC0003,3003,2016,10,26.4
IDCJAC0003,3003,2016,11,27.7
IDCJAC0003,3003,2016,12,23.2
IDCJAC0003,3003,2017,01,21.7
IDCJAC0003,3003,2017,02,21.3
IDCJAC0003,3003,2017,03,22.0
IDCJAC0003,3003,2017,04,21.5
IDCJAC0003,3003,2017,05,19.4
IDCJAC0003,3003,2017,06,17.7
IDCJAC0003,3003,2017,07,18.6
IDCJAC0003,3003,2017,08,21.3
IDCJAC0003,3003,2017,09,24.2
IDCJAC0003,3003,2017,10,27.2
IDCJAC0003,3003,2017,11,28.7
IDCJAC0003,3003,2017,12,25.1
IDCJAC0003,3003,2018,01,21.0
IDCJAC0003,3003,2018,02,21.1
IDCJAC0003,3003,2018,03,24.8
IDCJAC0003,3003,2018,04,22.3
IDCJAC0003,3003,2018,05,18.9
IDCJAC0003,3003,2018,06,17.8
IDCJAC0003,3003,2018,07,18.6
IDCJAC0003,3003,2018,08,21.0
IDCJAC0003,3003,2018,09,24.2
IDCJAC0003,3003,2018,10,27.2
IDCJAC0003,3003,2018,11,28.2
IDCJAC0003,3003,2018,12,27.2
IDCJAC0003,3003,2019,01,23.9
IDCJAC0003,3003,2019,02,26.5
IDCJAC0003,3003,2019,03,21.8
IDCJAC0003,3003,2019,04,20.2
IDCJAC0003,3003,2019,05,19.2
IDCJAC0003,3003,2019,06,17.8
IDCJAC0003,3003,2019,07,18.7
IDCJAC0003,3003,2019,08,21.2
IDCJAC0003,3003,2019,09,24.5
IDCJAC0003,3003,2019,10,27.2
IDCJAC0003,3003,2019,11,28.3
IDCJAC0003,3003,2019,12,26.2
IDCJAC0003,3003,2020,01,23.4
IDCJAC0003,3003,2020,02,25.3
IDCJAC0003,3003,2020,03,25.0
IDCJAC0003,3003,2020,04,21.4
IDCJAC0003,3003,2020,05,17.7
IDCJAC0003,3003,2020,06,17.9
IDCJAC0003,3003,2020,07,18.5
IDCJAC0003,3003,2020,08,21.0
IDCJAC0003,3003,2020,09,24.6
IDCJAC0003,3003,2020,10,26.7
