Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,72150,1990,01,26.1
IDCJAC0003,72150,1990,02,23.0
IDCJAC0003,72150,1990,03,20.5
IDCJAC0003,72150,1990,04,10.9
IDCJAC0003,72150,1990,05,10.2
IDCJAC0003,72150,1990,06,6.9
IDCJAC0003,72150,1990,07,7.3
IDCJAC0003,72150,1990,08,9.4
IDCJAC0003,72150,1990,09,16.8
IDCJAC0003,72150,1990,10,22.3
IDCJAC0003,72150,1990,11,26.1
IDCJAC0003,72150,1990,12,25.8
IDCJAC0003,72150,1991,01,27.2
IDCJAC0003,72150,1991,02,27.3
IDCJAC0003,72150,1991,03,21.4
IDCJAC0003,72150,1991,04,15.6
IDCJAC0003,72150,1991,05,11.8
IDCJAC0003,72150,1991,06,6.1
IDCJAC0003,72150,1991,07,7.2
IDCJAC0003,72150,1991,08,9.8
IDCJAC0003,72150,1991,09,14.7
IDCJAC0003,72150,1991,10,24.4
IDCJAC0003,72150,1991,11,26.9
IDCJAC0003,72150,1991,12,23.6
IDCJAC0003,72150,1992,01,29.3
IDCJAC0003,72150,1992,02,22.5
IDCJAC0003,72150,1992,03,20.6
IDCJAC0003,72150,1992,04,14.0
IDCJAC0003,72150,1992,05,9.8
IDCJAC0003,72150,1992,06,7.5
IDCJAC0003,72150,1992,07,7.8
IDCJAC0003,72150,1992,08,10.0
IDCJAC0003,72150,1992,09,13.6
IDCJAC0003,72150,1992,10,19.6
IDCJAC0003,72150,1992,11,23.6
IDCJAC0003,72150,1992,12,22.8
IDCJAC0003,72150,1993,01,28.7
IDCJAC0003,72150,1993,02,22.4
IDCJAC0003,72150,1993,03,18.6
IDCJAC0003,72150,1993,04,15.8
IDCJAC0003,72150,1993,05,10.6
IDCJAC0003,72150,1993,06,7.3
IDCJAC0003,72150,1993,07,8.0
IDCJAC0003,72150,1993,08,9.7
IDCJAC0003,72150,1993,09,13.7
IDCJAC0003,72150,1993,10,19.7
IDCJAC0003,72150,1993,11,26.9
IDCJAC0003,72150,1993,12,24.1
IDCJAC0003,72150,1994,01,29.5
IDCJAC0003,72150,1994,02,21.5
IDCJAC0003,72150,1994,03,21.9
IDCJAC0003,72150,1994,04,14.6
IDCJAC0003,72150,1994,05,9.8
IDCJAC0003,72150,1994,06,6.6
IDCJAC0003,72150,1994,07,9.6
IDCJAC0003,72150,1994,08,14.9
IDCJAC0003,72150,1994,09,15.4
IDCJAC0003,72150,1994,10,20.7
IDCJAC0003,72150,1994,11,21.5
IDCJAC0003,72150,1994,12,29.5
IDCJAC0003,72150,1995,01,25.4
IDCJAC0003,72150,1995,02,26.8
IDCJAC0003,72150,1995,03,21.3
IDCJAC0003,72150,1995,04,13.8
IDCJAC0003,72150,1995,05,8.0
IDCJAC0003,72150,1995,06,7.1
IDCJAC0003,72150,1995,07,6.3
IDCJAC0003,72150,1995,08,14.2
IDCJAC0003,72150,1995,09,16.2
IDCJAC0003,72150,1995,10,21.2
IDCJAC0003,72150,1995,11,20.5
IDCJAC0003,72150,1995,12,28.0
IDCJAC0003,72150,1996,01,27.2
IDCJAC0003,72150,1996,02,25.1
IDCJAC0003,72150,1996,03,21.1
IDCJAC0003,72150,1996,04,13.4
IDCJAC0003,72150,1996,05,9.7
IDCJAC0003,72150,1996,06,7.6
IDCJAC0003,72150,1996,07,6.7
IDCJAC0003,72150,1996,08,10.0
IDCJAC0003,72150,1996,09,15.5
IDCJAC0003,72150,1996,10,24.2
IDCJAC0003,72150,1996,11,26.4
IDCJAC0003,72150,1996,12,29.2
IDCJAC0003,72150,1997,01,29.8
IDCJAC0003,72150,1997,02,25.4
IDCJAC0003,72150,1997,03,21.7
IDCJAC0003,72150,1997,04,16.6
IDCJAC0003,72150,1997,05,10.0
IDCJAC0003,72150,1997,06,8.7
IDCJAC0003,72150,1997,07,9.8
IDCJAC0003,72150,1997,08,11.0
IDCJAC0003,72150,1997,09,14.9
IDCJAC0003,72150,1997,10,23.1
IDCJAC0003,72150,1997,11,27.8
IDCJAC0003,72150,1997,12,30.6
IDCJAC0003,72150,1998,01,24.0
IDCJAC0003,72150,1998,02,26.5
IDCJAC0003,72150,1998,03,21.4
IDCJAC0003,72150,1998,04,13.3
IDCJAC0003,72150,1998,05,10.4
IDCJAC0003,72150,1998,06,7.2
IDCJAC0003,72150,1998,07,7.3
IDCJAC0003,72150,1998,08,11.0
IDCJAC0003,72150,1998,09,13.8
IDCJAC0003,72150,1998,10,21.1
IDCJAC0003,72150,1998,11,26.5
IDCJAC0003,72150,1998,12,30.0
IDCJAC0003,72150,1999,01,27.3
IDCJAC0003,72150,1999,02,25.8
IDCJAC0003,72150,1999,03,19.0
IDCJAC0003,72150,1999,04,16.2
IDCJAC0003,72150,1999,05,10.6
IDCJAC0003,72150,1999,06,7.7
IDCJAC0003,72150,1999,07,9.2
IDCJAC0003,72150,1999,08,13.1
IDCJAC0003,72150,1999,09,16.3
IDCJAC0003,72150,1999,10,19.5
IDCJAC0003,72150,1999,11,25.8
IDCJAC0003,72150,1999,12,25.9
IDCJAC0003,72150,2000,01,29.3
IDCJAC0003,72150,2000,02,24.5
IDCJAC0003,72150,2000,03,18.7
IDCJAC0003,72150,2000,04,14.6
IDCJAC0003,72150,2000,05,8.7
IDCJAC0003,72150,2000,06,7.0
IDCJAC0003,72150,2000,07,8.6
IDCJAC0003,72150,2000,08,10.5
IDCJAC0003,72150,2000,09,15.3
IDCJAC0003,72150,2000,10,19.6
IDCJAC0003,72150,2000,11,22.7
IDCJAC0003,72150,2000,12,30.4
IDCJAC0003,72150,2001,01,25.8
IDCJAC0003,72150,2001,02,24.1
IDCJAC0003,72150,2001,03,20.5
IDCJAC0003,72150,2001,04,15.1
IDCJAC0003,72150,2001,05,10.9
IDCJAC0003,72150,2001,06,8.4
IDCJAC0003,72150,2001,07,9.1
IDCJAC0003,72150,2001,08,11.8
IDCJAC0003,72150,2001,09,16.5
IDCJAC0003,72150,2001,10,20.0
IDCJAC0003,72150,2001,11,25.3
IDCJAC0003,72150,2001,12,27.7
IDCJAC0003,72150,2002,01,29.0
IDCJAC0003,72150,2002,02,23.5
IDCJAC0003,72150,2002,03,23.7
IDCJAC0003,72150,2002,04,14.7
IDCJAC0003,72150,2002,05,9.9
IDCJAC0003,72150,2002,06,8.3
IDCJAC0003,72150,2002,07,9.6
IDCJAC0003,72150,2002,08,13.7
IDCJAC0003,72150,2002,09,18.0
IDCJAC0003,72150,2002,10,24.3
IDCJAC0003,72150,2002,11,26.2
IDCJAC0003,72150,2002,12,28.8
IDCJAC0003,72150,2003,01,30.7
IDCJAC0003,72150,2003,02,24.5
IDCJAC0003,72150,2003,03,21.8
IDCJAC0003,72150,2003,04,15.0
IDCJAC0003,72150,2003,05,10.8
IDCJAC0003,72150,2003,06,6.4
IDCJAC0003,72150,2003,07,9.2
IDCJAC0003,72150,2003,08,11.1
IDCJAC0003,72150,2003,09,16.8
IDCJAC0003,72150,2003,10,20.3
IDCJAC0003,72150,2003,11,26.1
IDCJAC0003,72150,2003,12,27.3
IDCJAC0003,72150,2004,01,29.3
IDCJAC0003,72150,2004,02,23.8
IDCJAC0003,72150,2004,03,22.4
IDCJAC0003,72150,2004,04,15.2
IDCJAC0003,72150,2004,05,11.3
IDCJAC0003,72150,2004,06,7.3
IDCJAC0003,72150,2004,07,8.4
IDCJAC0003,72150,2004,08,11.7
IDCJAC0003,72150,2004,09,15.3
IDCJAC0003,72150,2004,10,22.0
IDCJAC0003,72150,2004,11,25.0
IDCJAC0003,72150,2004,12,27.3
IDCJAC0003,72150,2005,01,27.4
IDCJAC0003,72150,2005,02,23.7
IDCJAC0003,72150,2005,03,21.9
IDCJAC0003,72150,2005,04,15.8
IDCJAC0003,72150,2005,05,11.5
IDCJAC0003,72150,2005,06,8.1
IDCJAC0003,72150,2005,07,8.6
IDCJAC0003,72150,2005,08,12.7
IDCJAC0003,72150,2005,09,15.5
IDCJAC0003,72150,2005,10,20.0
IDCJAC0003,72150,2005,11,25.6
IDCJAC0003,72150,2006,01,27.9
IDCJAC0003,72150,2006,02,26.9
IDCJAC0003,72150,2006,03,21.1
IDCJAC0003,72150,2006,04,15.1
IDCJAC0003,72150,2006,05,10.8
IDCJAC0003,72150,2006,06,8.5
IDCJAC0003,72150,2006,07,8.4
IDCJAC0003,72150,2006,08,13.2
IDCJAC0003,72150,2006,09,18.9
IDCJAC0003,72150,2006,10,25.4
IDCJAC0003,72150,2006,11,26.5
IDCJAC0003,72150,2006,12,27.9
IDCJAC0003,72150,2007,01,28.1
IDCJAC0003,72150,2007,02,25.0
IDCJAC0003,72150,2007,03,20.2
IDCJAC0003,72150,2007,04,15.5
IDCJAC0003,72150,2007,05,10.1
IDCJAC0003,72150,2007,06,8.0
IDCJAC0003,72150,2007,07,8.8
IDCJAC0003,72150,2007,08,12.4
IDCJAC0003,72150,2007,09,17.3
IDCJAC0003,72150,2007,10,22.4
IDCJAC0003,72150,2007,11,23.7
IDCJAC0003,72150,2007,12,27.0
IDCJAC0003,72150,2008,01,27.1
IDCJAC0003,72150,2008,02,23.4
IDCJAC0003,72150,2008,03,19.8
IDCJAC0003,72150,2008,04,14.7
IDCJAC0003,72150,2008,05,10.4
IDCJAC0003,72150,2008,06,7.6
IDCJAC0003,72150,2008,07,8.1
IDCJAC0003,72150,2008,08,10.6
IDCJAC0003,72150,2008,09,18.3
IDCJAC0003,72150,2008,10,23.1
IDCJAC0003,72150,2008,11,23.2
IDCJAC0003,72150,2008,12,27.6
IDCJAC0003,72150,2009,01,30.7
IDCJAC0003,72150,2009,02,24.4
