Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,86282,1990,01,26.0
IDCJAC0003,86282,1990,02,20.6
IDCJAC0003,86282,1990,03,18.8
IDCJAC0003,86282,1990,04,9.0
IDCJAC0003,86282,1990,05,8.6
IDCJAC0003,86282,1990,06,6.3
IDCJAC0003,86282,1990,07,6.8
IDCJAC0003,86282,1990,08,10.1
IDCJAC0003,86282,1990,09,13.5
IDCJAC0003,86282,1990,10,17.4
IDCJAC0003,86282,1990,11,22.7
IDCJAC0003,86282,1990,12,22.9
IDCJAC0003,86282,1991,01,23.5
IDCJAC0003,86282,1991,02,25.1
IDCJAC0003,86282,1991,03,18.2
IDCJAC0003,86282,1991,04,11.5
IDCJAC0003,86282,1991,05,8.6
IDCJAC0003,86282,1991,06,5.1
IDCJAC0003,86282,1991,07,6.3
IDCJAC0003,86282,1991,08,9.0
IDCJAC0003,86282,1991,09,13.0
IDCJAC0003,86282,1991,10,20.2
IDCJAC0003,86282,1991,11,23.2
IDCJAC0003,86282,1991,12,22.9
IDCJAC0003,86282,1992,01,22.6
IDCJAC0003,86282,1992,02,21.3
IDCJAC0003,86282,1992,03,15.1
IDCJAC0003,86282,1992,04,11.6
IDCJAC0003,86282,1992,05,7.7
IDCJAC0003,86282,1992,06,6.4
IDCJAC0003,86282,1992,07,7.4
IDCJAC0003,86282,1992,08,8.9
IDCJAC0003,86282,1992,09,10.3
IDCJAC0003,86282,1992,10,15.3
IDCJAC0003,86282,1992,11,20.3
IDCJAC0003,86282,1992,12,20.8
IDCJAC0003,86282,1993,01,24.8
IDCJAC0003,86282,1993,02,19.6
IDCJAC0003,86282,1993,03,13.9
IDCJAC0003,86282,1993,04,13.3
IDCJAC0003,86282,1993,05,7.7
IDCJAC0003,86282,1993,06,6.4
IDCJAC0003,86282,1993,07,6.3
IDCJAC0003,86282,1993,08,8.6
IDCJAC0003,86282,1993,09,12.2
IDCJAC0003,86282,1993,10,17.7
IDCJAC0003,86282,1993,11,22.5
IDCJAC0003,86282,1993,12,21.4
IDCJAC0003,86282,1994,01,23.8
IDCJAC0003,86282,1994,02,17.1
IDCJAC0003,86282,1994,03,17.5
IDCJAC0003,86282,1994,04,10.2
IDCJAC0003,86282,1994,05,6.6
IDCJAC0003,86282,1994,06,5.8
IDCJAC0003,86282,1994,07,8.5
IDCJAC0003,86282,1994,08,13.4
IDCJAC0003,86282,1994,09,11.6
IDCJAC0003,86282,1994,10,16.5
IDCJAC0003,86282,1994,11,19.2
IDCJAC0003,86282,1994,12,26.6
IDCJAC0003,86282,1995,01,21.4
IDCJAC0003,86282,1995,02,20.6
IDCJAC0003,86282,1995,03,17.3
IDCJAC0003,86282,1995,04,10.7
IDCJAC0003,86282,1995,05,7.0
IDCJAC0003,86282,1995,06,5.4
IDCJAC0003,86282,1995,07,5.3
IDCJAC0003,86282,1995,08,11.6
IDCJAC0003,86282,1995,09,14.0
IDCJAC0003,86282,1995,10,16.6
IDCJAC0003,86282,1995,11,19.8
IDCJAC0003,86282,1995,12,22.2
IDCJAC0003,86282,1996,01,23.5
IDCJAC0003,86282,1996,02,19.8
IDCJAC0003,86282,1996,03,15.6
IDCJAC0003,86282,1996,04,10.1
IDCJAC0003,86282,1996,05,6.4
IDCJAC0003,86282,1996,06,6.2
IDCJAC0003,86282,1996,07,6.2
IDCJAC0003,86282,1996,08,9.2
IDCJAC0003,86282,1996,09,12.9
IDCJAC0003,86282,1996,10,18.3
IDCJAC0003,86282,1996,11,21.4
IDCJAC0003,86282,1996,12,23.3
IDCJAC0003,86282,1997,01,25.4
IDCJAC0003,86282,1997,02,22.0
IDCJAC0003,86282,1997,03,14.8
IDCJAC0003,86282,1997,04,11.1
IDCJAC0003,86282,1997,05,5.4
IDCJAC0003,86282,1997,06,5.7
IDCJAC0003,86282,1997,07,6.6
IDCJAC0003,86282,1997,08,10.4
IDCJAC0003,86282,1997,09,14.1
IDCJAC0003,86282,1997,10,16.6
IDCJAC0003,86282,1997,11,23.1
IDCJAC0003,86282,1997,12,25.9
IDCJAC0003,86282,1998,01,23.3
IDCJAC0003,86282,1998,02,23.6
IDCJAC0003,86282,1998,03,17.5
IDCJAC0003,86282,1998,04,10.8
IDCJAC0003,86282,1998,05,7.5
IDCJAC0003,86282,1998,06,6.4
IDCJAC0003,86282,1998,07,6.9
IDCJAC0003,86282,1998,08,9.6
IDCJAC0003,86282,1998,09,12.8
IDCJAC0003,86282,1998,10,17.5
IDCJAC0003,86282,1998,11,22.1
IDCJAC0003,86282,1998,12,24.7
IDCJAC0003,86282,1999,01,23.7
IDCJAC0003,86282,1999,02,20.0
IDCJAC0003,86282,1999,03,15.7
IDCJAC0003,86282,1999,04,12.2
IDCJAC0003,86282,1999,05,8.5
IDCJAC0003,86282,1999,06,6.7
IDCJAC0003,86282,1999,07,6.8
IDCJAC0003,86282,1999,08,9.1
IDCJAC0003,86282,1999,09,14.3
IDCJAC0003,86282,1999,10,18.4
IDCJAC0003,86282,1999,11,22.5
IDCJAC0003,86282,1999,12,21.3
IDCJAC0003,86282,2000,01,22.1
IDCJAC0003,86282,2000,02,23.2
IDCJAC0003,86282,2000,03,17.7
IDCJAC0003,86282,2000,04,12.0
IDCJAC0003,86282,2000,05,7.2
IDCJAC0003,86282,2000,06,5.6
IDCJAC0003,86282,2000,07,6.9
IDCJAC0003,86282,2000,08,10.4
IDCJAC0003,86282,2000,09,14.0
IDCJAC0003,86282,2000,10,16.4
IDCJAC0003,86282,2000,11,20.3
IDCJAC0003,86282,2000,12,27.3
IDCJAC0003,86282,2001,01,23.2
IDCJAC0003,86282,2001,02,23.1
IDCJAC0003,86282,2001,03,17.0
IDCJAC0003,86282,2001,04,11.3
IDCJAC0003,86282,2001,05,7.8
IDCJAC0003,86282,2001,06,6.0
IDCJAC0003,86282,2001,07,6.2
IDCJAC0003,86282,2001,08,9.0
IDCJAC0003,86282,2001,09,13.9
IDCJAC0003,86282,2001,10,18.2
IDCJAC0003,86282,2001,11,18.9
IDCJAC0003,86282,2001,12,23.1
IDCJAC0003,86282,2002,01,22.4
IDCJAC0003,86282,2002,02,20.9
IDCJAC0003,86282,2002,03,16.9
IDCJAC0003,86282,2002,04,11.0
IDCJAC0003,86282,2002,05,8.3
IDCJAC0003,86282,2002,06,6.5
IDCJAC0003,86282,2002,07,8.0
IDCJAC0003,86282,2002,08,10.5
IDCJAC0003,86282,2002,09,15.5
IDCJAC0003,86282,2002,10,18.4
IDCJAC0003,86282,2002,11,22.4
IDCJAC0003,86282,2002,12,23.4
IDCJAC0003,86282,2003,01,26.7
IDCJAC0003,86282,2003,02,21.6
IDCJAC0003,86282,2003,03,17.5
IDCJAC0003,86282,2003,04,12.8
IDCJAC0003,86282,2003,05,8.4
IDCJAC0003,86282,2003,06,6.1
IDCJAC0003,86282,2003,07,8.0
IDCJAC0003,86282,2003,08,10.0
IDCJAC0003,86282,2003,09,14.9
IDCJAC0003,86282,2003,10,16.2
IDCJAC0003,86282,2003,11,23.8
IDCJAC0003,86282,2003,12,24.4
IDCJAC0003,86282,2004,01,23.8
IDCJAC0003,86282,2004,02,21.4
IDCJAC0003,86282,2004,03,18.6
IDCJAC0003,86282,2004,04,12.1
IDCJAC0003,86282,2004,05,8.2
IDCJAC0003,86282,2004,06,6.6
IDCJAC0003,86282,2004,07,7.2
IDCJAC0003,86282,2004,08,10.7
IDCJAC0003,86282,2004,09,12.1
IDCJAC0003,86282,2004,10,19.2
IDCJAC0003,86282,2004,11,20.7
IDCJAC0003,86282,2004,12,24.0
IDCJAC0003,86282,2005,01,24.5
IDCJAC0003,86282,2005,02,19.3
IDCJAC0003,86282,2005,03,18.1
IDCJAC0003,86282,2005,04,13.4
IDCJAC0003,86282,2005,05,9.4
IDCJAC0003,86282,2005,06,6.3
IDCJAC0003,86282,2005,07,6.5
IDCJAC0003,86282,2005,08,10.4
IDCJAC0003,86282,2005,09,13.8
IDCJAC0003,86282,2005,10,19.3
IDCJAC0003,86282,2005,11,22.9
IDCJAC0003,86282,2006,01,26.1
IDCJAC0003,86282,2006,02,23.2
IDCJAC0003,86282,2006,03,19.2
IDCJAC0003,86282,2006,04,11.0
