Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,15135,2020,09,17,19.7,1,N
IDCJAC0011,15135,2020,09,18,23.2,1,N
IDCJAC0011,15135,2020,09,19,25.2,1,N
IDCJAC0011,15135,2020,09,20,23.1,1,N
IDCJAC0011,15135,2020,09,21,26.6,1,N
IDCJAC0011,15135,2020,09,22,23.3,1,N
IDCJAC0011,15135,2020,09,23,20.8,1,N
IDCJAC0011,15135,2020,09,24,20.4,1,N
IDCJAC0011,15135,2020,09,25,20.5,1,N
IDCJAC0011,15135,2020,09,26,22.3,1,N
IDCJAC0011,15135,2020,09,27,21.5,1,N
IDCJAC0011,15135,2020,09,28,20.3,1,N
IDCJAC0011,15135,2020,09,29,20.7,1,N
IDCJAC0011,15135,2020,09,30,25.6,1,N
IDCJAC0011,15135,2020,10,01,23.3,1,N
IDCJAC0011,15135,2020,10,02,22.4,1,N
IDCJAC0011,15135,2020,10,03,,,
IDCJAC0011,15135,2020,10,04,,,
IDCJAC0011,15135,2020,10,05,,,
IDCJAC0011,15135,2020,10,06,,,
IDCJAC0011,15135,2020,10,07,,,
IDCJAC0011,15135,2020,10,08,,,
IDCJAC0011,15135,2020,10,09,19.1,1,N
IDCJAC0011,15135,2020,10,10,18.3,1,N
IDCJAC0011,15135,2020,10,11,19.6,1,N
IDCJAC0011,15135,2020,10,12,21.5,1,N
IDCJAC0011,15135,2020,10,13,23.2,1,N
IDCJAC0011,15135,2020,10,14,23.7,1,N
IDCJAC0011,15135,2020,10,15,23.9,1,N
IDCJAC0011,15135,2020,10,16,25.1,1,
IDCJAC0011,15135,2020,10,17,23.6,1,N
IDCJAC0011,15135,2020,10,18,25.9,1,N
IDCJAC0011,15135,2020,10,19,27.5,1,N
IDCJAC0011,15135,2020,10,20,26.3,1,N
IDCJAC0011,15135,2020,10,21,24.9,1,N
IDCJAC0011,15135,2020,10,22,26.7,1,N
IDCJAC0011,15135,2020,10,23,25.9,1,N
IDCJAC0011,15135,2020,10,24,23.6,1,N
IDCJAC0011,15135,2020,10,25,23.8,1,N
IDCJAC0011,15135,2020,10,26,21.4,1,N
IDCJAC0011,15135,2020,10,27,19.7,1,N
IDCJAC0011,15135,2020,10,28,21.3,1,N
IDCJAC0011,15135,2020,10,29,21.5,1,N
IDCJAC0011,15135,2020,10,30,22.7,1,N
IDCJAC0011,15135,2020,10,31,21.2,1,N
