Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,76031,2020,01,01,14.6,1,N
IDCJAC0011,76031,2020,01,02,16.3,1,N
IDCJAC0011,76031,2020,01,03,17.0,1,N
IDCJAC0011,76031,2020,01,04,23.1,1,N
IDCJAC0011,76031,2020,01,05,16.0,1,N
IDCJAC0011,76031,2020,01,06,12.9,1,N
IDCJAC0011,76031,2020,01,07,13.5,1,N
IDCJAC0011,76031,2020,01,08,17.6,1,N
IDCJAC0011,76031,2020,01,09,18.6,1,N
IDCJAC0011,76031,2020,01,10,23.1,1,N
IDCJAC0011,76031,2020,01,11,12.9,1,N
IDCJAC0011,76031,2020,01,12,13.2,1,N
IDCJAC0011,76031,2020,01,13,15.1,1,N
IDCJAC0011,76031,2020,01,14,21.8,1,N
IDCJAC0011,76031,2020,01,15,23.3,1,N
IDCJAC0011,76031,2020,01,16,15.3,1,N
IDCJAC0011,76031,2020,01,17,11.9,1,N
IDCJAC0011,76031,2020,01,18,13.9,1,N
IDCJAC0011,76031,2020,01,19,14.0,1,N
IDCJAC0011,76031,2020,01,20,15.0,1,N
IDCJAC0011,76031,2020,01,21,13.6,1,N
IDCJAC0011,76031,2020,01,22,16.3,1,N
IDCJAC0011,76031,2020,01,23,16.2,1,N
IDCJAC0011,76031,2020,01,24,9.4,1,N
IDCJAC0011,76031,2020,01,25,13.7,1,N
IDCJAC0011,76031,2020,01,26,17.6,1,N
IDCJAC0011,76031,2020,01,27,17.0,1,N
IDCJAC0011,76031,2020,01,28,16.8,1,N
IDCJAC0011,76031,2020,01,29,17.3,1,N
IDCJAC0011,76031,2020,01,30,19.2,1,N
IDCJAC0011,76031,2020,01,31,29.9,1,N
IDCJAC0011,76031,2020,02,01,27.7,1,N
IDCJAC0011,76031,2020,02,02,14.7,1,N
IDCJAC0011,76031,2020,02,03,12.9,1,N
IDCJAC0011,76031,2020,02,04,11.4,1,N
IDCJAC0011,76031,2020,02,05,13.1,1,N
IDCJAC0011,76031,2020,02,06,15.7,1,N
IDCJAC0011,76031,2020,02,07,19.6,1,N
IDCJAC0011,76031,2020,02,08,19.9,1,N
IDCJAC0011,76031,2020,02,09,18.8,1,N
IDCJAC0011,76031,2020,02,10,18.5,1,N
IDCJAC0011,76031,2020,02,11,18.8,1,N
IDCJAC0011,76031,2020,02,12,18.7,1,Y
IDCJAC0011,76031,2020,02,13,21.3,1,N
IDCJAC0011,76031,2020,02,14,25.9,1,N
IDCJAC0011,76031,2020,02,15,19.5,1,N
IDCJAC0011,76031,2020,02,16,15.5,1,N
IDCJAC0011,76031,2020,02,17,15.0,1,N
IDCJAC0011,76031,2020,02,18,18.2,1,N
IDCJAC0011,76031,2020,02,19,14.5,1,N
IDCJAC0011,76031,2020,02,20,11.4,1,N
IDCJAC0011,76031,2020,02,21,13.7,1,N
IDCJAC0011,76031,2020,02,22,12.8,1,N
IDCJAC0011,76031,2020,02,23,14.8,1,N
IDCJAC0011,76031,2020,02,24,20.0,1,N
IDCJAC0011,76031,2020,02,25,22.3,1,N
IDCJAC0011,76031,2020,02,26,16.1,1,N
IDCJAC0011,76031,2020,02,27,10.7,1,N
IDCJAC0011,76031,2020,02,28,13.3,1,N
IDCJAC0011,76031,2020,02,29,13.3,1,N
IDCJAC0011,76031,2020,03,01,17.1,1,N
IDCJAC0011,76031,2020,03,02,18.8,1,N
IDCJAC0011,76031,2020,03,03,13.0,1,N
