Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,66062,2020,01,01,19.2,1,Y
IDCJAC0011,66062,2020,01,02,19.5,1,Y
IDCJAC0011,66062,2020,01,03,22.1,1,Y
IDCJAC0011,66062,2020,01,04,21.3,1,Y
IDCJAC0011,66062,2020,01,05,21.6,1,Y
IDCJAC0011,66062,2020,01,06,19.8,1,Y
IDCJAC0011,66062,2020,01,07,20.2,1,Y
IDCJAC0011,66062,2020,01,08,21.3,1,Y
IDCJAC0011,66062,2020,01,09,21.4,1,Y
IDCJAC0011,66062,2020,01,10,21.7,1,Y
IDCJAC0011,66062,2020,01,11,19.3,1,Y
IDCJAC0011,66062,2020,01,12,19.2,1,Y
IDCJAC0011,66062,2020,01,13,17.4,1,Y
IDCJAC0011,66062,2020,01,14,19.2,1,Y
IDCJAC0011,66062,2020,01,15,19.1,1,Y
IDCJAC0011,66062,2020,01,16,21.5,1,Y
IDCJAC0011,66062,2020,01,17,18.8,1,Y
IDCJAC0011,66062,2020,01,18,18.6,1,Y
IDCJAC0011,66062,2020,01,19,19.0,1,Y
IDCJAC0011,66062,2020,01,20,20.4,1,Y
IDCJAC0011,66062,2020,01,21,19.8,1,Y
IDCJAC0011,66062,2020,01,22,20.4,1,Y
IDCJAC0011,66062,2020,01,23,23.1,1,Y
IDCJAC0011,66062,2020,01,24,23.2,1,Y
IDCJAC0011,66062,2020,01,25,22.5,1,Y
IDCJAC0011,66062,2020,01,26,24.5,1,Y
IDCJAC0011,66062,2020,01,27,22.8,1,Y
IDCJAC0011,66062,2020,01,28,23.2,1,Y
IDCJAC0011,66062,2020,01,29,23.2,1,Y
IDCJAC0011,66062,2020,01,30,20.2,1,Y
IDCJAC0011,66062,2020,01,31,23.5,1,Y
IDCJAC0011,66062,2020,02,01,24.1,1,Y
IDCJAC0011,66062,2020,02,02,24.8,1,Y
IDCJAC0011,66062,2020,02,03,22.3,1,Y
IDCJAC0011,66062,2020,02,04,18.4,1,Y
IDCJAC0011,66062,2020,02,05,18.0,1,Y
IDCJAC0011,66062,2020,02,06,20.8,1,Y
IDCJAC0011,66062,2020,02,07,18.7,1,Y
IDCJAC0011,66062,2020,02,08,19.1,1,Y
IDCJAC0011,66062,2020,02,09,19.4,1,Y
IDCJAC0011,66062,2020,02,10,19.3,1,Y
IDCJAC0011,66062,2020,02,11,21.1,1,Y
IDCJAC0011,66062,2020,02,12,22.2,1,Y
IDCJAC0011,66062,2020,02,13,21.9,1,Y
IDCJAC0011,66062,2020,02,14,20.5,1,Y
IDCJAC0011,66062,2020,02,15,18.7,1,Y
IDCJAC0011,66062,2020,02,16,20.4,1,Y
IDCJAC0011,66062,2020,02,17,20.8,1,Y
IDCJAC0011,66062,2020,02,18,20.5,1,Y
IDCJAC0011,66062,2020,02,19,20.3,1,Y
IDCJAC0011,66062,2020,02,20,18.2,1,Y
IDCJAC0011,66062,2020,02,21,20.1,1,Y
IDCJAC0011,66062,2020,02,22,18.7,1,Y
IDCJAC0011,66062,2020,02,23,19.5,1,Y
IDCJAC0011,66062,2020,02,24,19.4,1,Y
IDCJAC0011,66062,2020,02,25,20.4,1,Y
IDCJAC0011,66062,2020,02,26,22.0,1,Y
IDCJAC0011,66062,2020,02,27,20.2,1,Y
IDCJAC0011,66062,2020,02,28,18.7,1,Y
IDCJAC0011,66062,2020,02,29,19.3,1,Y
IDCJAC0011,66062,2020,03,01,19.0,1,Y
IDCJAC0011,66062,2020,03,02,20.6,1,Y
IDCJAC0011,66062,2020,03,03,20.6,1,Y
IDCJAC0011,66062,2020,03,04,18.7,1,Y
IDCJAC0011,66062,2020,03,05,20.0,1,Y
IDCJAC0011,66062,2020,03,06,20.9,1,Y
IDCJAC0011,66062,2020,03,07,19.6,1,Y
IDCJAC0011,66062,2020,03,08,16.7,1,Y
IDCJAC0011,66062,2020,03,09,16.9,1,Y
IDCJAC0011,66062,2020,03,10,16.8,1,Y
IDCJAC0011,66062,2020,03,11,15.6,1,Y
IDCJAC0011,66062,2020,03,12,17.3,1,Y
IDCJAC0011,66062,2020,03,13,15.4,1,Y
IDCJAC0011,66062,2020,03,14,17.5,1,Y
IDCJAC0011,66062,2020,03,15,13.3,1,Y
IDCJAC0011,66062,2020,03,16,15.9,1,Y
IDCJAC0011,66062,2020,03,17,15.1,1,Y
IDCJAC0011,66062,2020,03,18,15.0,1,Y
IDCJAC0011,66062,2020,03,19,16.4,1,Y
