Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,31011,2020,01,01,32.5,1,Y
IDCJAC0010,31011,2020,01,02,32.9,1,N
IDCJAC0010,31011,2020,01,03,33.7,1,N
IDCJAC0010,31011,2020,01,04,30.8,1,N
IDCJAC0010,31011,2020,01,05,32.2,1,N
IDCJAC0010,31011,2020,01,06,31.4,1,Y
IDCJAC0010,31011,2020,01,07,31.1,1,N
IDCJAC0010,31011,2020,01,08,31.3,1,N
IDCJAC0010,31011,2020,01,09,32.1,1,N
IDCJAC0010,31011,2020,01,10,32.1,1,N
IDCJAC0010,31011,2020,01,11,32.7,1,N
IDCJAC0010,31011,2020,01,12,33.2,1,N
IDCJAC0010,31011,2020,01,13,33.5,1,N
IDCJAC0010,31011,2020,01,14,31.0,1,N
IDCJAC0010,31011,2020,01,15,32.1,1,N
IDCJAC0010,31011,2020,01,16,31.3,1,N
IDCJAC0010,31011,2020,01,17,35.5,1,N
IDCJAC0010,31011,2020,01,18,37.5,1,N
IDCJAC0010,31011,2020,01,19,34.9,1,N
IDCJAC0010,31011,2020,01,20,33.7,1,N
IDCJAC0010,31011,2020,01,21,33.7,1,N
IDCJAC0010,31011,2020,01,22,31.9,1,Y
IDCJAC0010,31011,2020,01,23,32.4,1,N
IDCJAC0010,31011,2020,01,24,32.8,1,Y
IDCJAC0010,31011,2020,01,25,30.7,1,N
IDCJAC0010,31011,2020,01,26,31.0,1,N
IDCJAC0010,31011,2020,01,27,31.8,1,N
IDCJAC0010,31011,2020,01,28,29.7,1,N
IDCJAC0010,31011,2020,01,29,28.2,1,N
IDCJAC0010,31011,2020,01,30,30.0,1,N
IDCJAC0010,31011,2020,01,31,31.3,1,N
IDCJAC0010,31011,2020,02,01,32.3,1,N
IDCJAC0010,31011,2020,02,02,30.7,1,N
IDCJAC0010,31011,2020,02,03,32.1,1,N
IDCJAC0010,31011,2020,02,04,31.5,1,Y
IDCJAC0010,31011,2020,02,05,32.9,1,N
IDCJAC0010,31011,2020,02,06,32.2,1,N
IDCJAC0010,31011,2020,02,07,32.2,1,N
IDCJAC0010,31011,2020,02,08,32.3,1,N
IDCJAC0010,31011,2020,02,09,33.0,1,N
IDCJAC0010,31011,2020,02,10,33.2,1,N
IDCJAC0010,31011,2020,02,11,33.4,1,N
IDCJAC0010,31011,2020,02,12,37.9,1,N
IDCJAC0010,31011,2020,02,13,39.1,1,N
IDCJAC0010,31011,2020,02,14,39.0,1,N
IDCJAC0010,31011,2020,02,15,40.0,1,N
IDCJAC0010,31011,2020,02,16,36.6,1,N
IDCJAC0010,31011,2020,02,17,36.0,1,N
IDCJAC0010,31011,2020,02,18,34.6,1,N
IDCJAC0010,31011,2020,02,19,33.0,1,N
IDCJAC0010,31011,2020,02,20,34.3,1,N
IDCJAC0010,31011,2020,02,21,32.0,1,N
IDCJAC0010,31011,2020,02,22,28.8,1,N
IDCJAC0010,31011,2020,02,23,30.6,1,N
IDCJAC0010,31011,2020,02,24,29.3,1,N
IDCJAC0010,31011,2020,02,25,32.0,1,N
IDCJAC0010,31011,2020,02,26,31.9,1,N
IDCJAC0010,31011,2020,02,27,32.7,1,N
IDCJAC0010,31011,2020,02,28,33.9,1,N
IDCJAC0010,31011,2020,02,29,34.3,1,N
IDCJAC0010,31011,2020,03,01,33.5,1,Y
IDCJAC0010,31011,2020,03,02,33.4,1,Y
IDCJAC0010,31011,2020,03,03,32.9,1,Y
IDCJAC0010,31011,2020,03,04,32.2,1,Y
IDCJAC0010,31011,2020,03,05,32.9,1,Y
IDCJAC0010,31011,2020,03,06,34.2,1,Y
IDCJAC0010,31011,2020,03,07,33.5,1,Y
IDCJAC0010,31011,2020,03,08,32.8,1,Y
IDCJAC0010,31011,2020,03,09,32.0,1,Y
IDCJAC0010,31011,2020,03,10,28.9,1,Y
IDCJAC0010,31011,2020,03,11,31.7,1,Y
IDCJAC0010,31011,2020,03,12,29.5,1,Y
IDCJAC0010,31011,2020,03,13,33.2,1,Y
IDCJAC0010,31011,2020,03,14,32.2,1,Y
IDCJAC0010,31011,2020,03,15,31.8,1,Y
IDCJAC0010,31011,2020,03,16,32.4,1,Y
IDCJAC0010,31011,2020,03,17,29.7,1,Y
IDCJAC0010,31011,2020,03,18,29.3,1,Y
IDCJAC0010,31011,2020,03,19,30.5,1,Y
IDCJAC0010,31011,2020,03,20,30.1,1,Y
IDCJAC0010,31011,2020,03,21,31.4,1,Y
IDCJAC0010,31011,2020,03,22,29.6,1,Y
IDCJAC0010,31011,2020,03,23,31.2,1,Y
IDCJAC0010,31011,2020,03,24,31.3,1,Y
IDCJAC0010,31011,2020,03,25,30.9,1,Y
IDCJAC0010,31011,2020,03,26,28.0,1,Y
IDCJAC0010,31011,2020,03,27,28.2,1,Y
IDCJAC0010,31011,2020,03,28,31.3,1,Y
IDCJAC0010,31011,2020,03,29,30.9,1,Y
IDCJAC0010,31011,2020,03,30,30.7,1,Y
IDCJAC0010,31011,2020,03,31,30.7,1,Y
IDCJAC0010,31011,2020,04,01,30.6,1,Y
IDCJAC0010,31011,2020,04,02,31.0,1,Y
IDCJAC0010,31011,2020,04,03,30.4,1,Y
IDCJAC0010,31011,2020,04,04,30.4,1,Y
IDCJAC0010,31011,2020,04,05,31.0,1,Y
IDCJAC0010,31011,2020,04,06,31.6,1,Y
IDCJAC0010,31011,2020,04,07,28.6,1,Y
IDCJAC0010,31011,2020,04,08,30.4,1,Y
IDCJAC0010,31011,2020,04,09,31.3,1,Y
IDCJAC0010,31011,2020,04,10,30.9,1,Y
IDCJAC0010,31011,2020,04,11,31.0,1,Y
IDCJAC0010,31011,2020,04,12,30.3,1,Y
