Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,23034,2020,01,01,23.9,1,N
IDCJAC0010,23034,2020,01,02,33.4,1,N
IDCJAC0010,23034,2020,01,03,39.7,1,N
IDCJAC0010,23034,2020,01,04,25.0,1,N
IDCJAC0010,23034,2020,01,05,17.8,1,N
IDCJAC0010,23034,2020,01,06,28.0,1,N
IDCJAC0010,23034,2020,01,07,31.7,1,N
IDCJAC0010,23034,2020,01,08,34.1,1,N
IDCJAC0010,23034,2020,01,09,40.7,1,N
IDCJAC0010,23034,2020,01,10,22.4,1,N
IDCJAC0010,23034,2020,01,11,23.8,1,N
IDCJAC0010,23034,2020,01,12,29.8,1,N
IDCJAC0010,23034,2020,01,13,31.7,1,N
IDCJAC0010,23034,2020,01,14,28.4,1,N
IDCJAC0010,23034,2020,01,15,24.7,1,N
IDCJAC0010,23034,2020,01,16,24.1,1,N
IDCJAC0010,23034,2020,01,17,23.9,1,N
IDCJAC0010,23034,2020,01,18,23.8,1,N
IDCJAC0010,23034,2020,01,19,23.2,1,N
IDCJAC0010,23034,2020,01,20,20.0,1,N
IDCJAC0010,23034,2020,01,21,26.7,1,N
IDCJAC0010,23034,2020,01,22,25.1,1,N
IDCJAC0010,23034,2020,01,23,20.4,1,N
IDCJAC0010,23034,2020,01,24,22.0,1,N
IDCJAC0010,23034,2020,01,25,24.0,1,N
IDCJAC0010,23034,2020,01,26,23.6,1,N
IDCJAC0010,23034,2020,01,27,26.4,1,N
IDCJAC0010,23034,2020,01,28,25.3,1,N
IDCJAC0010,23034,2020,01,29,34.8,1,N
IDCJAC0010,23034,2020,01,30,42.3,1,N
IDCJAC0010,23034,2020,01,31,35.5,1,N
IDCJAC0010,23034,2020,02,01,21.0,1,N
IDCJAC0010,23034,2020,02,02,22.4,1,N
IDCJAC0010,23034,2020,02,03,22.4,1,N
IDCJAC0010,23034,2020,02,04,25.6,1,N
IDCJAC0010,23034,2020,02,05,27.5,1,N
IDCJAC0010,23034,2020,02,06,31.9,1,N
IDCJAC0010,23034,2020,02,07,29.1,1,N
IDCJAC0010,23034,2020,02,08,33.0,1,N
IDCJAC0010,23034,2020,02,09,31.9,1,N
IDCJAC0010,23034,2020,02,10,27.7,1,N
IDCJAC0010,23034,2020,02,11,24.8,1,N
IDCJAC0010,23034,2020,02,12,25.9,1,N
IDCJAC0010,23034,2020,02,13,25.9,1,N
IDCJAC0010,23034,2020,02,14,23.3,1,N
IDCJAC0010,23034,2020,02,15,23.8,1,N
IDCJAC0010,23034,2020,02,16,24.5,1,N
IDCJAC0010,23034,2020,02,17,25.6,1,N
IDCJAC0010,23034,2020,02,18,23.0,1,N
IDCJAC0010,23034,2020,02,19,22.6,1,N
