Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,200284,2020,01,01,31.4,1,Y
IDCJAC0010,200284,2020,01,02,30.8,1,Y
IDCJAC0010,200284,2020,01,03,30.8,1,Y
IDCJAC0010,200284,2020,01,04,30.6,1,Y
IDCJAC0010,200284,2020,01,05,30.9,1,Y
IDCJAC0010,200284,2020,01,06,30.9,1,Y
IDCJAC0010,200284,2020,01,07,30.5,1,Y
IDCJAC0010,200284,2020,01,08,31.1,1,Y
IDCJAC0010,200284,2020,01,09,29.8,1,Y
IDCJAC0010,200284,2020,01,10,31.3,1,Y
IDCJAC0010,200284,2020,01,11,31.6,1,Y
IDCJAC0010,200284,2020,01,12,31.1,1,Y
IDCJAC0010,200284,2020,01,13,30.9,1,Y
IDCJAC0010,200284,2020,01,14,30.7,1,Y
IDCJAC0010,200284,2020,01,15,30.9,1,Y
IDCJAC0010,200284,2020,01,16,31.0,1,Y
IDCJAC0010,200284,2020,01,17,30.8,1,Y
IDCJAC0010,200284,2020,01,18,31.2,1,Y
IDCJAC0010,200284,2020,01,19,31.4,1,Y
IDCJAC0010,200284,2020,01,20,31.4,1,Y
IDCJAC0010,200284,2020,01,21,30.8,1,Y
IDCJAC0010,200284,2020,01,22,30.4,1,Y
IDCJAC0010,200284,2020,01,23,30.2,1,Y
IDCJAC0010,200284,2020,01,24,30.6,1,Y
IDCJAC0010,200284,2020,01,25,30.5,1,Y
IDCJAC0010,200284,2020,01,26,31.0,1,Y
IDCJAC0010,200284,2020,01,27,31.1,1,Y
IDCJAC0010,200284,2020,01,28,30.8,1,Y
IDCJAC0010,200284,2020,01,29,31.0,1,Y
IDCJAC0010,200284,2020,01,30,31.6,1,Y
IDCJAC0010,200284,2020,01,31,31.2,1,Y
IDCJAC0010,200284,2020,02,01,31.1,1,N
IDCJAC0010,200284,2020,02,02,30.9,1,N
IDCJAC0010,200284,2020,02,03,31.4,1,N
IDCJAC0010,200284,2020,02,04,31.7,1,N
IDCJAC0010,200284,2020,02,05,30.4,1,N
IDCJAC0010,200284,2020,02,06,30.8,1,N
IDCJAC0010,200284,2020,02,07,30.7,1,N
IDCJAC0010,200284,2020,02,08,30.5,1,N
IDCJAC0010,200284,2020,02,09,28.7,1,N
IDCJAC0010,200284,2020,02,10,29.6,1,
IDCJAC0010,200284,2020,02,11,31.6,1,N
IDCJAC0010,200284,2020,02,12,31.3,1,N
IDCJAC0010,200284,2020,02,13,30.3,1,N
IDCJAC0010,200284,2020,02,14,30.5,1,N
IDCJAC0010,200284,2020,02,15,30.9,1,N
IDCJAC0010,200284,2020,02,16,30.0,1,N
IDCJAC0010,200284,2020,02,17,30.8,1,N
IDCJAC0010,200284,2020,02,18,30.8,1,N
IDCJAC0010,200284,2020,02,19,29.5,1,N
IDCJAC0010,200284,2020,02,20,30.4,1,N
IDCJAC0010,200284,2020,02,21,30.2,1,N
IDCJAC0010,200284,2020,02,22,29.0,1,N
IDCJAC0010,200284,2020,02,23,29.2,1,N
IDCJAC0010,200284,2020,02,24,29.5,1,N
IDCJAC0010,200284,2020,02,25,30.4,1,N
IDCJAC0010,200284,2020,02,26,30.9,1,N
IDCJAC0010,200284,2020,02,27,30.8,1,N
IDCJAC0010,200284,2020,02,28,30.4,1,N
IDCJAC0010,200284,2020,02,29,30.7,1,N
IDCJAC0010,200284,2020,03,01,30.3,1,Y
IDCJAC0010,200284,2020,03,02,30.8,1,N
IDCJAC0010,200284,2020,03,03,30.3,1,N
IDCJAC0010,200284,2020,03,04,29.1,1,N
IDCJAC0010,200284,2020,03,05,29.6,1,N
IDCJAC0010,200284,2020,03,06,29.7,1,N
IDCJAC0010,200284,2020,03,07,30.4,1,Y
IDCJAC0010,200284,2020,03,08,30.7,1,Y
IDCJAC0010,200284,2020,03,09,31.0,1,N
IDCJAC0010,200284,2020,03,10,30.6,1,N
IDCJAC0010,200284,2020,03,11,30.4,1,N
IDCJAC0010,200284,2020,03,12,30.3,1,N
IDCJAC0010,200284,2020,03,13,30.1,1,N
IDCJAC0010,200284,2020,03,14,30.2,1,Y
IDCJAC0010,200284,2020,03,15,30.7,1,Y
IDCJAC0010,200284,2020,03,16,31.0,1,N
IDCJAC0010,200284,2020,03,17,31.0,1,N
IDCJAC0010,200284,2020,03,18,31.0,1,N
IDCJAC0010,200284,2020,03,19,30.5,1,N
IDCJAC0010,200284,2020,03,20,31.1,1,N
IDCJAC0010,200284,2020,03,21,30.9,1,Y
