Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,5007,2020,01,01,22.6,1,Y
IDCJAC0011,5007,2020,01,02,21.6,1,Y
IDCJAC0011,5007,2020,01,03,21.5,1,Y
IDCJAC0011,5007,2020,01,04,17.8,1,Y
IDCJAC0011,5007,2020,01,05,19.8,1,Y
IDCJAC0011,5007,2020,01,06,23.3,1,Y
IDCJAC0011,5007,2020,01,07,24.9,1,Y
IDCJAC0011,5007,2020,01,08,23.5,1,Y
IDCJAC0011,5007,2020,01,09,22.3,1,Y
IDCJAC0011,5007,2020,01,10,21.7,1,Y
IDCJAC0011,5007,2020,01,11,27.1,1,Y
IDCJAC0011,5007,2020,01,12,25.2,1,Y
IDCJAC0011,5007,2020,01,13,27.4,1,Y
IDCJAC0011,5007,2020,01,14,28.4,1,Y
IDCJAC0011,5007,2020,01,15,27.6,1,Y
IDCJAC0011,5007,2020,01,16,25.9,1,Y
IDCJAC0011,5007,2020,01,17,25.4,1,Y
IDCJAC0011,5007,2020,01,18,25.3,1,Y
IDCJAC0011,5007,2020,01,19,25.0,1,Y
IDCJAC0011,5007,2020,01,20,24.3,1,Y
IDCJAC0011,5007,2020,01,21,21.7,1,Y
IDCJAC0011,5007,2020,01,22,21.1,1,Y
IDCJAC0011,5007,2020,01,23,20.9,1,Y
IDCJAC0011,5007,2020,01,24,24.2,1,Y
IDCJAC0011,5007,2020,01,25,26.5,1,Y
IDCJAC0011,5007,2020,01,26,27.3,1,Y
IDCJAC0011,5007,2020,01,27,23.2,1,Y
IDCJAC0011,5007,2020,01,28,23.9,1,Y
IDCJAC0011,5007,2020,01,29,24.0,1,Y
IDCJAC0011,5007,2020,01,30,21.2,1,Y
IDCJAC0011,5007,2020,01,31,19.8,1,Y
IDCJAC0011,5007,2020,02,01,20.0,1,Y
IDCJAC0011,5007,2020,02,02,22.2,1,Y
IDCJAC0011,5007,2020,02,03,21.7,1,Y
IDCJAC0011,5007,2020,02,04,23.6,1,Y
IDCJAC0011,5007,2020,02,05,25.2,1,Y
IDCJAC0011,5007,2020,02,06,23.7,1,Y
IDCJAC0011,5007,2020,02,07,24.5,1,Y
IDCJAC0011,5007,2020,02,08,25.7,1,Y
IDCJAC0011,5007,2020,02,09,24.5,1,Y
IDCJAC0011,5007,2020,02,10,23.8,1,Y
IDCJAC0011,5007,2020,02,11,23.1,1,Y
IDCJAC0011,5007,2020,02,12,20.5,1,Y
IDCJAC0011,5007,2020,02,13,21.4,1,Y
IDCJAC0011,5007,2020,02,14,20.9,1,Y
IDCJAC0011,5007,2020,02,15,22.2,1,Y
IDCJAC0011,5007,2020,02,16,22.5,1,Y
IDCJAC0011,5007,2020,02,17,22.3,1,Y
IDCJAC0011,5007,2020,02,18,22.7,1,Y
IDCJAC0011,5007,2020,02,19,23.7,1,Y
IDCJAC0011,5007,2020,02,20,24.8,1,Y
IDCJAC0011,5007,2020,02,21,25.7,1,Y
IDCJAC0011,5007,2020,02,22,22.5,1,Y
IDCJAC0011,5007,2020,02,23,20.8,1,Y
IDCJAC0011,5007,2020,02,24,21.3,1,Y
IDCJAC0011,5007,2020,02,25,23.5,1,Y
IDCJAC0011,5007,2020,02,26,24.5,1,Y
IDCJAC0011,5007,2020,02,27,24.6,1,Y
IDCJAC0011,5007,2020,02,28,23.9,1,Y
IDCJAC0011,5007,2020,02,29,24.3,1,Y
IDCJAC0011,5007,2020,03,01,24.4,1,Y
IDCJAC0011,5007,2020,03,02,25.4,1,Y
IDCJAC0011,5007,2020,03,03,24.8,1,Y
IDCJAC0011,5007,2020,03,04,24.7,1,Y
IDCJAC0011,5007,2020,03,05,22.5,1,Y
IDCJAC0011,5007,2020,03,06,23.0,1,Y
IDCJAC0011,5007,2020,03,07,24.5,1,Y
IDCJAC0011,5007,2020,03,08,23.0,1,Y
IDCJAC0011,5007,2020,03,09,21.7,1,Y
IDCJAC0011,5007,2020,03,10,21.7,1,Y
IDCJAC0011,5007,2020,03,11,21.4,1,Y
IDCJAC0011,5007,2020,03,12,22.2,1,Y
IDCJAC0011,5007,2020,03,13,23.0,1,Y
IDCJAC0011,5007,2020,03,14,23.5,1,Y
IDCJAC0011,5007,2020,03,15,24.1,1,Y
IDCJAC0011,5007,2020,03,16,23.4,1,Y
IDCJAC0011,5007,2020,03,17,22.8,1,Y
IDCJAC0011,5007,2020,03,18,20.7,1,Y
IDCJAC0011,5007,2020,03,19,24.1,1,Y
IDCJAC0011,5007,2020,03,20,25.0,1,Y
IDCJAC0011,5007,2020,03,21,25.5,1,Y
IDCJAC0011,5007,2020,03,22,25.3,1,Y
IDCJAC0011,5007,2020,03,23,24.6,1,Y
IDCJAC0011,5007,2020,03,24,24.2,1,Y
IDCJAC0011,5007,2020,03,25,24.0,1,Y
IDCJAC0011,5007,2020,03,26,25.2,1,Y
IDCJAC0011,5007,2020,03,27,25.1,1,Y
IDCJAC0011,5007,2020,03,28,23.5,1,Y
IDCJAC0011,5007,2020,03,29,22.1,1,Y
IDCJAC0011,5007,2020,03,30,20.9,1,Y
IDCJAC0011,5007,2020,03,31,19.1,1,Y
IDCJAC0011,5007,2020,04,01,18.6,1,Y
IDCJAC0011,5007,2020,04,02,18.5,1,Y
IDCJAC0011,5007,2020,04,03,19.9,1,Y
IDCJAC0011,5007,2020,04,04,21.4,1,Y
IDCJAC0011,5007,2020,04,05,24.3,1,Y
IDCJAC0011,5007,2020,04,06,22.1,1,Y
IDCJAC0011,5007,2020,04,07,22.0,1,Y
IDCJAC0011,5007,2020,04,08,22.0,1,Y
IDCJAC0011,5007,2020,04,09,23.2,1,Y
IDCJAC0011,5007,2020,04,10,23.1,1,Y
IDCJAC0011,5007,2020,04,11,23.9,1,Y
IDCJAC0011,5007,2020,04,12,22.5,1,Y
IDCJAC0011,5007,2020,04,13,22.5,1,Y
IDCJAC0011,5007,2020,04,14,25.2,1,Y
IDCJAC0011,5007,2020,04,15,23.7,1,Y
IDCJAC0011,5007,2020,04,16,23.2,1,Y
