Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,39083,2020,01,01,23.3,1,Y
IDCJAC0011,39083,2020,01,02,24.0,1,Y
IDCJAC0011,39083,2020,01,03,24.2,1,Y
IDCJAC0011,39083,2020,01,04,22.2,1,Y
IDCJAC0011,39083,2020,01,05,21.4,1,Y
IDCJAC0011,39083,2020,01,06,23.2,1,Y
IDCJAC0011,39083,2020,01,07,23.1,1,Y
IDCJAC0011,39083,2020,01,08,22.3,1,Y
IDCJAC0011,39083,2020,01,09,22.9,1,Y
IDCJAC0011,39083,2020,01,10,23.2,1,Y
IDCJAC0011,39083,2020,01,11,22.3,1,Y
IDCJAC0011,39083,2020,01,12,25.3,1,Y
IDCJAC0011,39083,2020,01,13,24.1,1,Y
IDCJAC0011,39083,2020,01,14,23.3,1,Y
IDCJAC0011,39083,2020,01,15,24.5,1,Y
IDCJAC0011,39083,2020,01,16,25.4,1,Y
IDCJAC0011,39083,2020,01,17,20.7,1,Y
IDCJAC0011,39083,2020,01,18,21.2,1,Y
IDCJAC0011,39083,2020,01,19,24.0,1,Y
IDCJAC0011,39083,2020,01,20,25.3,1,Y
IDCJAC0011,39083,2020,01,21,27.4,1,Y
IDCJAC0011,39083,2020,01,22,26.8,1,Y
IDCJAC0011,39083,2020,01,23,26.5,1,Y
IDCJAC0011,39083,2020,01,24,27.3,1,Y
IDCJAC0011,39083,2020,01,25,25.1,1,Y
IDCJAC0011,39083,2020,01,26,25.3,1,Y
IDCJAC0011,39083,2020,01,27,24.3,1,Y
IDCJAC0011,39083,2020,01,28,25.1,1,Y
IDCJAC0011,39083,2020,01,29,24.6,1,Y
IDCJAC0011,39083,2020,01,30,24.1,1,Y
IDCJAC0011,39083,2020,01,31,24.7,1,Y
IDCJAC0011,39083,2020,02,01,23.3,1,Y
IDCJAC0011,39083,2020,02,02,23.7,1,Y
IDCJAC0011,39083,2020,02,03,21.6,1,Y
IDCJAC0011,39083,2020,02,04,25.2,1,Y
IDCJAC0011,39083,2020,02,05,24.7,1,Y
IDCJAC0011,39083,2020,02,06,23.4,1,Y
IDCJAC0011,39083,2020,02,07,23.6,1,Y
IDCJAC0011,39083,2020,02,08,24.9,1,Y
IDCJAC0011,39083,2020,02,09,21.5,1,Y
IDCJAC0011,39083,2020,02,10,23.4,1,Y
IDCJAC0011,39083,2020,02,11,23.1,1,Y
IDCJAC0011,39083,2020,02,12,22.6,1,Y
IDCJAC0011,39083,2020,02,13,22.3,1,Y
IDCJAC0011,39083,2020,02,14,23.8,1,Y
IDCJAC0011,39083,2020,02,15,24.6,1,Y
IDCJAC0011,39083,2020,02,16,25.4,1,Y
IDCJAC0011,39083,2020,02,17,25.5,1,Y
IDCJAC0011,39083,2020,02,18,25.7,1,Y
IDCJAC0011,39083,2020,02,19,25.1,1,Y
IDCJAC0011,39083,2020,02,20,25.1,1,Y
IDCJAC0011,39083,2020,02,21,26.0,1,Y
IDCJAC0011,39083,2020,02,22,22.7,1,Y
IDCJAC0011,39083,2020,02,23,23.8,1,Y
IDCJAC0011,39083,2020,02,24,22.5,1,Y
IDCJAC0011,39083,2020,02,25,23.2,1,Y
IDCJAC0011,39083,2020,02,26,24.0,1,Y
IDCJAC0011,39083,2020,02,27,24.8,1,Y
IDCJAC0011,39083,2020,02,28,23.6,1,Y
IDCJAC0011,39083,2020,02,29,24.3,1,Y
IDCJAC0011,39083,2020,03,01,23.0,1,Y
IDCJAC0011,39083,2020,03,02,23.2,1,Y
IDCJAC0011,39083,2020,03,03,23.8,1,Y
IDCJAC0011,39083,2020,03,04,24.8,1,Y
IDCJAC0011,39083,2020,03,05,23.9,1,Y
IDCJAC0011,39083,2020,03,06,23.0,1,Y
IDCJAC0011,39083,2020,03,07,24.3,1,Y
