Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,26021,2020,01,01,24.3,1,Y
IDCJAC0010,26021,2020,01,02,25.9,1,Y
IDCJAC0010,26021,2020,01,03,38.7,1,Y
IDCJAC0010,26021,2020,01,04,17.2,1,Y
IDCJAC0010,26021,2020,01,05,19.8,1,Y
IDCJAC0010,26021,2020,01,06,24.5,1,Y
IDCJAC0010,26021,2020,01,07,27.7,1,Y
IDCJAC0010,26021,2020,01,08,32.7,1,Y
IDCJAC0010,26021,2020,01,09,38.3,1,Y
IDCJAC0010,26021,2020,01,10,19.5,1,Y
IDCJAC0010,26021,2020,01,11,20.8,1,Y
IDCJAC0010,26021,2020,01,12,24.6,1,Y
IDCJAC0010,26021,2020,01,13,31.1,1,Y
IDCJAC0010,26021,2020,01,14,28.9,1,Y
IDCJAC0010,26021,2020,01,15,23.2,1,Y
IDCJAC0010,26021,2020,01,16,21.0,1,Y
IDCJAC0010,26021,2020,01,17,22.2,1,Y
IDCJAC0010,26021,2020,01,18,25.7,1,Y
IDCJAC0010,26021,2020,01,19,24.3,1,Y
IDCJAC0010,26021,2020,01,20,21.4,1,Y
IDCJAC0010,26021,2020,01,21,25.5,1,Y
IDCJAC0010,26021,2020,01,22,25.4,1,Y
IDCJAC0010,26021,2020,01,23,18.4,1,Y
IDCJAC0010,26021,2020,01,24,23.5,1,Y
IDCJAC0010,26021,2020,01,25,24.5,1,Y
IDCJAC0010,26021,2020,01,26,22.8,1,Y
IDCJAC0010,26021,2020,01,27,24.0,1,Y
IDCJAC0010,26021,2020,01,28,24.4,1,Y
IDCJAC0010,26021,2020,01,29,36.1,1,Y
IDCJAC0010,26021,2020,01,30,42.1,1,Y
IDCJAC0010,26021,2020,01,31,37.3,1,Y
IDCJAC0010,26021,2020,02,01,20.0,1,N
IDCJAC0010,26021,2020,02,02,20.6,1,N
IDCJAC0010,26021,2020,02,03,19.8,1,N
IDCJAC0010,26021,2020,02,04,21.2,1,N
IDCJAC0010,26021,2020,02,05,22.7,1,N
IDCJAC0010,26021,2020,02,06,27.0,1,N
IDCJAC0010,26021,2020,02,07,30.0,1,N
IDCJAC0010,26021,2020,02,08,29.6,1,N
IDCJAC0010,26021,2020,02,09,31.1,1,N
IDCJAC0010,26021,2020,02,10,30.1,1,N
IDCJAC0010,26021,2020,02,11,21.9,1,N
IDCJAC0010,26021,2020,02,12,20.8,1,N
IDCJAC0010,26021,2020,02,13,31.3,1,N
IDCJAC0010,26021,2020,02,14,27.6,1,N
IDCJAC0010,26021,2020,02,15,18.1,1,N
IDCJAC0010,26021,2020,02,16,21.6,1,N
IDCJAC0010,26021,2020,02,17,26.8,1,N
IDCJAC0010,26021,2020,02,18,20.5,1,N
IDCJAC0010,26021,2020,02,19,19.7,1,Y
IDCJAC0010,26021,2020,02,20,19.0,1,N
IDCJAC0010,26021,2020,02,21,21.3,1,N
IDCJAC0010,26021,2020,02,22,22.6,1,N
IDCJAC0010,26021,2020,02,23,28.5,1,N
IDCJAC0010,26021,2020,02,24,26.2,1,N
IDCJAC0010,26021,2020,02,25,24.0,1,N
IDCJAC0010,26021,2020,02,26,18.9,1,N
IDCJAC0010,26021,2020,02,27,19.0,1,N
IDCJAC0010,26021,2020,02,28,20.3,1,N
IDCJAC0010,26021,2020,02,29,22.4,1,N
IDCJAC0010,26021,2020,03,01,25.3,1,Y
IDCJAC0010,26021,2020,03,02,18.7,1,Y
IDCJAC0010,26021,2020,03,03,21.0,1,Y
IDCJAC0010,26021,2020,03,04,24.1,1,Y
IDCJAC0010,26021,2020,03,05,20.9,1,Y
IDCJAC0010,26021,2020,03,06,20.7,1,Y
IDCJAC0010,26021,2020,03,07,21.0,1,Y
IDCJAC0010,26021,2020,03,08,21.6,1,Y
IDCJAC0010,26021,2020,03,09,21.4,1,Y
IDCJAC0010,26021,2020,03,10,25.4,1,Y
IDCJAC0010,26021,2020,03,11,33.7,1,Y
IDCJAC0010,26021,2020,03,12,33.5,1,Y
IDCJAC0010,26021,2020,03,13,19.1,1,Y
IDCJAC0010,26021,2020,03,14,19.7,1,Y
IDCJAC0010,26021,2020,03,15,20.5,1,Y
IDCJAC0010,26021,2020,03,16,26.2,1,Y
IDCJAC0010,26021,2020,03,17,32.0,1,Y
IDCJAC0010,26021,2020,03,18,30.2,1,Y
IDCJAC0010,26021,2020,03,19,30.4,1,Y
IDCJAC0010,26021,2020,03,20,19.4,1,Y
IDCJAC0010,26021,2020,03,21,19.7,1,Y
IDCJAC0010,26021,2020,03,22,19.0,1,Y
IDCJAC0010,26021,2020,03,23,18.3,1,Y
IDCJAC0010,26021,2020,03,24,19.3,1,Y
IDCJAC0010,26021,2020,03,25,18.8,1,Y
IDCJAC0010,26021,2020,03,26,21.5,1,Y
IDCJAC0010,26021,2020,03,27,27.0,1,Y
IDCJAC0010,26021,2020,03,28,31.2,1,Y
IDCJAC0010,26021,2020,03,29,23.9,1,Y
IDCJAC0010,26021,2020,03,30,21.9,1,Y
IDCJAC0010,26021,2020,03,31,22.2,1,Y
IDCJAC0010,26021,2020,04,01,22.6,1,N
IDCJAC0010,26021,2020,04,02,23.5,1,N
IDCJAC0010,26021,2020,04,03,25.6,1,N
IDCJAC0010,26021,2020,04,04,14.4,1,N
IDCJAC0010,26021,2020,04,05,17.7,1,N
IDCJAC0010,26021,2020,04,06,16.1,1,N
IDCJAC0010,26021,2020,04,07,15.3,1,Y
IDCJAC0010,26021,2020,04,08,18.6,1,N
IDCJAC0010,26021,2020,04,09,23.3,1,N
IDCJAC0010,26021,2020,04,10,20.0,1,N
IDCJAC0010,26021,2020,04,11,15.8,1,N
IDCJAC0010,26021,2020,04,12,14.6,1,N
IDCJAC0010,26021,2020,04,13,20.5,1,N
IDCJAC0010,26021,2020,04,14,27.0,1,N
IDCJAC0010,26021,2020,04,15,27.2,1,N
IDCJAC0010,26021,2020,04,16,17.9,1,N
IDCJAC0010,26021,2020,04,17,15.9,1,N
IDCJAC0010,26021,2020,04,18,17.5,1,N
IDCJAC0010,26021,2020,04,19,18.2,1,N
IDCJAC0010,26021,2020,04,20,18.2,1,N
IDCJAC0010,26021,2020,04,21,18.9,1,N
IDCJAC0010,26021,2020,04,22,16.2,1,N
IDCJAC0010,26021,2020,04,23,18.9,1,N
IDCJAC0010,26021,2020,04,24,19.0,1,N
IDCJAC0010,26021,2020,04,25,20.6,1,N
IDCJAC0010,26021,2020,04,26,17.2,1,N
IDCJAC0010,26021,2020,04,27,16.4,1,N
IDCJAC0010,26021,2020,04,28,18.4,1,N
IDCJAC0010,26021,2020,04,29,14.2,1,N
IDCJAC0010,26021,2020,04,30,13.0,1,N
IDCJAC0010,26021,2020,05,01,12.0,1,Y
IDCJAC0010,26021,2020,05,02,12.9,1,Y
IDCJAC0010,26021,2020,05,03,13.0,1,Y
IDCJAC0010,26021,2020,05,04,13.7,1,Y
IDCJAC0010,26021,2020,05,05,17.7,1,Y
IDCJAC0010,26021,2020,05,06,18.9,1,Y
IDCJAC0010,26021,2020,05,07,19.9,1,Y
IDCJAC0010,26021,2020,05,08,18.6,1,Y
IDCJAC0010,26021,2020,05,09,13.1,1,Y
IDCJAC0010,26021,2020,05,10,15.6,1,Y
IDCJAC0010,26021,2020,05,11,17.2,1,Y
IDCJAC0010,26021,2020,05,12,16.8,1,Y
IDCJAC0010,26021,2020,05,13,14.5,1,Y
IDCJAC0010,26021,2020,05,14,13.0,1,Y
IDCJAC0010,26021,2020,05,15,14.6,1,Y
IDCJAC0010,26021,2020,05,16,16.3,1,Y
IDCJAC0010,26021,2020,05,17,17.7,1,Y
IDCJAC0010,26021,2020,05,18,18.4,1,Y
IDCJAC0010,26021,2020,05,19,20.9,1,Y
IDCJAC0010,26021,2020,05,20,14.0,1,Y
IDCJAC0010,26021,2020,05,21,13.2,1,Y
IDCJAC0010,26021,2020,05,22,15.8,1,Y
IDCJAC0010,26021,2020,05,23,13.5,1,Y
IDCJAC0010,26021,2020,05,24,12.5,1,Y
IDCJAC0010,26021,2020,05,25,13.9,1,Y
IDCJAC0010,26021,2020,05,26,15.8,1,Y
IDCJAC0010,26021,2020,05,27,16.8,1,Y
IDCJAC0010,26021,2020,05,28,16.0,1,Y
IDCJAC0010,26021,2020,05,29,16.5,1,Y
IDCJAC0010,26021,2020,05,30,18.0,1,Y
IDCJAC0010,26021,2020,05,31,13.6,1,Y
IDCJAC0010,26021,2020,06,01,11.4,1,Y
IDCJAC0010,26021,2020,06,02,14.8,1,Y
IDCJAC0010,26021,2020,06,03,14.5,1,Y
IDCJAC0010,26021,2020,06,04,13.8,1,Y
IDCJAC0010,26021,2020,06,05,13.7,1,Y
IDCJAC0010,26021,2020,06,06,11.7,1,Y
IDCJAC0010,26021,2020,06,07,12.9,1,Y
IDCJAC0010,26021,2020,06,08,12.2,1,Y
IDCJAC0010,26021,2020,06,09,11.6,1,Y
IDCJAC0010,26021,2020,06,10,13.6,1,Y
IDCJAC0010,26021,2020,06,11,15.5,1,Y
IDCJAC0010,26021,2020,06,12,15.6,1,Y
IDCJAC0010,26021,2020,06,13,14.5,1,Y
IDCJAC0010,26021,2020,06,14,14.1,1,Y
IDCJAC0010,26021,2020,06,15,16.5,1,Y
IDCJAC0010,26021,2020,06,16,15.4,1,Y
IDCJAC0010,26021,2020,06,17,14.6,1,Y
IDCJAC0010,26021,2020,06,18,16.0,1,Y
IDCJAC0010,26021,2020,06,19,15.8,1,Y
IDCJAC0010,26021,2020,06,20,12.3,1,Y
IDCJAC0010,26021,2020,06,21,14.4,1,Y
IDCJAC0010,26021,2020,06,22,12.6,1,Y
