Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,26021,2020,04,15,13.5,1,N
IDCJAC0011,26021,2020,04,16,12.4,1,N
IDCJAC0011,26021,2020,04,17,9.0,1,N
IDCJAC0011,26021,2020,04,18,9.8,1,N
IDCJAC0011,26021,2020,04,19,5.7,1,N
IDCJAC0011,26021,2020,04,20,10.5,1,N
IDCJAC0011,26021,2020,04,21,8.0,1,N
IDCJAC0011,26021,2020,04,22,9.5,1,N
IDCJAC0011,26021,2020,04,23,9.5,1,N
IDCJAC0011,26021,2020,04,24,9.0,1,N
IDCJAC0011,26021,2020,04,25,10.5,1,N
IDCJAC0011,26021,2020,04,26,12.4,1,N
IDCJAC0011,26021,2020,04,27,8.3,1,N
IDCJAC0011,26021,2020,04,28,5.6,1,N
IDCJAC0011,26021,2020,04,29,10.5,1,N
IDCJAC0011,26021,2020,04,30,4.7,1,N
IDCJAC0011,26021,2020,05,01,7.8,1,Y
IDCJAC0011,26021,2020,05,02,9.0,1,Y
IDCJAC0011,26021,2020,05,03,9.4,1,Y
IDCJAC0011,26021,2020,05,04,8.3,1,Y
IDCJAC0011,26021,2020,05,05,4.8,1,Y
IDCJAC0011,26021,2020,05,06,8.8,1,Y
IDCJAC0011,26021,2020,05,07,11.7,1,Y
IDCJAC0011,26021,2020,05,08,10.1,1,Y
IDCJAC0011,26021,2020,05,09,6.5,1,Y
IDCJAC0011,26021,2020,05,10,4.1,1,Y
IDCJAC0011,26021,2020,05,11,6.8,1,Y
IDCJAC0011,26021,2020,05,12,9.1,1,Y
IDCJAC0011,26021,2020,05,13,4.0,1,Y
IDCJAC0011,26021,2020,05,14,4.0,1,Y
IDCJAC0011,26021,2020,05,15,8.6,1,Y
IDCJAC0011,26021,2020,05,16,1.2,1,Y
IDCJAC0011,26021,2020,05,17,0.9,1,Y
IDCJAC0011,26021,2020,05,18,3.6,1,Y
IDCJAC0011,26021,2020,05,19,9.9,1,Y
IDCJAC0011,26021,2020,05,20,4.8,1,Y
IDCJAC0011,26021,2020,05,21,6.0,1,Y
IDCJAC0011,26021,2020,05,22,7.6,1,Y
IDCJAC0011,26021,2020,05,23,9.8,1,Y
IDCJAC0011,26021,2020,05,24,7.5,1,Y
IDCJAC0011,26021,2020,05,25,4.2,1,Y
IDCJAC0011,26021,2020,05,26,3.8,1,Y
IDCJAC0011,26021,2020,05,27,7.9,1,Y
IDCJAC0011,26021,2020,05,28,8.5,1,Y
IDCJAC0011,26021,2020,05,29,6.8,1,Y
IDCJAC0011,26021,2020,05,30,8.8,1,Y
IDCJAC0011,26021,2020,05,31,7.2,1,Y
IDCJAC0011,26021,2020,06,01,6.3,1,Y
IDCJAC0011,26021,2020,06,02,6.7,1,Y
IDCJAC0011,26021,2020,06,03,9.7,1,Y
IDCJAC0011,26021,2020,06,04,-0.1,1,Y
IDCJAC0011,26021,2020,06,05,-0.8,1,Y
IDCJAC0011,26021,2020,06,06,5.4,1,Y
IDCJAC0011,26021,2020,06,07,6.4,1,Y
IDCJAC0011,26021,2020,06,08,1.2,1,Y
IDCJAC0011,26021,2020,06,09,-0.3,1,Y
IDCJAC0011,26021,2020,06,10,-1.4,1,Y
IDCJAC0011,26021,2020,06,11,4.2,1,Y
IDCJAC0011,26021,2020,06,12,2.3,1,Y
IDCJAC0011,26021,2020,06,13,6.4,1,Y
IDCJAC0011,26021,2020,06,14,5.7,1,Y
IDCJAC0011,26021,2020,06,15,9.2,1,Y
IDCJAC0011,26021,2020,06,16,10.8,1,Y
IDCJAC0011,26021,2020,06,17,5.3,1,Y
IDCJAC0011,26021,2020,06,18,5.2,1,Y
IDCJAC0011,26021,2020,06,19,8.4,1,Y
IDCJAC0011,26021,2020,06,20,7.6,1,Y
IDCJAC0011,26021,2020,06,21,6.7,1,Y
IDCJAC0011,26021,2020,06,22,5.0,1,Y
IDCJAC0011,26021,2020,06,23,9.2,1,Y
IDCJAC0011,26021,2020,06,24,9.3,1,Y
IDCJAC0011,26021,2020,06,25,7.2,1,Y
IDCJAC0011,26021,2020,06,26,2.2,1,Y
IDCJAC0011,26021,2020,06,27,4.1,1,Y
IDCJAC0011,26021,2020,06,28,2.7,1,Y
IDCJAC0011,26021,2020,06,29,0.9,1,Y
IDCJAC0011,26021,2020,06,30,5.9,1,Y
IDCJAC0011,26021,2020,07,01,5.6,1,Y
IDCJAC0011,26021,2020,07,02,5.0,1,Y
IDCJAC0011,26021,2020,07,03,5.6,1,Y
IDCJAC0011,26021,2020,07,04,4.9,1,Y
IDCJAC0011,26021,2020,07,05,6.7,1,Y
IDCJAC0011,26021,2020,07,06,5.5,1,Y
IDCJAC0011,26021,2020,07,07,7.8,1,Y
IDCJAC0011,26021,2020,07,08,1.5,1,Y
IDCJAC0011,26021,2020,07,09,5.0,1,Y
IDCJAC0011,26021,2020,07,10,3.1,1,Y
IDCJAC0011,26021,2020,07,11,6.4,1,Y
IDCJAC0011,26021,2020,07,12,4.5,1,Y
IDCJAC0011,26021,2020,07,13,3.0,1,Y
IDCJAC0011,26021,2020,07,14,1.8,1,Y
IDCJAC0011,26021,2020,07,15,-0.6,1,Y
IDCJAC0011,26021,2020,07,16,1.1,1,Y
IDCJAC0011,26021,2020,07,17,0.0,1,Y
IDCJAC0011,26021,2020,07,18,6.3,1,Y
IDCJAC0011,26021,2020,07,19,7.6,1,Y
IDCJAC0011,26021,2020,07,20,6.6,1,Y
IDCJAC0011,26021,2020,07,21,4.8,1,Y
IDCJAC0011,26021,2020,07,22,6.7,1,Y
IDCJAC0011,26021,2020,07,23,6.1,1,Y
IDCJAC0011,26021,2020,07,24,1.7,1,Y
IDCJAC0011,26021,2020,07,25,2.1,1,Y
IDCJAC0011,26021,2020,07,26,-0.9,1,Y
IDCJAC0011,26021,2020,07,27,4.6,1,Y
IDCJAC0011,26021,2020,07,28,0.2,1,Y
IDCJAC0011,26021,2020,07,29,2.5,1,Y
IDCJAC0011,26021,2020,07,30,2.3,1,Y
IDCJAC0011,26021,2020,07,31,2.8,1,Y
IDCJAC0011,26021,2020,08,01,7.4,1,N
IDCJAC0011,26021,2020,08,02,6.7,1,N
IDCJAC0011,26021,2020,08,03,4.1,1,N
IDCJAC0011,26021,2020,08,04,2.5,1,N
IDCJAC0011,26021,2020,08,05,0.3,1,N
IDCJAC0011,26021,2020,08,06,0.9,1,N
IDCJAC0011,26021,2020,08,07,4.3,1,N
IDCJAC0011,26021,2020,08,08,8.0,1,N
IDCJAC0011,26021,2020,08,09,9.4,1,N
IDCJAC0011,26021,2020,08,10,2.2,1,N
IDCJAC0011,26021,2020,08,11,8.7,1,N
IDCJAC0011,26021,2020,08,12,9.3,1,N
IDCJAC0011,26021,2020,08,13,9.8,1,N
IDCJAC0011,26021,2020,08,14,8.0,1,N
IDCJAC0011,26021,2020,08,15,6.4,1,N
IDCJAC0011,26021,2020,08,16,4.3,1,N
IDCJAC0011,26021,2020,08,17,1.1,1,N
IDCJAC0011,26021,2020,08,18,7.3,1,N
IDCJAC0011,26021,2020,08,19,7.3,1,N
IDCJAC0011,26021,2020,08,20,5.1,1,N
IDCJAC0011,26021,2020,08,21,4.3,1,N
IDCJAC0011,26021,2020,08,22,5.5,1,N
IDCJAC0011,26021,2020,08,23,5.3,1,N
IDCJAC0011,26021,2020,08,24,2.3,1,N
IDCJAC0011,26021,2020,08,25,2.0,1,N
IDCJAC0011,26021,2020,08,26,2.7,1,Y
IDCJAC0011,26021,2020,08,27,6.6,1,Y
IDCJAC0011,26021,2020,08,28,2.2,1,N
IDCJAC0011,26021,2020,08,29,5.1,1,N
IDCJAC0011,26021,2020,08,30,12.1,1,N
IDCJAC0011,26021,2020,08,31,2.4,1,N
IDCJAC0011,26021,2020,09,01,0.9,1,Y
IDCJAC0011,26021,2020,09,02,8.8,1,Y
IDCJAC0011,26021,2020,09,03,8.6,1,Y
IDCJAC0011,26021,2020,09,04,5.6,1,Y
IDCJAC0011,26021,2020,09,05,4.6,1,Y
IDCJAC0011,26021,2020,09,06,4.3,1,Y
IDCJAC0011,26021,2020,09,07,11.6,1,Y
IDCJAC0011,26021,2020,09,08,13.8,1,Y
IDCJAC0011,26021,2020,09,09,3.4,1,Y
IDCJAC0011,26021,2020,09,10,2.2,1,Y
IDCJAC0011,26021,2020,09,11,9.6,1,Y
IDCJAC0011,26021,2020,09,12,12.1,1,Y
IDCJAC0011,26021,2020,09,13,5.8,1,Y
IDCJAC0011,26021,2020,09,14,6.8,1,Y
IDCJAC0011,26021,2020,09,15,5.4,1,Y
IDCJAC0011,26021,2020,09,16,5.2,1,Y
IDCJAC0011,26021,2020,09,17,10.4,1,Y
IDCJAC0011,26021,2020,09,18,9.3,1,Y
IDCJAC0011,26021,2020,09,19,10.5,1,Y
IDCJAC0011,26021,2020,09,20,14.3,1,Y
IDCJAC0011,26021,2020,09,21,9.0,1,Y
IDCJAC0011,26021,2020,09,22,9.1,1,Y
IDCJAC0011,26021,2020,09,23,7.4,1,Y
IDCJAC0011,26021,2020,09,24,4.4,1,Y
IDCJAC0011,26021,2020,09,25,4.4,1,Y
IDCJAC0011,26021,2020,09,26,5.2,1,Y
IDCJAC0011,26021,2020,09,27,6.7,1,Y
IDCJAC0011,26021,2020,09,28,0.0,1,Y
IDCJAC0011,26021,2020,09,29,5.6,1,Y
IDCJAC0011,26021,2020,09,30,10.5,1,Y
IDCJAC0011,26021,2020,10,01,4.8,1,N
IDCJAC0011,26021,2020,10,02,9.8,1,N
IDCJAC0011,26021,2020,10,03,16.4,1,N
IDCJAC0011,26021,2020,10,04,12.2,1,N
IDCJAC0011,26021,2020,10,05,5.8,1,N
IDCJAC0011,26021,2020,10,06,3.6,1,N
IDCJAC0011,26021,2020,10,07,0.9,1,N
IDCJAC0011,26021,2020,10,08,10.1,1,N
IDCJAC0011,26021,2020,10,09,8.8,1,N
IDCJAC0011,26021,2020,10,10,7.1,1,N
IDCJAC0011,26021,2020,10,11,6.3,1,N
IDCJAC0011,26021,2020,10,12,7.7,1,N
IDCJAC0011,26021,2020,10,13,11.6,1,N
IDCJAC0011,26021,2020,10,14,4.3,1,N
IDCJAC0011,26021,2020,10,15,12.0,1,N
IDCJAC0011,26021,2020,10,16,3.5,1,N
IDCJAC0011,26021,2020,10,17,10.9,1,N
IDCJAC0011,26021,2020,10,18,7.5,1,N
IDCJAC0011,26021,2020,10,19,7.5,1,N
IDCJAC0011,26021,2020,10,20,1.7,1,N
IDCJAC0011,26021,2020,10,21,5.6,1,N
IDCJAC0011,26021,2020,10,22,4.6,1,N
IDCJAC0011,26021,2020,10,23,11.6,1,N
IDCJAC0011,26021,2020,10,24,8.0,1,N
IDCJAC0011,26021,2020,10,25,6.0,1,N
IDCJAC0011,26021,2020,10,26,3.1,1,N
IDCJAC0011,26021,2020,10,27,7.7,1,N
IDCJAC0011,26021,2020,10,28,6.1,1,N
IDCJAC0011,26021,2020,10,29,6.4,1,N
IDCJAC0011,26021,2020,10,30,8.7,1,N
IDCJAC0011,26021,2020,10,31,8.7,1,N
