Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,8051,2014,01,01,16.7,1,Y
IDCJAC0011,8051,2014,01,02,15.2,1,Y
IDCJAC0011,8051,2014,01,03,14.9,1,Y
IDCJAC0011,8051,2014,01,04,14.6,1,Y
IDCJAC0011,8051,2014,01,05,12.1,1,Y
IDCJAC0011,8051,2014,01,06,16.2,1,Y
IDCJAC0011,8051,2014,01,07,19.0,1,Y
IDCJAC0011,8051,2014,01,08,17.5,1,Y
IDCJAC0011,8051,2014,01,09,18.9,1,Y
IDCJAC0011,8051,2014,01,10,16.9,1,Y
IDCJAC0011,8051,2014,01,11,17.9,1,Y
IDCJAC0011,8051,2014,01,12,20.1,1,Y
IDCJAC0011,8051,2014,01,13,21.5,1,Y
IDCJAC0011,8051,2014,01,14,15.9,1,Y
IDCJAC0011,8051,2014,01,15,17.0,1,Y
IDCJAC0011,8051,2014,01,16,19.5,1,Y
IDCJAC0011,8051,2014,01,17,14.5,1,Y
IDCJAC0011,8051,2014,01,18,17.4,1,Y
IDCJAC0011,8051,2014,01,19,16.2,1,Y
IDCJAC0011,8051,2014,01,20,21.4,1,Y
IDCJAC0011,8051,2014,01,21,26.7,1,Y
IDCJAC0011,8051,2014,01,22,24.6,1,Y
IDCJAC0011,8051,2014,01,23,20.1,1,Y
IDCJAC0011,8051,2014,01,24,24.9,1,Y
IDCJAC0011,8051,2014,01,25,25.4,1,Y
IDCJAC0011,8051,2014,01,26,22.8,1,Y
IDCJAC0011,8051,2014,01,27,21.2,1,Y
IDCJAC0011,8051,2014,01,28,18.5,1,Y
IDCJAC0011,8051,2014,01,29,22.3,1,Y
IDCJAC0011,8051,2014,01,30,22.6,1,Y
IDCJAC0011,8051,2014,01,31,22.7,1,Y
IDCJAC0011,8051,2014,02,01,20.5,1,Y
IDCJAC0011,8051,2014,02,02,19.1,1,Y
IDCJAC0011,8051,2014,02,03,22.5,1,Y
IDCJAC0011,8051,2014,02,04,25.3,1,Y
IDCJAC0011,8051,2014,02,05,21.8,1,Y
IDCJAC0011,8051,2014,02,06,22.3,1,Y
IDCJAC0011,8051,2014,02,07,21.7,1,Y
IDCJAC0011,8051,2014,02,08,19.4,1,Y
IDCJAC0011,8051,2014,02,09,15.3,1,Y
IDCJAC0011,8051,2014,02,10,21.1,1,Y
IDCJAC0011,8051,2014,02,11,19.9,1,Y
IDCJAC0011,8051,2014,02,12,22.6,1,Y
IDCJAC0011,8051,2014,02,13,24.6,1,Y
IDCJAC0011,8051,2014,02,14,20.7,1,Y
IDCJAC0011,8051,2014,02,15,19.4,1,Y
IDCJAC0011,8051,2014,02,16,17.8,1,Y
IDCJAC0011,8051,2014,02,17,18.8,1,Y
IDCJAC0011,8051,2014,02,18,20.5,1,Y
IDCJAC0011,8051,2014,02,19,23.4,1,Y
IDCJAC0011,8051,2014,02,20,28.1,1,Y
IDCJAC0011,8051,2014,02,21,25.8,1,Y
IDCJAC0011,8051,2014,02,22,23.8,1,Y
IDCJAC0011,8051,2014,02,23,17.2,1,Y
IDCJAC0011,8051,2014,02,24,18.3,1,Y
IDCJAC0011,8051,2014,02,25,15.9,1,Y
IDCJAC0011,8051,2014,02,26,18.1,1,Y
IDCJAC0011,8051,2014,02,27,19.1,1,Y
IDCJAC0011,8051,2014,02,28,22.1,1,Y
IDCJAC0011,8051,2014,03,01,20.1,1,Y
IDCJAC0011,8051,2014,03,02,19.8,1,Y
IDCJAC0011,8051,2014,03,03,19.4,1,Y
IDCJAC0011,8051,2014,03,04,18.4,1,Y
IDCJAC0011,8051,2014,03,05,17.4,1,Y
IDCJAC0011,8051,2014,03,06,15.6,1,Y
IDCJAC0011,8051,2014,03,07,19.6,1,Y
IDCJAC0011,8051,2014,03,08,22.3,1,Y
IDCJAC0011,8051,2014,03,09,17.4,1,Y
IDCJAC0011,8051,2014,03,10,15.0,1,Y
IDCJAC0011,8051,2014,03,11,16.7,1,Y
IDCJAC0011,8051,2014,03,12,22.3,1,Y
IDCJAC0011,8051,2014,03,13,25.9,1,Y
IDCJAC0011,8051,2014,03,14,18.9,1,Y
IDCJAC0011,8051,2014,03,15,13.4,1,Y
IDCJAC0011,8051,2014,03,16,10.5,1,Y
IDCJAC0011,8051,2014,03,17,15.2,1,Y
IDCJAC0011,8051,2014,03,18,15.6,1,Y
IDCJAC0011,8051,2014,03,19,14.5,1,Y
IDCJAC0011,8051,2014,03,20,17.5,1,Y
IDCJAC0011,8051,2014,03,21,17.5,1,Y
IDCJAC0011,8051,2014,03,22,19.4,1,Y
IDCJAC0011,8051,2014,03,23,16.7,1,Y
IDCJAC0011,8051,2014,03,24,16.6,1,Y
IDCJAC0011,8051,2014,03,25,23.7,1,Y
IDCJAC0011,8051,2014,03,26,22.9,1,Y
IDCJAC0011,8051,2014,03,27,19.0,1,Y
IDCJAC0011,8051,2014,03,28,15.9,1,Y
IDCJAC0011,8051,2014,03,29,19.1,1,Y
IDCJAC0011,8051,2014,03,30,16.9,1,Y
IDCJAC0011,8051,2014,03,31,11.4,1,Y
IDCJAC0011,8051,2014,04,01,15.3,1,Y
IDCJAC0011,8051,2014,04,02,10.9,1,Y
IDCJAC0011,8051,2014,04,03,13.0,1,Y
IDCJAC0011,8051,2014,04,04,14.0,1,Y
IDCJAC0011,8051,2014,04,05,15.6,1,Y
IDCJAC0011,8051,2014,04,06,16.4,1,Y
IDCJAC0011,8051,2014,04,07,14.6,1,Y
IDCJAC0011,8051,2014,04,08,12.8,1,Y
IDCJAC0011,8051,2014,04,09,14.1,1,Y
IDCJAC0011,8051,2014,04,10,17.6,1,Y
IDCJAC0011,8051,2014,04,11,18.8,1,Y
IDCJAC0011,8051,2014,04,12,16.5,1,Y
IDCJAC0011,8051,2014,04,13,17.0,1,Y
IDCJAC0011,8051,2014,04,14,16.3,1,Y
IDCJAC0011,8051,2014,04,15,13.9,1,Y
IDCJAC0011,8051,2014,04,16,11.7,1,Y
IDCJAC0011,8051,2014,04,17,12.7,1,Y
IDCJAC0011,8051,2014,04,18,13.0,1,Y
IDCJAC0011,8051,2014,04,19,13.2,1,Y
IDCJAC0011,8051,2014,04,20,14.1,1,Y
IDCJAC0011,8051,2014,04,21,13.1,1,Y
IDCJAC0011,8051,2014,04,22,10.6,1,Y
IDCJAC0011,8051,2014,04,23,14.5,1,Y
IDCJAC0011,8051,2014,04,24,14.3,1,Y
IDCJAC0011,8051,2014,04,25,16.9,1,Y
IDCJAC0011,8051,2014,04,26,17.5,1,Y
IDCJAC0011,8051,2014,04,27,19.5,1,Y
IDCJAC0011,8051,2014,04,28,17.3,1,Y
IDCJAC0011,8051,2014,04,29,10.7,1,Y
IDCJAC0011,8051,2014,04,30,9.3,1,Y
IDCJAC0011,8051,2014,05,01,9.5,1,Y
IDCJAC0011,8051,2014,05,02,12.9,1,Y
IDCJAC0011,8051,2014,05,03,10.3,1,Y
IDCJAC0011,8051,2014,05,04,14.4,1,Y
IDCJAC0011,8051,2014,05,05,13.9,1,Y
IDCJAC0011,8051,2014,05,06,16.4,1,Y
IDCJAC0011,8051,2014,05,07,18.1,1,Y
IDCJAC0011,8051,2014,05,08,16.5,1,Y
IDCJAC0011,8051,2014,05,09,14.7,1,Y
IDCJAC0011,8051,2014,05,10,13.1,1,Y
IDCJAC0011,8051,2014,05,11,12.9,1,Y
IDCJAC0011,8051,2014,05,12,12.1,1,Y
IDCJAC0011,8051,2014,05,13,11.2,1,Y
IDCJAC0011,8051,2014,05,14,12.1,1,Y
IDCJAC0011,8051,2014,05,15,11.6,1,Y
IDCJAC0011,8051,2014,05,16,12.4,1,Y
IDCJAC0011,8051,2014,05,17,12.1,1,Y
IDCJAC0011,8051,2014,05,18,12.5,1,Y
IDCJAC0011,8051,2014,05,19,12.0,1,Y
IDCJAC0011,8051,2014,05,20,12.2,1,Y
IDCJAC0011,8051,2014,05,21,13.1,1,Y
IDCJAC0011,8051,2014,05,22,13.8,1,Y
IDCJAC0011,8051,2014,05,23,15.3,1,Y
IDCJAC0011,8051,2014,05,24,16.8,1,Y
IDCJAC0011,8051,2014,05,25,15.0,1,Y
IDCJAC0011,8051,2014,05,26,15.0,1,Y
IDCJAC0011,8051,2014,05,27,13.5,1,Y
IDCJAC0011,8051,2014,05,28,14.4,1,Y
IDCJAC0011,8051,2014,05,29,9.9,1,Y
IDCJAC0011,8051,2014,05,30,9.1,1,Y
IDCJAC0011,8051,2014,05,31,7.5,1,Y
IDCJAC0011,8051,2014,06,01,10.5,1,Y
IDCJAC0011,8051,2014,06,02,11.9,1,Y
IDCJAC0011,8051,2014,06,03,8.5,1,Y
IDCJAC0011,8051,2014,06,04,10.2,1,Y
IDCJAC0011,8051,2014,06,05,8.7,1,Y
IDCJAC0011,8051,2014,06,06,9.0,1,Y
IDCJAC0011,8051,2014,06,07,12.0,1,Y
IDCJAC0011,8051,2014,06,08,13.6,1,Y
IDCJAC0011,8051,2014,06,09,13.0,1,Y
IDCJAC0011,8051,2014,06,10,15.4,1,Y
IDCJAC0011,8051,2014,06,11,6.7,1,Y
IDCJAC0011,8051,2014,06,12,5.5,1,Y
IDCJAC0011,8051,2014,06,13,5.4,1,Y
IDCJAC0011,8051,2014,06,14,5.9,1,Y
IDCJAC0011,8051,2014,06,15,4.2,1,Y
IDCJAC0011,8051,2014,06,16,7.1,1,Y
IDCJAC0011,8051,2014,06,17,9.8,1,Y
IDCJAC0011,8051,2014,06,18,14.3,1,Y
IDCJAC0011,8051,2014,06,19,10.7,1,Y
IDCJAC0011,8051,2014,06,20,9.3,1,Y
