Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,32040,2020,01,01,23.4,1,N
IDCJAC0011,32040,2020,01,02,24.3,1,N
IDCJAC0011,32040,2020,01,03,26.1,1,N
IDCJAC0011,32040,2020,01,04,24.5,1,N
IDCJAC0011,32040,2020,01,05,24.4,1,N
IDCJAC0011,32040,2020,01,06,25.1,1,N
IDCJAC0011,32040,2020,01,07,25.6,1,N
IDCJAC0011,32040,2020,01,08,25.7,1,N
IDCJAC0011,32040,2020,01,09,25.8,1,N
IDCJAC0011,32040,2020,01,10,25.0,1,Y
IDCJAC0011,32040,2020,01,11,,,
IDCJAC0011,32040,2020,01,12,25.0,1,N
IDCJAC0011,32040,2020,01,13,26.6,1,N
IDCJAC0011,32040,2020,01,14,25.4,1,N
IDCJAC0011,32040,2020,01,15,26.2,1,N
IDCJAC0011,32040,2020,01,16,27.1,1,N
IDCJAC0011,32040,2020,01,17,24.7,1,Y
IDCJAC0011,32040,2020,01,18,22.7,1,N
IDCJAC0011,32040,2020,01,19,27.1,1,N
IDCJAC0011,32040,2020,01,20,28.6,1,N
IDCJAC0011,32040,2020,01,21,24.7,1,N
IDCJAC0011,32040,2020,01,22,24.7,1,N
IDCJAC0011,32040,2020,01,23,24.3,1,N
IDCJAC0011,32040,2020,01,24,26.6,1,N
IDCJAC0011,32040,2020,01,25,27.7,1,N
IDCJAC0011,32040,2020,01,26,23.9,1,N
IDCJAC0011,32040,2020,01,27,24.3,1,N
IDCJAC0011,32040,2020,01,28,24.1,1,N
IDCJAC0011,32040,2020,01,29,25.3,1,N
IDCJAC0011,32040,2020,01,30,24.9,1,N
IDCJAC0011,32040,2020,01,31,24.6,1,N
IDCJAC0011,32040,2020,02,01,24.8,1,Y
IDCJAC0011,32040,2020,02,02,24.7,1,Y
IDCJAC0011,32040,2020,02,03,26.0,1,Y
IDCJAC0011,32040,2020,02,04,26.0,1,Y
IDCJAC0011,32040,2020,02,05,25.5,1,Y
IDCJAC0011,32040,2020,02,06,26.3,1,Y
IDCJAC0011,32040,2020,02,07,25.8,1,Y
IDCJAC0011,32040,2020,02,08,26.6,1,Y
IDCJAC0011,32040,2020,02,09,27.9,1,Y
IDCJAC0011,32040,2020,02,10,27.9,1,Y
IDCJAC0011,32040,2020,02,11,27.5,1,Y
IDCJAC0011,32040,2020,02,12,27.7,1,Y
IDCJAC0011,32040,2020,02,13,24.8,1,Y
IDCJAC0011,32040,2020,02,14,24.5,1,Y
IDCJAC0011,32040,2020,02,15,26.2,1,Y
IDCJAC0011,32040,2020,02,16,29.1,1,Y
IDCJAC0011,32040,2020,02,17,26.9,1,Y
IDCJAC0011,32040,2020,02,18,26.1,1,Y
IDCJAC0011,32040,2020,02,19,27.3,1,Y
IDCJAC0011,32040,2020,02,20,27.5,1,Y
IDCJAC0011,32040,2020,02,21,24.5,1,Y
IDCJAC0011,32040,2020,02,22,26.7,1,Y
IDCJAC0011,32040,2020,02,23,23.6,1,Y
IDCJAC0011,32040,2020,02,24,24.7,1,Y
IDCJAC0011,32040,2020,02,25,25.2,1,Y
IDCJAC0011,32040,2020,02,26,24.2,1,Y
IDCJAC0011,32040,2020,02,27,25.1,1,Y
IDCJAC0011,32040,2020,02,28,24.2,1,Y
IDCJAC0011,32040,2020,02,29,24.3,1,Y
IDCJAC0011,32040,2020,03,01,24.4,1,Y
IDCJAC0011,32040,2020,03,02,25.0,1,Y
IDCJAC0011,32040,2020,03,03,25.0,1,Y
IDCJAC0011,32040,2020,03,04,25.8,1,Y
IDCJAC0011,32040,2020,03,05,27.1,1,Y
IDCJAC0011,32040,2020,03,06,24.8,1,Y
IDCJAC0011,32040,2020,03,07,26.5,1,Y
IDCJAC0011,32040,2020,03,08,26.2,1,Y
IDCJAC0011,32040,2020,03,09,25.2,1,Y
IDCJAC0011,32040,2020,03,10,26.6,1,Y
IDCJAC0011,32040,2020,03,11,24.5,1,Y
IDCJAC0011,32040,2020,03,12,23.9,1,Y
IDCJAC0011,32040,2020,03,13,25.6,1,Y
IDCJAC0011,32040,2020,03,14,23.8,1,Y
IDCJAC0011,32040,2020,03,15,22.1,1,Y
