Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0003,3003,1990,22.9,25.1,24.1,21.4,17.7,16.1,17.3,20.1,23.6,26.8,27.0,26.5,22.4
IDCJAC0003,3003,1991,20.3,22.1,25.2,19.5,19.6,15.9,17.6,20.8,23.7,26.0,27.6,28.1,22.2
IDCJAC0003,3003,1992,27.1,26.8,23.4,19.0,17.8,16.6,17.9,18.6,23.1,26.8,27.9,28.3,22.8
IDCJAC0003,3003,1993,24.3,22.4,25.3,21.5,17.1,14.4,17.4,17.8,20.6,25.8,27.6,24.4,21.6
IDCJAC0003,3003,1994,25.7,21.7,23.7,21.2,18.5,17.2,19.0,22.3,23.4,25.4,28.2,25.7,22.7
IDCJAC0003,3003,1995,23.3,18.0,23.9,20.6,16.9,16.7,17.9,22.5,24.9,27.6,27.3,22.7,21.9
IDCJAC0003,3003,1996,26.2,22.8,22.3,19.9,20.1,17.7,19.8,21.9,25.2,26.5,28.4,24.4,22.9
IDCJAC0003,3003,1997,19.3,19.9,26.1,23.5,16.5,17.8,18.6,21.4,25.1,27.6,28.5,27.4,22.6
IDCJAC0003,3003,1998,22.9,26.1,22.7,22.9,18.0,15.9,17.9,22.3,24.7,26.3,26.7,21.6,22.3
IDCJAC0003,3003,1999,22.9,20.4,23.5,20.8,20.4,17.3,19.6,22.4,24.4,25.6,27.9,23.9,22.4
IDCJAC0003,3003,2000,22.2,19.9,16.7,18.7,18.8,18.4,19.7,22.2,25.0,26.7,27.0,23.2,21.5
IDCJAC0003,3003,2001,21.9,21.3,21.9,23.1,19.2,17.3,16.5,22.5,23.6,26.8,28.5,26.7,22.4
IDCJAC0003,3003,2002,26.5,19.9,24.1,23.0,20.2,18.9,19.7,22.7,24.4,27.2,27.1,26.8,23.4
IDCJAC0003,3003,2003,24.6,23.6,24.1,22.3,19.4,18.5,19.8,21.4,24.8,27.6,28.6,26.0,23.4
IDCJAC0003,3003,2004,23.7,17.3,19.5,23.6,16.7,18.6,19.2,22.6,25.3,27.2,27.6,26.8,22.3
IDCJAC0003,3003,2005,27.1,23.5,22.2,20.9,19.8,15.6,18.4,20.7,24.7,27.3,28.5,null,null
IDCJAC0003,3003,2006,19.3,24.1,21.4,22.8,19.7,19.4,19.6,23.2,25.8,25.7,27.0,26.5,22.9
IDCJAC0003,3003,2007,23.9,25.5,17.2,22.7,18.2,17.9,19.0,22.7,25.1,27.3,28.6,24.6,22.7
IDCJAC0003,3003,2008,23.7,19.2,22.4,22.5,20.0,17.0,19.1,22.1,24.7,27.0,26.8,24.3,22.4
IDCJAC0003,3003,2009,23.2,20.7,24.8,22.3,17.9,17.2,18.7,21.6,24.4,27.3,25.3,24.2,22.3
IDCJAC0003,3003,2010,23.8,27.0,25.1,20.9,17.2,17.1,15.8,20.7,22.4,26.2,27.5,24.7,22.4
IDCJAC0003,3003,2011,17.4,18.6,21.3,20.4,16.3,17.5,17.5,21.5,24.0,25.8,27.0,27.5,21.2
IDCJAC0003,3003,2012,18.5,23.1,19.6,22.8,20.0,18.0,19.8,23.3,26.0,27.9,28.2,25.1,22.7
IDCJAC0003,3003,2013,24.1,22.4,24.7,21.6,17.5,14.2,18.8,22.2,24.4,24.8,25.7,23.2,22.0
IDCJAC0003,3003,2014,21.4,21.5,23.4,21.9,18.5,18.2,17.5,21.7,24.7,26.6,24.5,24.5,22.0
IDCJAC0003,3003,2015,20.6,24.4,20.7,19.1,19.2,18.0,18.1,21.1,24.8,25.0,27.0,25.5,22.0
IDCJAC0003,3003,2016,21.9,25.2,23.7,21.4,17.5,17.9,18.4,20.1,24.1,26.4,27.7,23.2,22.3
IDCJAC0003,3003,2017,21.7,21.3,22.0,21.5,19.4,17.7,18.6,21.3,24.2,27.2,28.7,25.1,22.4
IDCJAC0003,3003,2018,21.0,21.1,24.8,22.3,18.9,17.8,18.6,21.0,24.2,27.2,28.2,27.2,22.7
IDCJAC0003,3003,2019,23.9,26.5,21.8,20.2,19.2,17.8,18.7,21.2,24.5,27.2,28.3,26.2,23.0
IDCJAC0003,3003,2020,23.4,25.3,25.0,21.4,17.7,17.9,18.5,21.0,24.6,26.7,null,null,null
