Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0003,39083,1990,28.1,25.9,15.5,14.6,13.2,12.7,14.7,18.6,21.6,24.2,28.0,22.7,20.0
IDCJAC0003,39083,1991,19.7,19.4,22.5,18.9,15.2,13.9,15.6,17.7,22.5,23.4,23.7,25.9,19.9
IDCJAC0003,39083,1992,27.8,20.3,21.6,17.6,13.3,14.4,14.5,16.8,19.0,25.0,27.2,24.3,20.1
IDCJAC0003,39083,1993,26.5,23.1,22.7,18.7,15.0,14.5,12.2,16.3,19.5,24.2,25.2,25.5,20.3
IDCJAC0003,39083,1994,25.9,23.4,18.9,19.2,15.7,14.4,15.0,19.5,21.7,21.5,26.4,27.5,20.8
IDCJAC0003,39083,1995,25.1,20.4,22.7,18.9,14.3,14.4,15.3,17.4,21.5,21.8,25.9,26.3,20.3
IDCJAC0003,39083,1996,22.3,27.0,22.5,16.6,15.2,14.0,15.5,17.3,22.9,22.4,28.3,23.7,20.6
IDCJAC0003,39083,1997,25.3,21.6,19.8,20.8,15.4,14.1,14.5,18.2,20.8,23.4,25.2,21.9,20.1
IDCJAC0003,39083,1998,24.2,23.3,23.9,18.2,15.3,15.1,14.1,14.9,18.5,21.4,23.8,26.0,19.9
IDCJAC0003,39083,1999,23.0,20.8,21.4,17.6,16.3,14.7,14.4,17.7,20.7,22.9,21.1,23.7,19.5
IDCJAC0003,39083,2000,25.5,17.8,22.5,13.8,14.5,12.7,16.5,17.9,23.0,22.7,19.8,23.8,19.2
IDCJAC0003,39083,2001,27.3,23.4,21.9,18.3,17.8,13.4,15.9,19.8,20.4,24.5,23.1,26.3,21.0
IDCJAC0003,39083,2002,26.4,23.5,24.2,19.0,16.1,14.0,16.9,16.7,23.3,26.0,28.4,28.2,21.9
IDCJAC0003,39083,2003,26.9,20.4,21.5,19.2,15.8,13.9,15.4,17.1,23.6,24.0,27.1,24.6,20.8
IDCJAC0003,39083,2004,24.5,23.5,22.2,18.8,16.4,14.7,15.3,19.5,22.4,24.0,25.8,25.8,21.1
IDCJAC0003,39083,2005,24.5,26.5,22.4,18.4,16.5,12.3,15.2,16.2,22.7,22.2,25.8,null,null
IDCJAC0003,39083,2006,25.3,26.3,19.3,17.7,16.2,13.9,14.2,19.3,21.8,25.0,28.3,24.8,21.0
IDCJAC0003,39083,2007,23.7,20.8,23.5,20.3,15.9,10.8,16.6,16.4,20.7,23.7,22.4,21.7,19.7
IDCJAC0003,39083,2008,19.2,17.8,22.5,20.7,15.7,13.8,12.7,18.4,20.0,23.4,24.9,26.7,19.6
IDCJAC0003,39083,2009,19.9,20.1,20.7,17.6,14.5,14.5,15.6,18.6,21.8,25.2,25.1,24.9,19.9
IDCJAC0003,39083,2010,23.0,19.1,18.8,17.8,16.0,13.3,12.5,15.5,15.7,22.5,17.0,18.1,17.4
IDCJAC0003,39083,2011,25.5,23.0,16.2,17.3,15.8,13.8,15.2,16.2,21.1,21.5,25.9,21.5,19.4
IDCJAC0003,39083,2012,22.7,23.6,19.3,19.3,15.5,12.9,14.1,19.3,21.8,23.6,26.4,27.1,20.5
IDCJAC0003,39083,2013,24.4,21.6,18.4,16.9,14.4,13.8,13.9,19.5,22.0,25.0,21.6,27.6,19.9
IDCJAC0003,39083,2014,22.8,21.4,19.4,18.6,15.2,13.7,15.6,17.4,19.9,25.2,25.4,24.6,19.9
IDCJAC0003,39083,2015,21.3,22.4,22.5,18.0,16.4,13.5,15.0,17.5,21.1,23.3,25.4,25.6,20.2
IDCJAC0003,39083,2016,24.0,22.2,18.6,18.6,15.7,13.3,14.4,16.9,18.6,24.2,25.4,25.2,19.8
IDCJAC0003,39083,2017,23.9,25.3,17.0,19.9,15.1,15.1,15.3,18.2,22.1,21.1,25.2,26.9,20.4
IDCJAC0003,39083,2018,27.1,21.7,19.5,17.3,15.4,14.3,15.2,18.5,21.7,22.5,27.2,22.8,20.3
IDCJAC0003,39083,2019,25.5,23.6,19.8,18.2,15.0,13.6,15.3,17.9,22.2,24.7,27.9,27.6,20.9
IDCJAC0003,39083,2020,24.7,22.9,21.3,19.3,15.4,14.0,15.2,18.3,20.1,24.9,null,null,null
