Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0003,8051,1990,26.4,26.3,20.2,16.1,12.6,10.9,11.4,12.8,19.6,24.2,29.6,30.1,20.0
IDCJAC0003,8051,1991,30.4,26.4,21.7,16.5,12.3,9.6,10.6,13.9,19.0,23.6,28.3,28.9,20.1
IDCJAC0003,8051,1992,26.5,23.7,19.6,16.1,13.9,10.8,11.8,14.2,18.0,24.6,23.7,30.8,19.5
IDCJAC0003,8051,1993,30.3,26.6,19.8,15.6,13.8,10.6,11.5,13.7,18.7,25.2,26.4,29.8,20.2
IDCJAC0003,8051,1994,31.2,23.9,22.4,16.3,13.0,11.0,12.8,17.1,19.3,22.2,27.2,29.9,20.5
IDCJAC0003,8051,1995,28.8,26.8,22.9,17.4,13.8,11.1,12.0,16.0,21.4,26.3,27.2,29.9,21.1
IDCJAC0003,8051,1996,30.3,27.7,21.3,16.4,13.4,10.6,10.1,13.6,19.2,26.0,28.4,29.9,20.6
IDCJAC0003,8051,1997,31.0,24.8,24.0,15.3,11.9,10.8,12.5,15.5,20.3,25.5,28.4,29.8,20.8
IDCJAC0003,8051,1998,29.7,28.9,22.7,16.6,12.3,11.1,10.3,13.5,20.1,23.5,29.1,29.6,20.6
IDCJAC0003,8051,1999,28.8,27.6,21.8,18.5,10.1,11.5,12.6,15.6,18.7,25.8,29.7,30.4,20.9
IDCJAC0003,8051,2000,28.0,26.3,20.9,17.5,15.0,11.6,11.3,14.7,19.7,26.0,27.7,30.6,20.8
IDCJAC0003,8051,2001,25.9,25.0,24.1,18.0,12.7,12.6,10.9,14.8,18.8,23.4,28.7,30.4,20.4
IDCJAC0003,8051,2002,28.6,28.4,22.7,17.5,12.8,10.6,10.5,14.9,20.5,25.1,27.6,29.4,20.7
IDCJAC0003,8051,2003,29.8,25.3,22.2,17.3,12.0,11.6,11.7,14.1,18.7,24.8,25.8,29.6,20.2
IDCJAC0003,8051,2004,29.3,26.1,24.3,16.3,12.8,10.6,11.3,15.9,19.3,24.0,26.1,30.3,20.5
IDCJAC0003,8051,2005,31.5,26.6,18.2,18.0,11.9,10.3,13.3,15.4,19.5,24.1,29.1,null,null
IDCJAC0003,8051,2006,26.3,25.7,23.2,18.3,13.5,13.0,12.6,15.0,20.2,25.6,28.2,30.8,21.0
IDCJAC0003,8051,2007,30.3,25.8,23.2,17.8,14.0,11.7,11.2,15.3,20.1,25.0,30.0,28.2,21.1
IDCJAC0003,8051,2008,28.6,24.1,21.1,16.8,13.8,11.1,10.7,16.1,19.8,23.9,27.8,31.0,20.4
IDCJAC0003,8051,2009,29.7,26.6,22.6,18.6,13.8,10.5,11.1,15.0,19.8,24.3,27.1,29.7,20.7
IDCJAC0003,8051,2010,29.9,26.1,22.0,16.6,14.1,10.5,12.5,15.1,20.7,25.1,26.5,26.5,20.5
IDCJAC0003,8051,2011,25.4,24.2,23.4,17.3,13.1,10.6,10.6,15.2,19.6,22.1,28.3,28.1,19.8
IDCJAC0003,8051,2012,28.0,25.3,24.1,17.1,13.7,10.1,13.1,16.5,19.8,24.0,26.7,29.3,20.6
IDCJAC0003,8051,2013,28.9,26.9,21.9,16.4,12.8,12.1,12.5,14.5,18.8,25.0,25.8,28.6,20.4
IDCJAC0003,8051,2014,28.5,26.1,19.9,16.5,12.1,11.7,12.2,15.3,17.6,23.5,25.9,29.6,19.9
IDCJAC0003,8051,2015,28.6,23.0,19.0,15.5,14.1,11.3,11.2,14.9,20.7,23.5,26.6,28.5,19.7
IDCJAC0003,8051,2016,22.6,27.2,19.5,15.6,13.6,11.7,12.5,15.0,19.7,23.0,27.0,28.5,19.7
IDCJAC0003,8051,2017,27.1,25.0,21.5,16.9,13.7,12.6,12.1,15.4,18.5,22.4,24.7,28.0,19.8
IDCJAC0003,8051,2018,27.1,25.8,21.2,17.5,13.9,11.8,11.9,15.3,19.5,21.8,25.2,26.2,19.8
IDCJAC0003,8051,2019,28.5,26.9,19.0,17.0,13.8,11.5,13.7,16.0,21.0,23.9,27.8,29.8,20.7
IDCJAC0003,8051,2020,29.4,23.4,20.4,16.4,13.1,12.4,13.5,15.1,19.4,20.9,null,null,null
