Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0003,23034,1990,27.0,21.3,20.4,13.0,9.8,7.6,8.0,10.9,17.3,20.2,26.7,23.5,17.1
IDCJAC0003,23034,1991,25.3,28.1,20.1,13.3,9.9,6.8,7.9,10.1,14.3,22.0,25.4,27.6,17.6
IDCJAC0003,23034,1992,27.4,23.5,17.6,12.8,8.9,7.6,8.8,10.2,12.8,17.6,21.6,22.2,15.9
IDCJAC0003,23034,1993,24.8,24.3,17.8,14.3,9.5,7.2,7.8,9.9,14.4,20.1,25.4,23.7,16.6
IDCJAC0003,23034,1994,26.1,21.6,20.5,12.9,8.9,6.0,10.1,14.7,14.9,19.2,20.4,30.5,17.1
IDCJAC0003,23034,1995,27.7,25.5,18.8,13.1,8.3,6.8,7.5,13.3,16.4,20.7,23.3,26.5,17.3
IDCJAC0003,23034,1996,28.5,23.2,19.6,11.7,10.0,8.0,8.0,11.0,15.9,22.7,26.6,29.6,17.9
IDCJAC0003,23034,1997,28.0,24.2,19.2,13.1,8.8,7.9,9.9,11.8,14.4,20.3,24.9,27.1,17.5
IDCJAC0003,23034,1998,27.0,27.0,19.6,13.7,9.6,7.5,8.2,11.9,16.1,20.4,27.0,27.3,17.9
IDCJAC0003,23034,1999,29.0,25.2,19.2,14.4,9.1,8.6,8.8,12.9,14.8,20.1,26.0,25.4,17.8
IDCJAC0003,23034,2000,27.5,24.1,18.9,14.3,9.8,8.1,8.9,13.0,15.6,21.3,26.8,28.6,18.1
IDCJAC0003,23034,2001,28.4,23.9,19.5,15.1,9.4,6.8,9.0,10.9,15.6,19.9,25.5,27.3,17.6
IDCJAC0003,23034,2002,27.8,24.6,22.2,13.7,9.4,7.7,8.9,13.5,17.7,19.3,25.4,27.4,18.1
IDCJAC0003,23034,2003,28.7,24.4,21.2,13.9,9.6,7.1,9.5,10.8,15.4,20.6,26.6,27.2,17.9
IDCJAC0003,23034,2004,28.5,25.2,21.4,13.4,10.4,8.0,8.5,12.1,16.2,22.8,25.0,27.7,18.3
IDCJAC0003,23034,2005,27.5,23.4,20.6,15.6,10.8,8.6,9.0,12.7,17.1,20.7,23.8,null,null
IDCJAC0003,23034,2006,26.2,24.1,21.5,13.1,9.2,8.6,7.9,12.8,17.3,23.7,26.0,28.9,18.3
IDCJAC0003,23034,2007,26.1,26.8,19.6,14.8,9.7,8.4,8.9,13.8,17.5,20.9,27.7,26.6,18.4
IDCJAC0003,23034,2008,31.1,24.2,21.3,14.7,10.5,7.8,8.8,12.3,18.6,22.3,25.4,25.6,18.6
IDCJAC0003,23034,2009,31.6,27.0,19.4,14.2,8.9,8.0,9.0,12.4,16.3,22.8,26.8,29.6,18.8
IDCJAC0003,23034,2010,30.5,25.7,19.7,13.8,9.8,8.3,8.9,11.4,14.7,22.0,24.0,27.3,18.0
IDCJAC0003,23034,2011,27.6,22.6,18.0,14.3,9.3,8.2,8.5,12.7,16.4,19.4,25.0,27.1,17.4
IDCJAC0003,23034,2012,27.9,23.3,21.3,14.7,9.3,7.8,9.0,11.6,17.1,22.0,26.4,27.9,18.2
IDCJAC0003,23034,2013,29.0,25.8,19.2,14.3,9.4,7.6,8.6,11.2,15.0,21.1,27.0,26.3,17.9
IDCJAC0003,23034,2014,27.5,23.7,18.8,13.1,9.0,7.5,8.2,12.8,16.8,22.0,24.2,27.5,17.6
IDCJAC0003,23034,2015,24.9,24.6,19.3,12.2,9.6,8.2,9.0,11.3,16.9,22.1,25.3,28.3,17.6
IDCJAC0003,23034,2016,26.6,24.5,17.7,15.0,9.3,8.4,8.5,12.5,14.7,21.0,25.4,24.8,17.4
IDCJAC0003,23034,2017,26.3,22.1,18.0,12.7,10.0,9.5,9.6,11.6,16.9,21.5,22.7,24.5,17.1
IDCJAC0003,23034,2018,25.5,22.4,18.4,14.6,8.8,9.0,9.7,11.9,17.6,19.3,23.7,24.9,17.1
IDCJAC0003,23034,2019,27.2,24.4,18.4,13.3,9.7,9.1,9.6,12.0,16.8,21.9,25.3,28.2,18.0
IDCJAC0003,23034,2020,25.4,23.1,17.8,12.6,10.1,9.0,9.9,12.2,16.0,18.8,null,null,null
