Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,39083,1990,01,28.1
IDCJAC0003,39083,1990,02,25.9
IDCJAC0003,39083,1990,03,15.5
IDCJAC0003,39083,1990,04,14.6
IDCJAC0003,39083,1990,05,13.2
IDCJAC0003,39083,1990,06,12.7
IDCJAC0003,39083,1990,07,14.7
IDCJAC0003,39083,1990,08,18.6
IDCJAC0003,39083,1990,09,21.6
IDCJAC0003,39083,1990,10,24.2
IDCJAC0003,39083,1990,11,28.0
IDCJAC0003,39083,1990,12,22.7
IDCJAC0003,39083,1991,01,19.7
IDCJAC0003,39083,1991,02,19.4
IDCJAC0003,39083,1991,03,22.5
IDCJAC0003,39083,1991,04,18.9
IDCJAC0003,39083,1991,05,15.2
IDCJAC0003,39083,1991,06,13.9
IDCJAC0003,39083,1991,07,15.6
IDCJAC0003,39083,1991,08,17.7
IDCJAC0003,39083,1991,09,22.5
IDCJAC0003,39083,1991,10,23.4
IDCJAC0003,39083,1991,11,23.7
IDCJAC0003,39083,1991,12,25.9
IDCJAC0003,39083,1992,01,27.8
IDCJAC0003,39083,1992,02,20.3
IDCJAC0003,39083,1992,03,21.6
IDCJAC0003,39083,1992,04,17.6
IDCJAC0003,39083,1992,05,13.3
IDCJAC0003,39083,1992,06,14.4
IDCJAC0003,39083,1992,07,14.5
IDCJAC0003,39083,1992,08,16.8
IDCJAC0003,39083,1992,09,19.0
IDCJAC0003,39083,1992,10,25.0
IDCJAC0003,39083,1992,11,27.2
IDCJAC0003,39083,1992,12,24.3
IDCJAC0003,39083,1993,01,26.5
IDCJAC0003,39083,1993,02,23.1
IDCJAC0003,39083,1993,03,22.7
IDCJAC0003,39083,1993,04,18.7
IDCJAC0003,39083,1993,05,15.0
IDCJAC0003,39083,1993,06,14.5
IDCJAC0003,39083,1993,07,12.2
IDCJAC0003,39083,1993,08,16.3
IDCJAC0003,39083,1993,09,19.5
IDCJAC0003,39083,1993,10,24.2
IDCJAC0003,39083,1993,11,25.2
IDCJAC0003,39083,1993,12,25.5
IDCJAC0003,39083,1994,01,25.9
IDCJAC0003,39083,1994,02,23.4
IDCJAC0003,39083,1994,03,18.9
IDCJAC0003,39083,1994,04,19.2
IDCJAC0003,39083,1994,05,15.7
IDCJAC0003,39083,1994,06,14.4
IDCJAC0003,39083,1994,07,15.0
IDCJAC0003,39083,1994,08,19.5
IDCJAC0003,39083,1994,09,21.7
IDCJAC0003,39083,1994,10,21.5
IDCJAC0003,39083,1994,11,26.4
IDCJAC0003,39083,1994,12,27.5
IDCJAC0003,39083,1995,01,25.1
IDCJAC0003,39083,1995,02,20.4
IDCJAC0003,39083,1995,03,22.7
IDCJAC0003,39083,1995,04,18.9
IDCJAC0003,39083,1995,05,14.3
IDCJAC0003,39083,1995,06,14.4
IDCJAC0003,39083,1995,07,15.3
IDCJAC0003,39083,1995,08,17.4
IDCJAC0003,39083,1995,09,21.5
IDCJAC0003,39083,1995,10,21.8
IDCJAC0003,39083,1995,11,25.9
IDCJAC0003,39083,1995,12,26.3
IDCJAC0003,39083,1996,01,22.3
IDCJAC0003,39083,1996,02,27.0
IDCJAC0003,39083,1996,03,22.5
IDCJAC0003,39083,1996,04,16.6
IDCJAC0003,39083,1996,05,15.2
IDCJAC0003,39083,1996,06,14.0
IDCJAC0003,39083,1996,07,15.5
IDCJAC0003,39083,1996,08,17.3
IDCJAC0003,39083,1996,09,22.9
IDCJAC0003,39083,1996,10,22.4
IDCJAC0003,39083,1996,11,28.3
IDCJAC0003,39083,1996,12,23.7
IDCJAC0003,39083,1997,01,25.3
IDCJAC0003,39083,1997,02,21.6
IDCJAC0003,39083,1997,03,19.8
IDCJAC0003,39083,1997,04,20.8
IDCJAC0003,39083,1997,05,15.4
IDCJAC0003,39083,1997,06,14.1
IDCJAC0003,39083,1997,07,14.5
IDCJAC0003,39083,1997,08,18.2
IDCJAC0003,39083,1997,09,20.8
IDCJAC0003,39083,1997,10,23.4
IDCJAC0003,39083,1997,11,25.2
IDCJAC0003,39083,1997,12,21.9
IDCJAC0003,39083,1998,01,24.2
IDCJAC0003,39083,1998,02,23.3
IDCJAC0003,39083,1998,03,23.9
IDCJAC0003,39083,1998,04,18.2
IDCJAC0003,39083,1998,05,15.3
IDCJAC0003,39083,1998,06,15.1
IDCJAC0003,39083,1998,07,14.1
IDCJAC0003,39083,1998,08,14.9
IDCJAC0003,39083,1998,09,18.5
IDCJAC0003,39083,1998,10,21.4
IDCJAC0003,39083,1998,11,23.8
IDCJAC0003,39083,1998,12,26.0
IDCJAC0003,39083,1999,01,23.0
IDCJAC0003,39083,1999,02,20.8
IDCJAC0003,39083,1999,03,21.4
IDCJAC0003,39083,1999,04,17.6
IDCJAC0003,39083,1999,05,16.3
IDCJAC0003,39083,1999,06,14.7
IDCJAC0003,39083,1999,07,14.4
IDCJAC0003,39083,1999,08,17.7
IDCJAC0003,39083,1999,09,20.7
IDCJAC0003,39083,1999,10,22.9
IDCJAC0003,39083,1999,11,21.1
IDCJAC0003,39083,1999,12,23.7
IDCJAC0003,39083,2000,01,25.5
IDCJAC0003,39083,2000,02,17.8
IDCJAC0003,39083,2000,03,22.5
IDCJAC0003,39083,2000,04,13.8
IDCJAC0003,39083,2000,05,14.5
IDCJAC0003,39083,2000,06,12.7
IDCJAC0003,39083,2000,07,16.5
IDCJAC0003,39083,2000,08,17.9
IDCJAC0003,39083,2000,09,23.0
IDCJAC0003,39083,2000,10,22.7
IDCJAC0003,39083,2000,11,19.8
IDCJAC0003,39083,2000,12,23.8
IDCJAC0003,39083,2001,01,27.3
IDCJAC0003,39083,2001,02,23.4
IDCJAC0003,39083,2001,03,21.9
IDCJAC0003,39083,2001,04,18.3
IDCJAC0003,39083,2001,05,17.8
IDCJAC0003,39083,2001,06,13.4
IDCJAC0003,39083,2001,07,15.9
IDCJAC0003,39083,2001,08,19.8
IDCJAC0003,39083,2001,09,20.4
IDCJAC0003,39083,2001,10,24.5
IDCJAC0003,39083,2001,11,23.1
IDCJAC0003,39083,2001,12,26.3
IDCJAC0003,39083,2002,01,26.4
IDCJAC0003,39083,2002,02,23.5
IDCJAC0003,39083,2002,03,24.2
IDCJAC0003,39083,2002,04,19.0
IDCJAC0003,39083,2002,05,16.1
IDCJAC0003,39083,2002,06,14.0
IDCJAC0003,39083,2002,07,16.9
IDCJAC0003,39083,2002,08,16.7
IDCJAC0003,39083,2002,09,23.3
IDCJAC0003,39083,2002,10,26.0
IDCJAC0003,39083,2002,11,28.4
IDCJAC0003,39083,2002,12,28.2
IDCJAC0003,39083,2003,01,26.9
IDCJAC0003,39083,2003,02,20.4
IDCJAC0003,39083,2003,03,21.5
IDCJAC0003,39083,2003,04,19.2
IDCJAC0003,39083,2003,05,15.8
IDCJAC0003,39083,2003,06,13.9
IDCJAC0003,39083,2003,07,15.4
IDCJAC0003,39083,2003,08,17.1
IDCJAC0003,39083,2003,09,23.6
IDCJAC0003,39083,2003,10,24.0
IDCJAC0003,39083,2003,11,27.1
IDCJAC0003,39083,2003,12,24.6
IDCJAC0003,39083,2004,01,24.5
IDCJAC0003,39083,2004,02,23.5
IDCJAC0003,39083,2004,03,22.2
IDCJAC0003,39083,2004,04,18.8
IDCJAC0003,39083,2004,05,16.4
IDCJAC0003,39083,2004,06,14.7
IDCJAC0003,39083,2004,07,15.3
IDCJAC0003,39083,2004,08,19.5
IDCJAC0003,39083,2004,09,22.4
IDCJAC0003,39083,2004,10,24.0
IDCJAC0003,39083,2004,11,25.8
IDCJAC0003,39083,2004,12,25.8
IDCJAC0003,39083,2005,01,24.5
IDCJAC0003,39083,2005,02,26.5
IDCJAC0003,39083,2005,03,22.4
IDCJAC0003,39083,2005,04,18.4
IDCJAC0003,39083,2005,05,16.5
IDCJAC0003,39083,2005,06,12.3
IDCJAC0003,39083,2005,07,15.2
IDCJAC0003,39083,2005,08,16.2
IDCJAC0003,39083,2005,09,22.7
IDCJAC0003,39083,2005,10,22.2
IDCJAC0003,39083,2005,11,25.8
IDCJAC0003,39083,2006,01,25.3
IDCJAC0003,39083,2006,02,26.3
IDCJAC0003,39083,2006,03,19.3
IDCJAC0003,39083,2006,04,17.7
IDCJAC0003,39083,2006,05,16.2
IDCJAC0003,39083,2006,06,13.9
IDCJAC0003,39083,2006,07,14.2
IDCJAC0003,39083,2006,08,19.3
IDCJAC0003,39083,2006,09,21.8
IDCJAC0003,39083,2006,10,25.0
IDCJAC0003,39083,2006,11,28.3
IDCJAC0003,39083,2006,12,24.8
IDCJAC0003,39083,2007,01,23.7
IDCJAC0003,39083,2007,02,20.8
IDCJAC0003,39083,2007,03,23.5
IDCJAC0003,39083,2007,04,20.3
IDCJAC0003,39083,2007,05,15.9
IDCJAC0003,39083,2007,06,10.8
IDCJAC0003,39083,2007,07,16.6
IDCJAC0003,39083,2007,08,16.4
IDCJAC0003,39083,2007,09,20.7
IDCJAC0003,39083,2007,10,23.7
IDCJAC0003,39083,2007,11,22.4
IDCJAC0003,39083,2007,12,21.7
IDCJAC0003,39083,2008,01,19.2
IDCJAC0003,39083,2008,02,17.8
IDCJAC0003,39083,2008,03,22.5
IDCJAC0003,39083,2008,04,20.7
IDCJAC0003,39083,2008,05,15.7
IDCJAC0003,39083,2008,06,13.8
IDCJAC0003,39083,2008,07,12.7
IDCJAC0003,39083,2008,08,18.4
IDCJAC0003,39083,2008,09,20.0
IDCJAC0003,39083,2008,10,23.4
IDCJAC0003,39083,2008,11,24.9
IDCJAC0003,39083,2008,12,26.7
IDCJAC0003,39083,2009,01,19.9
IDCJAC0003,39083,2009,02,20.1
IDCJAC0003,39083,2009,03,20.7
IDCJAC0003,39083,2009,04,17.6
IDCJAC0003,39083,2009,05,14.5
IDCJAC0003,39083,2009,06,14.5
IDCJAC0003,39083,2009,07,15.6
IDCJAC0003,39083,2009,08,18.6
IDCJAC0003,39083,2009,09,21.8
IDCJAC0003,39083,2009,10,25.2
IDCJAC0003,39083,2009,11,25.1
