Product code,Station number,Year,Month,Monthly mean daily global solar exposure (MJ/m*m)
IDCJAC0003,76031,1990,01,27.9
IDCJAC0003,76031,1990,02,23.4
IDCJAC0003,76031,1990,03,21.2
IDCJAC0003,76031,1990,04,13.5
IDCJAC0003,76031,1990,05,9.7
IDCJAC0003,76031,1990,06,8.6
IDCJAC0003,76031,1990,07,8.7
IDCJAC0003,76031,1990,08,11.4
IDCJAC0003,76031,1990,09,18.1
IDCJAC0003,76031,1990,10,21.4
IDCJAC0003,76031,1990,11,28.3
IDCJAC0003,76031,1990,12,27.6
IDCJAC0003,76031,1991,01,25.9
IDCJAC0003,76031,1991,02,28.2
IDCJAC0003,76031,1991,03,21.8
IDCJAC0003,76031,1991,04,14.9
IDCJAC0003,76031,1991,05,12.0
IDCJAC0003,76031,1991,06,7.1
IDCJAC0003,76031,1991,07,8.6
IDCJAC0003,76031,1991,08,11.2
IDCJAC0003,76031,1991,09,16.6
IDCJAC0003,76031,1991,10,23.5
IDCJAC0003,76031,1991,11,27.0
IDCJAC0003,76031,1991,12,28.2
IDCJAC0003,76031,1992,01,28.5
IDCJAC0003,76031,1992,02,25.2
IDCJAC0003,76031,1992,03,20.2
IDCJAC0003,76031,1992,04,14.9
IDCJAC0003,76031,1992,05,9.4
IDCJAC0003,76031,1992,06,8.1
IDCJAC0003,76031,1992,07,9.6
IDCJAC0003,76031,1992,08,12.1
IDCJAC0003,76031,1992,09,15.0
IDCJAC0003,76031,1992,10,20.5
IDCJAC0003,76031,1992,11,24.2
IDCJAC0003,76031,1992,12,22.1
IDCJAC0003,76031,1993,01,28.2
IDCJAC0003,76031,1993,02,24.5
IDCJAC0003,76031,1993,03,19.3
IDCJAC0003,76031,1993,04,15.9
IDCJAC0003,76031,1993,05,11.0
IDCJAC0003,76031,1993,06,8.1
IDCJAC0003,76031,1993,07,9.1
IDCJAC0003,76031,1993,08,11.0
IDCJAC0003,76031,1993,09,14.2
IDCJAC0003,76031,1993,10,20.9
IDCJAC0003,76031,1993,11,26.6
IDCJAC0003,76031,1993,12,24.7
IDCJAC0003,76031,1994,01,27.5
IDCJAC0003,76031,1994,02,23.5
IDCJAC0003,76031,1994,03,22.2
IDCJAC0003,76031,1994,04,14.8
IDCJAC0003,76031,1994,05,10.7
IDCJAC0003,76031,1994,06,7.9
IDCJAC0003,76031,1994,07,10.8
IDCJAC0003,76031,1994,08,15.3
IDCJAC0003,76031,1994,09,17.0
IDCJAC0003,76031,1994,10,20.4
IDCJAC0003,76031,1994,11,24.0
IDCJAC0003,76031,1994,12,30.6
IDCJAC0003,76031,1995,01,26.4
IDCJAC0003,76031,1995,02,25.4
IDCJAC0003,76031,1995,03,21.2
IDCJAC0003,76031,1995,04,13.7
IDCJAC0003,76031,1995,05,8.8
IDCJAC0003,76031,1995,06,7.7
IDCJAC0003,76031,1995,07,7.5
IDCJAC0003,76031,1995,08,14.5
IDCJAC0003,76031,1995,09,17.9
IDCJAC0003,76031,1995,10,21.0
IDCJAC0003,76031,1995,11,23.8
IDCJAC0003,76031,1995,12,27.6
IDCJAC0003,76031,1996,01,29.5
IDCJAC0003,76031,1996,02,24.5
IDCJAC0003,76031,1996,03,21.3
IDCJAC0003,76031,1996,04,14.3
IDCJAC0003,76031,1996,05,10.8
IDCJAC0003,76031,1996,06,8.7
IDCJAC0003,76031,1996,07,7.9
IDCJAC0003,76031,1996,08,12.6
IDCJAC0003,76031,1996,09,17.4
IDCJAC0003,76031,1996,10,24.2
IDCJAC0003,76031,1996,11,27.1
IDCJAC0003,76031,1996,12,28.0
IDCJAC0003,76031,1997,01,28.9
IDCJAC0003,76031,1997,02,25.0
IDCJAC0003,76031,1997,03,22.3
IDCJAC0003,76031,1997,04,16.4
IDCJAC0003,76031,1997,05,9.5
IDCJAC0003,76031,1997,06,9.4
IDCJAC0003,76031,1997,07,10.3
IDCJAC0003,76031,1997,08,12.1
IDCJAC0003,76031,1997,09,16.2
IDCJAC0003,76031,1997,10,23.1
IDCJAC0003,76031,1997,11,26.5
IDCJAC0003,76031,1997,12,29.7
IDCJAC0003,76031,1998,01,26.8
IDCJAC0003,76031,1998,02,25.4
IDCJAC0003,76031,1998,03,22.0
IDCJAC0003,76031,1998,04,15.3
IDCJAC0003,76031,1998,05,11.0
IDCJAC0003,76031,1998,06,9.2
IDCJAC0003,76031,1998,07,8.7
IDCJAC0003,76031,1998,08,13.2
IDCJAC0003,76031,1998,09,17.6
IDCJAC0003,76031,1998,10,21.3
IDCJAC0003,76031,1998,11,25.5
IDCJAC0003,76031,1998,12,30.7
IDCJAC0003,76031,1999,01,28.1
IDCJAC0003,76031,1999,02,22.7
IDCJAC0003,76031,1999,03,20.0
IDCJAC0003,76031,1999,04,17.4
IDCJAC0003,76031,1999,05,11.2
IDCJAC0003,76031,1999,06,9.4
IDCJAC0003,76031,1999,07,8.7
IDCJAC0003,76031,1999,08,13.8
IDCJAC0003,76031,1999,09,17.1
IDCJAC0003,76031,1999,10,22.1
IDCJAC0003,76031,1999,11,24.1
IDCJAC0003,76031,1999,12,27.0
IDCJAC0003,76031,2000,01,28.8
IDCJAC0003,76031,2000,02,25.2
IDCJAC0003,76031,2000,03,19.7
IDCJAC0003,76031,2000,04,15.5
IDCJAC0003,76031,2000,05,11.0
IDCJAC0003,76031,2000,06,8.4
IDCJAC0003,76031,2000,07,9.8
IDCJAC0003,76031,2000,08,12.2
IDCJAC0003,76031,2000,09,16.6
IDCJAC0003,76031,2000,10,20.5
IDCJAC0003,76031,2000,11,24.9
IDCJAC0003,76031,2000,12,30.0
IDCJAC0003,76031,2001,01,28.9
IDCJAC0003,76031,2001,02,23.7
IDCJAC0003,76031,2001,03,20.4
