Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0003,91148,1990,25.8,20.1,17.0,9.5,6.9,4.8,5.8,9.4,14.0,17.7,23.2,22.0,14.7
IDCJAC0003,91148,1991,21.4,22.8,16.8,10.9,7.9,4.5,6.3,7.0,12.5,19.7,22.2,23.7,14.6
IDCJAC0003,91148,1992,23.2,22.7,15.3,8.6,6.6,5.5,5.2,8.0,13.1,17.6,23.4,23.0,14.3
IDCJAC0003,91148,1993,25.3,20.4,15.2,10.8,6.6,4.5,5.7,7.0,13.2,16.3,22.7,21.7,14.1
IDCJAC0003,91148,1994,24.6,17.7,16.1,9.4,5.6,5.4,6.6,12.1,13.1,17.4,19.7,26.9,14.5
IDCJAC0003,91148,1995,22.1,22.4,14.9,9.5,7.6,4.6,5.7,9.7,13.3,19.0,19.4,24.9,14.4
IDCJAC0003,91148,1996,24.2,21.9,15.0,10.9,6.8,4.8,5.5,8.6,12.3,19.1,23.0,27.4,15.0
IDCJAC0003,91148,1997,24.5,18.2,15.3,10.3,6.0,5.3,5.8,8.5,13.5,18.1,22.2,25.4,14.4
IDCJAC0003,91148,1998,24.7,20.5,16.5,8.4,6.3,5.0,6.1,9.2,13.2,18.8,23.9,23.5,14.7
IDCJAC0003,91148,1999,25.4,19.3,15.1,11.8,5.9,5.5,5.6,8.9,12.7,19.0,23.8,26.3,14.9
IDCJAC0003,91148,2000,24.6,24.1,16.4,11.9,6.4,5.1,5.7,9.2,11.5,17.7,23.7,28.2,15.4
IDCJAC0003,91148,2001,23.1,21.2,15.3,10.2,7.8,4.8,6.9,8.3,13.2,19.2,22.1,25.4,14.8
IDCJAC0003,91148,2002,23.1,21.4,16.8,11.1,7.1,5.4,6.0,9.7,14.2,17.8,22.9,25.5,15.1
IDCJAC0003,91148,2003,26.4,22.0,17.0,11.4,7.6,5.1,5.6,9.2,13.8,19.7,24.9,23.9,15.5
IDCJAC0003,91148,2004,23.7,21.7,16.8,10.2,6.9,4.1,6.2,9.1,13.9,19.6,20.4,27.3,15.0
IDCJAC0003,91148,2005,25.6,20.2,16.1,10.2,7.3,5.8,6.1,8.1,13.7,18.5,20.8,null,null
IDCJAC0003,91148,2006,24.6,21.0,18.4,9.5,6.1,4.8,5.1,9.3,14.9,22.2,23.6,24.9,15.4
IDCJAC0003,91148,2007,21.7,23.9,17.0,11.4,6.1,5.6,6.1,9.3,13.2,17.3,22.0,24.2,14.8
IDCJAC0003,91148,2008,29.2,22.3,17.3,11.1,6.1,4.9,6.0,9.1,12.8,18.8,21.5,24.4,15.3
IDCJAC0003,91148,2009,28.0,22.8,13.7,11.0,6.9,4.6,5.5,8.5,12.4,21.0,23.5,26.1,15.3
IDCJAC0003,91148,2010,26.7,21.7,16.0,8.9,7.2,5.2,5.8,8.1,12.3,18.9,21.1,25.0,14.7
IDCJAC0003,91148,2011,22.8,19.8,15.4,10.6,6.6,5.2,5.3,8.6,13.3,19.0,21.1,27.9,14.6
IDCJAC0003,91148,2012,26.1,21.8,13.5,10.0,6.0,4.7,5.6,8.9,12.2,16.0,24.8,24.9,14.5
IDCJAC0003,91148,2013,26.3,23.7,16.1,10.7,6.5,5.2,5.2,7.5,12.1,15.9,20.9,24.5,14.5
IDCJAC0003,91148,2014,26.5,20.6,15.3,9.4,6.1,5.2,5.4,8.9,13.2,16.3,23.1,22.2,14.3
IDCJAC0003,91148,2015,24.5,21.2,13.2,10.4,6.1,4.8,5.6,9.6,13.7,19.1,21.5,28.3,14.8
IDCJAC0003,91148,2016,22.9,21.0,15.1,11.7,6.8,5.6,6.1,9.3,13.2,17.1,20.2,22.6,14.3
IDCJAC0003,91148,2017,23.1,18.6,14.3,10.1,6.4,5.9,6.6,9.7,11.6,18.0,24.7,22.3,14.3
IDCJAC0003,91148,2018,23.1,19.3,14.4,9.3,6.2,6.3,5.8,8.6,14.0,18.4,21.1,22.5,14.1
IDCJAC0003,91148,2019,23.6,19.1,13.7,9.3,6.9,6.2,6.4,8.7,13.2,18.5,19.5,23.2,14.0
IDCJAC0003,91148,2020,19.4,19.8,13.4,8.7,6.6,6.1,7.5,9.9,12.3,16.2,null,null,null
