Product code,Station Number,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
IDCJAC0003,12038,1990,23.0,24.3,20.1,15.9,11.1,10.2,10.6,11.5,20.1,23.1,30.5,30.9,19.3
IDCJAC0003,12038,1991,30.0,28.6,22.5,15.8,13.0,8.7,10.0,15.1,19.6,24.1,27.9,28.0,20.3
IDCJAC0003,12038,1992,27.7,22.5,17.7,13.6,11.2,9.5,12.0,12.3,14.6,24.2,27.4,27.5,18.4
IDCJAC0003,12038,1993,29.4,24.7,20.5,15.1,11.5,9.0,10.8,12.8,17.8,24.6,23.8,29.5,19.1
IDCJAC0003,12038,1994,31.9,21.8,22.6,18.3,12.9,10.2,12.1,16.2,19.1,22.2,28.1,27.3,20.2
IDCJAC0003,12038,1995,26.4,22.4,20.8,15.6,11.9,9.8,10.5,16.4,18.8,25.4,26.8,26.7,19.3
IDCJAC0003,12038,1996,30.9,26.2,20.6,16.6,13.0,9.9,10.7,14.4,19.7,25.3,27.7,29.5,20.4
IDCJAC0003,12038,1997,30.0,25.3,21.8,14.4,9.3,10.4,11.5,14.6,19.2,22.6,26.3,28.3,19.5
IDCJAC0003,12038,1998,31.2,28.1,23.4,15.1,11.5,10.6,9.1,14.2,17.8,23.6,27.3,29.0,20.1
IDCJAC0003,12038,1999,26.2,26.1,16.4,16.8,11.1,11.6,11.5,15.7,20.1,25.6,23.2,28.3,19.4
IDCJAC0003,12038,2000,24.5,24.6,17.5,16.6,13.0,10.8,11.6,14.8,20.6,22.7,27.1,29.4,19.4
IDCJAC0003,12038,2001,25.8,18.9,23.0,18.0,12.2,12.0,11.9,15.9,18.8,22.1,26.3,27.0,19.3
IDCJAC0003,12038,2002,27.8,26.0,22.3,14.5,12.7,11.0,12.2,16.0,22.0,25.0,26.3,28.8,20.4
IDCJAC0003,12038,2003,27.0,24.0,21.9,16.2,12.6,10.7,11.8,14.1,18.3,25.4,25.5,31.6,19.9
IDCJAC0003,12038,2004,28.5,24.0,21.4,16.5,11.9,11.0,10.1,15.5,18.4,24.5,26.6,29.4,19.8
IDCJAC0003,12038,2005,30.6,25.7,19.4,15.6,9.8,9.6,12.2,14.0,19.9,25.3,29.3,null,null
IDCJAC0003,12038,2006,23.4,24.6,23.2,15.9,12.7,11.9,11.6,15.9,19.4,25.2,27.5,29.3,20.0
IDCJAC0003,12038,2007,27.6,23.9,21.9,16.2,12.9,10.4,11.8,15.9,19.8,24.2,29.3,26.8,20.1
IDCJAC0003,12038,2008,28.7,21.8,19.8,15.8,13.2,10.2,10.9,15.7,19.7,21.7,23.2,30.0,19.2
IDCJAC0003,12038,2009,28.1,24.1,22.0,17.0,12.8,9.8,10.9,14.6,19.5,23.8,25.2,29.8,19.8
IDCJAC0003,12038,2010,31.4,25.2,19.6,16.1,12.4,10.0,11.4,14.5,18.4,25.7,29.0,26.1,20.0
IDCJAC0003,12038,2011,25.6,17.0,19.5,16.6,10.5,9.3,9.9,14.8,19.1,19.1,27.8,25.1,17.9
IDCJAC0003,12038,2012,26.8,23.8,19.6,17.3,13.2,10.3,11.6,15.3,19.9,23.2,25.0,28.7,19.6
IDCJAC0003,12038,2013,26.8,26.2,19.6,15.2,11.6,10.0,11.4,15.3,17.6,24.9,25.4,27.2,19.3
IDCJAC0003,12038,2014,25.1,23.7,20.3,15.6,11.6,11.1,11.6,14.2,18.0,22.9,24.0,29.6,19.0
IDCJAC0003,12038,2015,28.5,24.2,18.1,14.3,12.6,10.6,10.5,13.6,20.0,23.1,24.6,29.1,19.1
IDCJAC0003,12038,2016,23.7,25.3,16.4,15.2,12.9,9.6,10.9,13.8,19.2,23.0,28.4,27.9,18.9
IDCJAC0003,12038,2017,26.6,21.7,18.8,15.9,12.3,10.8,12.3,14.0,18.4,24.5,25.8,27.3,19.0
IDCJAC0003,12038,2018,23.4,20.3,20.4,16.2,12.9,11.1,12.2,14.9,19.5,22.2,26.2,28.2,19.0
IDCJAC0003,12038,2019,29.2,25.9,19.4,14.4,13.3,10.8,12.7,14.9,19.9,24.2,28.5,28.3,20.1
IDCJAC0003,12038,2020,27.7,22.8,19.4,15.5,13.0,11.5,12.4,14.6,18.7,22.3,null,null,null
