Small Unit Installation Postcode,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW
0000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0800,0,0.000,2,13.090,3,19.800,1,32.340,1,6.600,4,26.200,13,76.815,6,271.490,2,13.200,0,0.000,2,11.070,6,211.875,1,26.460,1,9.100,0,0.000,0,0.000,2,72.980,1,6.600,1,9.240,0,0.000
0801,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0803,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0804,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,9.360,0,0.000,0,0.000,0,0.000,0,0.000
0810,31,207.720,41,263.065,77,514.455,50,371.365,60,405.785,52,488.280,57,392.600,50,370.680,39,341.600,63,417.605,70,541.255,83,725.065,54,348.780,66,429.860,48,333.890,39,357.560,52,335.535,47,322.595,37,265.080,16,111.050
0811,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0812,26,163.025,33,252.610,31,223.800,25,157.455,39,251.595,28,183.395,34,213.320,27,172.470,26,328.160,31,197.060,41,265.170,46,298.250,29,183.777,43,282.840,26,171.895,29,206.045,43,271.780,28,178.035,22,143.965,10,66.165
0813,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0814,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0820,14,112.670,19,133.790,20,139.025,16,155.210,37,327.560,26,199.670,19,180.540,15,105.260,19,129.255,18,181.740,19,134.055,20,287.420,21,157.695,26,196.230,13,181.635,22,207.010,27,250.725,25,293.780,30,301.945,7,43.775
0821,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,9.300,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0822,13,99.660,8,132.622,13,99.170,17,164.585,16,145.025,14,119.255,6,32.605,16,170.055,18,220.720,13,212.170,22,164.000,20,349.085,13,94.380,18,126.595,14,146.945,11,85.975,11,106.800,18,151.375,9,68.465,1,6.300
0828,4,46.945,3,39.690,6,101.570,5,32.560,6,46.650,4,122.190,3,22.500,3,27.210,4,55.090,7,43.340,2,15.715,6,80.425,3,22.500,10,187.695,2,24.200,5,100.590,3,46.095,1,9.280,2,15.715,1,40.670
0829,0,0.000,1,9.145,0,0.000,0,0.000,1,36.340,1,99.710,1,9.135,0,0.000,1,98.560,0,0.000,1,6.600,1,6.300,0,0.000,2,47.790,0,0.000,1,9.135,0,0.000,1,32.690,0,0.000,0,0.000
0830,23,154.935,38,248.355,48,350.485,40,332.675,49,318.735,36,227.510,36,252.200,35,303.650,24,165.205,34,260.985,39,241.025,36,328.720,26,186.165,29,181.055,38,249.510,34,214.100,35,294.120,22,147.315,24,160.050,7,48.345
0831,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0832,36,224.880,32,200.885,40,263.895,44,275.816,47,303.530,41,265.775,53,427.427,39,241.515,38,233.220,46,289.350,46,294.605,45,290.120,42,273.780,38,243.230,29,196.105,34,223.415,41,261.105,29,192.770,24,166.955,12,80.510
0834,1,6.480,7,55.315,3,19.870,4,31.585,7,61.715,3,21.950,2,15.880,5,40.335,3,21.280,4,31.045,4,29.500,4,28.930,0,0.000,1,9.300,4,35.460,4,26.775,10,87.160,7,51.385,4,31.085,1,8.580
0835,5,37.760,4,34.390,7,53.495,4,36.535,8,53.485,6,44.885,6,44.345,8,54.870,10,67.735,10,75.920,5,40.500,13,163.155,9,66.565,12,149.580,6,42.125,6,44.880,7,56.280,10,76.060,7,53.900,6,39.150
0836,26,216.130,22,176.325,20,166.215,17,139.240,24,183.905,19,149.800,27,226.110,18,135.950,19,229.790,24,182.775,19,161.340,20,152.615,21,150.375,20,158.375,18,140.380,16,134.880,18,145.565,18,150.310,17,128.830,8,62.855
0837,0,0.000,0,0.000,0,0.000,0,0.000,3,24.780,1,9.135,0,0.000,3,50.745,3,23.040,1,8.990,0,0.000,0,0.000,2,13.000,1,9.300,0,0.000,3,128.240,0,0.000,0,0.000,0,0.000,0,0.000
0838,1,6.490,5,43.235,0,0.000,5,38.330,0,0.000,8,60.785,3,22.125,0,0.000,0,0.000,2,15.745,1,6.645,2,18.245,4,34.170,1,6.600,0,0.000,4,31.585,4,36.400,2,18.340,2,15.700,0,0.000
0839,2,12.980,0,0.000,0,0.000,0,0.000,0,0.000,1,39.600,0,0.000,2,12.980,1,6.600,2,105.000,0,0.000,0,0.000,1,6.615,0,0.000,1,6.650,0,0.000,0,0.000,0,0.000,3,51.280,0,0.000
0840,1,6.490,2,15.635,0,0.000,2,11.215,0,0.000,2,12.970,3,24.890,5,38.305,5,36.405,2,15.635,4,28.850,3,19.380,0,0.000,2,13.215,1,9.295,1,6.600,2,13.860,2,15.855,3,25.155,0,0.000
0841,2,18.265,2,15.635,1,6.600,1,9.000,4,33.755,3,22.215,0,0.000,1,9.135,1,9.300,2,18.445,1,6.600,0,0.000,0,0.000,2,18.600,0,0.000,2,15.815,3,118.000,0,0.000,1,6.600,0,0.000
0845,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,3,14.800,0,0.000,0,0.000,0,0.000,1,6.490,2,13.000,1,10.400,1,10.890,1,6.600,0,0.000,0,0.000,0,0.000
0846,0,0.000,0,0.000,1,6.600,1,6.490,0,0.000,0,0.000,0,0.000,1,4.800,0,0.000,0,0.000,0,0.000,3,37.000,1,9.145,1,9.300,1,2.640,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0847,0,0.000,0,0.000,0,0.000,1,6.490,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.320,0,0.000,1,6.490,2,47.600,0,0.000,0,0.000,0,0.000,2,13.500
0850,2,41.105,6,73.680,8,59.315,3,27.910,8,197.010,12,141.610,6,38.500,18,113.695,10,133.765,9,70.085,8,153.090,15,107.590,10,130.850,16,115.610,16,169.565,10,106.230,8,65.970,10,78.900,4,62.800,1,11.470
0851,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0852,0,0.000,3,23.450,1,9.240,0,0.000,4,50.810,3,69.250,7,66.480,1,6.490,2,19.180,1,9.280,2,27.660,3,15.660,4,126.770,2,14.890,1,6.300,1,9.100,6,87.020,3,23.760,0,0.000,1,15.000
0853,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0854,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,36.480,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0860,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,23,121.510,1,24.180,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,5,33.000,0,0.000,0,0.000,0,0.000,1,9.000
0861,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,15.100,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0862,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,65.100,0,0.000,0,0.000,0,0.000,0,0.000,3,10.560,1,2.640,0,0.000,0,0.000,5,23.100,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0870,6,49.485,10,70.415,10,213.385,17,193.120,19,120.635,17,108.495,19,148.195,20,132.645,25,190.880,39,268.650,34,259.335,16,115.630,18,228.255,21,138.494,31,191.945,14,97.105,31,207.605,18,129.120,21,420.630,6,43.675
0871,0,0.000,0,0.000,1,6.600,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0872,0,0.000,2,22.800,2,11.805,0,0.000,2,19.920,1,10.140,1,6.000,4,156.715,1,9.000,0,0.000,1,7.245,0,0.000,2,17.980,1,78.210,4,117.300,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0873,1,5.670,2,15.615,0,0.000,3,15.270,1,5.775,0,0.000,3,22.070,2,9.216,1,9.300,1,6.400,5,38.230,3,81.890,3,17.995,3,22.440,2,18.280,2,13.110,7,54.220,3,22.440,5,35.040,0,0.000
0874,0,0.000,1,5.400,0,0.000,0,0.000,0,0.000,2,7.950,0,0.000,1,9.300,0,0.000,1,6.600,1,6.650,2,13.230,0,0.000,1,6.600,1,6.490,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000
0875,1,3.420,1,6.600,0,0.000,1,6.600,1,6.555,1,6.600,0,0.000,0,0.000,3,22.095,1,6.400,1,6.490,1,6.600,1,6.600,0,0.000,5,32.905,3,19.400,6,39.400,0,0.000,0,0.000,1,6.615
0880,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0881,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0885,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,13.200,0,0.000,0,0.000,3,109.740,0,0.000,0,0.000,2,155.430,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
0886,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,20.150,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1340,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1355,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1435,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1460,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1470,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1475,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1480,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1485,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1490,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1495,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1560,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1570,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1595,0,0.000,0,0.000,0,0.000,0,0.000,1,7.560,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1630,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,9.900,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1640,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1655,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1658,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1660,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,9.600,0,0.000,0,0.000,0,0.000
1670,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1680,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1710,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1715,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1730,0,0.000,0,0.000,0,0.000,1,5.490,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1741,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1755,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1765,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000
1790,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1800,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1805,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1830,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1835,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1848,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1860,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1871,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1875,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1885,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
1890,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.660,0,0.000
2000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,45.000,1,48.825,0,0.000,1,77.600,1,71.200,0,0.000,0,0.000,0,0.000,0,0.000,1,4.950
2007,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,9.350,0,0.000,1,46.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,55.500,1,7.700,3,84.700,0,0.000,1,3.150,0,0.000
2008,0,0.000,0,0.000,1,2.840,0,0.000,2,6.900,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,2.275,1,3.500,2,6.430,0,0.000,0,0.000,3,14.900,2,8.240,1,11.205
2009,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.440,1,30.800,1,95.760,1,30.810,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
2010,0,0.000,1,1.800,2,25.870,1,3.410,1,5.040,1,6.570,1,3.300,1,6.480,0,0.000,5,22.100,1,11.160,0,0.000,0,0.000,4,35.720,1,8.875,0,0.000,1,2.800,2,15.090,0,0.000,1,9.900
2011,0,0.000,0,0.000,0,0.000,1,11.055,0,0.000,2,85.500,1,4.340,0,0.000,1,49.820,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,1,10.150,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
2015,0,0.000,6,113.406,3,74.720,0,0.000,2,27.900,1,5.310,7,169.280,2,21.695,3,60.450,1,6.615,0,0.000,3,61.710,0,0.000,2,157.625,1,10.005,1,4.095,5,41.960,0,0.000,1,99.000,1,15.840
2016,1,3.300,3,14.578,0,0.000,0,0.000,2,9.975,0,0.000,4,15.590,1,5.920,0,0.000,2,11.550,3,72.610,0,0.000,1,6.600,2,12.710,2,9.090,1,3.300,2,34.370,0,0.000,1,1.500,0,0.000
2017,1,37.260,1,5.500,4,15.100,2,11.000,1,20.460,1,4.340,1,3.300,1,3.000,0,0.000,1,99.280,1,99.000,2,21.360,0,0.000,1,27.720,1,6.300,0,0.000,0,0.000,0,0.000,0,0.000,2,22.830
2018,8,62.535,3,17.125,1,6.600,4,30.840,5,27.030,1,5.985,3,14.415,6,65.860,3,17.900,4,55.890,7,43.790,2,17.975,3,32.340,6,40.405,4,32.170,2,14.300,3,20.870,2,13.200,6,76.800,1,6.650
2019,1,6.000,0,0.000,3,12.115,3,35.595,5,55.865,4,39.810,1,75.040,3,13.690,1,6.600,1,99.660,8,87.785,6,237.665,2,11.850,6,61.790,5,30.000,5,30.555,1,8.250,8,233.190,5,192.070,1,6.660
2020,3,104.380,2,15.970,3,15.940,2,8.400,5,65.060,3,15.255,3,23.595,2,8.800,4,25.300,2,38.723,4,28.015,3,21.145,5,47.300,1,6.600,8,51.150,1,99.630,4,118.415,2,13.200,5,35.805,2,106.200
2021,4,18.960,5,30.545,5,22.817,1,4.270,2,31.600,0,0.000,1,6.000,2,8.450,0,0.000,2,8.040,3,13.760,5,34.690,2,9.540,2,8.400,5,36.290,4,20.025,6,26.925,4,23.760,2,13.200,1,3.960
2022,2,13.740,1,5.850,3,20.285,4,37.950,4,33.990,2,13.545,0,0.000,6,31.440,3,18.275,2,8.470,4,28.420,2,12.900,1,10.500,4,23.985,4,28.050,2,14.400,2,16.125,2,13.410,2,11.910,0,0.000
2023,2,9.550,1,10.370,3,18.360,0,0.000,2,26.520,3,20.595,2,17.950,1,10.140,1,3.450,4,40.880,3,33.070,4,45.650,0,0.000,2,17.600,1,1.950,2,44.185,7,64.545,4,33.050,3,47.290,0,0.000
2024,3,16.680,1,7.200,2,14.820,3,16.855,6,55.475,5,35.165,5,129.910,4,18.975,1,20.160,5,29.595,5,116.840,7,147.420,2,14.940,1,7.350,3,16.320,3,19.470,5,26.690,5,39.330,4,29.700,2,15.360
2025,2,9.315,0,0.000,2,12.050,0,0.000,5,44.165,2,49.575,0,0.000,0,0.000,0,0.000,4,27.800,1,6.600,3,23.560,1,9.100,3,18.580,3,15.480,2,16.335,1,7.850,1,10.560,1,9.100,1,4.440
2026,5,30.085,3,14.105,2,15.260,5,39.670,9,56.040,5,27.245,7,56.140,4,19.920,4,24.940,3,25.555,6,34.255,6,40.410,3,24.565,10,59.990,8,42.805,4,23.290,4,22.490,10,88.135,6,110.240,4,22.635
2027,0,0.000,1,8.040,1,2.480,0,0.000,1,3.600,0,0.000,0,0.000,1,15.510,2,16.500,2,6.510,2,42.070,1,11.520,1,3.900,1,3.780,2,11.800,2,5.250,0,0.000,2,16.210,1,6.175,0,0.000
2028,1,9.810,1,6.200,0,0.000,0,0.000,0,0.000,0,0.000,2,10.395,0,0.000,1,7.785,1,33.000,2,14.750,1,29.700,0,0.000,0,0.000,1,9.800,3,21.500,0,0.000,1,11.050,0,0.000,0,0.000
2029,0,0.000,2,12.870,2,13.850,1,6.000,2,12.690,0,0.000,1,5.175,0,0.000,2,13.575,2,17.920,2,24.200,2,19.200,2,17.200,4,29.745,2,14.940,2,25.900,0,0.000,1,7.700,0,0.000,1,6.290
2030,1,6.720,0,0.000,3,27.742,6,53.600,6,57.540,3,19.275,6,38.830,4,26.390,3,14.880,4,25.760,2,26.240,6,89.870,3,19.360,6,64.985,8,98.100,6,50.080,8,58.280,7,98.440,7,41.915,2,24.090
