Small Unit Installation Postcode,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW
3857,2,11.120,0,0.000,1,5.130,1,6.000,0,0.000,0,0.000,1,9.720,0,0.000,1,4.960,1,1.800,0,0.000,1,6.460,1,12.060,3,22.500,0,0.000,0,0.000,1,6.600,0,0.000,1,4.950,0,0.000
3858,0,0.000,3,19.500,7,36.440,2,99.885,3,37.035,4,26.070,4,45.445,5,58.010,1,10.230,6,169.080,1,5.985,8,162.740,6,38.440,8,48.615,6,71.855,2,9.240,4,119.200,3,15.120,5,126.000,0,0.000
3859,2,9.900,0,0.000,0,0.000,0,0.000,2,66.135,1,4.125,4,47.130,0,0.000,4,91.980,0,0.000,2,50.460,1,99.000,0,0.000,0,0.000,2,17.160,1,6.600,0,0.000,2,15.180,0,0.000,0,0.000
3860,3,15.655,9,179.550,15,97.165,4,113.340,4,24.160,5,45.280,4,26.245,5,56.905,13,111.715,11,63.785,7,30.550,4,29.550,5,29.000,8,59.475,4,28.590,8,48.640,6,42.220,5,39.800,4,56.520,2,21.480
3862,1,6.600,7,34.915,3,14.200,4,19.730,9,143.820,0,0.000,3,17.610,6,44.120,4,29.560,4,31.100,2,12.915,6,38.900,7,42.520,2,11.630,0,0.000,3,22.965,3,27.600,2,13.000,4,50.160,3,22.490
3864,0,0.000,0,0.000,0,0.000,0,0.000,1,5.270,0,0.000,0,0.000,1,5.100,0,0.000,0,0.000,0,0.000,1,5.280,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.290,0,0.000,0,0.000
3865,0,0.000,0,0.000,1,7.350,0,0.000,2,39.490,0,0.000,0,0.000,0,0.000,0,0.000,1,99.830,1,5.280,1,6.600,1,27.360,2,12.980,2,11.880,0,0.000,2,10.590,1,6.500,2,12.510,0,0.000
3869,2,13.200,1,5.120,3,17.220,2,10.800,3,22.800,0,0.000,1,15.750,1,6.050,1,3.600,3,17.000,6,46.560,2,17.060,1,12.800,1,6.600,4,60.720,3,15.770,0,0.000,2,10.890,4,29.790,3,18.240
3870,0,0.000,1,6.405,0,0.000,0,0.000,1,5.280,3,27.540,2,15.080,4,55.300,1,5.040,3,18.440,4,22.285,0,0.000,0,0.000,2,10.050,2,8.370,2,18.480,0,0.000,2,77.885,1,6.650,0,0.000
3871,3,17.075,4,24.805,2,8.960,3,17.165,3,29.590,3,35.595,4,73.065,5,34.425,2,11.000,3,17.295,4,120.990,4,38.180,0,0.000,3,32.410,2,9.220,1,5.940,1,6.600,2,9.900,2,10.230,1,5.400
3873,1,3.660,2,10.520,0,0.000,0,0.000,0,0.000,0,0.000,1,3.080,1,13.200,0,0.000,1,6.480,0,0.000,0,0.000,1,6.600,0,0.000,1,6.120,1,8.580,0,0.000,0,0.000,0,0.000,0,0.000
3874,3,17.160,2,12.760,2,12.600,1,6.600,2,24.640,0,0.000,0,0.000,0,0.000,3,16.400,0,0.000,3,16.660,1,6.600,1,3.150,0,0.000,1,6.600,0,0.000,1,6.000,0,0.000,1,6.600,0,0.000
3875,13,97.815,25,136.825,16,155.280,28,265.955,18,207.325,10,78.550,17,117.105,26,223.870,28,193.330,24,173.175,23,172.710,20,134.920,7,116.005,27,148.845,24,268.850,14,85.405,32,242.610,26,152.815,17,102.780,5,29.750
3878,4,28.400,3,19.380,1,4.320,2,10.725,3,19.710,1,6.490,1,1.650,1,5.015,4,26.105,6,33.175,4,21.720,1,13.695,1,10.080,3,13.140,1,6.600,2,12.360,3,18.280,1,6.500,2,8.610,0,0.000
3880,5,22.895,10,55.755,6,26.205,8,39.840,5,33.770,4,24.605,6,26.640,3,14.560,3,19.235,6,37.500,13,81.620,1,5.200,2,20.560,5,28.830,3,26.370,5,26.770,10,54.390,5,36.265,8,46.920,3,16.500
3882,0,0.000,1,8.260,2,13.005,1,9.800,5,39.400,1,6.490,1,8.260,5,36.275,2,14.310,3,24.720,0,0.000,2,11.880,1,5.280,1,3.630,3,19.680,3,13.890,3,14.800,0,0.000,2,13.200,0,0.000
3885,4,20.420,4,13.690,1,6.500,3,10.850,4,28.020,0,0.000,1,5.310,4,38.910,0,0.000,5,39.400,3,17.000,3,15.140,3,14.500,1,10.075,1,1.980,5,45.430,1,5.940,1,6.150,1,4.620,0,0.000
3886,0,0.000,1,6.050,1,10.030,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.615,0,0.000,1,6.600,1,10.560,0,0.000,0,0.000,1,6.400,1,5.500,0,0.000
3887,0,0.000,1,1.740,0,0.000,0,0.000,1,14.300,0,0.000,0,0.000,0,0.000,1,5.670,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.590,0,0.000,0,0.000,0,0.000
3888,1,6.480,2,13.270,6,36.230,7,38.510,3,11.180,6,34.965,1,6.480,6,83.215,3,22.350,3,18.400,3,17.975,3,11.670,3,18.770,5,29.500,5,29.950,4,30.110,6,43.840,5,25.735,6,37.460,0,0.000
3889,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,8.340,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
3890,0,0.000,0,0.000,0,0.000,0,0.000,1,23.560,0,0.000,0,0.000,1,2.790,1,12.240,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,9.550,2,16.460,0,0.000,2,5.940,0,0.000
3891,0,0.000,0,0.000,1,1.650,0,0.000,0,0.000,1,8.580,1,6.000,0,0.000,0,0.000,1,6.000,1,4.650,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
3892,0,0.000,1,3.780,1,3.135,1,5.580,3,17.200,3,26.920,2,10.800,0,0.000,2,8.800,1,6.400,2,11.550,1,5.890,0,0.000,1,6.480,1,6.600,3,30.000,0,0.000,4,31.020,3,17.860,0,0.000
3893,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
3895,0,0.000,0,0.000,1,6.200,1,6.480,1,7.700,1,10.450,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,1,6.035,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000
3896,0,0.000,1,6.600,1,7.260,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,7.800,0,0.000,1,5.280,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.270,0,0.000,0,0.000
3898,3,49.500,0,0.000,0,0.000,2,9.840,2,14.580,0,0.000,2,13.980,0,0.000,1,4.400,1,5.040,1,8.000,1,3.630,0,0.000,1,4.620,0,0.000,0,0.000,0,0.000,0,0.000,1,2.970,0,0.000
3900,0,0.000,0,0.000,1,14.800,1,5.400,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
3902,1,2.200,2,12.000,2,9.440,0,0.000,1,5.400,1,4.950,0,0.000,1,4.130,1,6.490,0,0.000,0,0.000,1,6.200,1,5.040,1,12.950,0,0.000,0,0.000,1,5.280,2,11.700,2,14.400,2,13.250
3903,1,14.850,1,5.310,1,3.200,1,5.040,1,9.690,0,0.000,2,11.165,0,0.000,0,0.000,0,0.000,2,16.840,0,0.000,1,6.500,0,0.000,1,37.800,0,0.000,1,5.940,0,0.000,0,0.000,0,0.000
3904,3,20.350,2,12.310,4,35.040,3,18.600,0,0.000,0,0.000,1,7.000,5,30.730,7,48.325,9,55.995,3,18.700,4,22.980,2,10.480,7,38.720,6,34.100,2,12.370,5,26.000,2,11.680,3,16.430,1,5.550
3909,6,28.005,17,121.400,9,51.810,6,32.080,6,125.505,5,124.200,5,33.825,5,33.440,6,22.530,6,75.255,12,81.635,5,76.495,5,28.490,10,52.940,12,80.165,11,68.865,14,77.725,10,72.605,9,59.340,0,0.000
3910,23,127.210,28,205.860,22,136.905,17,114.400,14,82.980,9,64.055,15,103.625,9,64.260,12,83.145,19,117.815,17,117.095,21,140.850,25,159.250,25,164.210,13,73.315,9,67.845,24,151.330,23,136.035,23,145.520,3,19.170
3911,3,24.585,7,66.515,3,32.175,9,73.850,2,18.600,2,32.610,3,16.115,2,16.170,2,22.980,5,41.715,6,46.910,3,23.430,2,11.655,6,31.900,5,27.840,6,55.205,5,41.250,4,29.415,4,23.820,0,0.000
3912,16,96.390,17,105.515,17,153.395,14,80.275,5,25.790,3,47.175,5,39.360,6,47.780,10,82.655,14,88.785,16,94.145,16,196.455,8,47.995,12,74.920,17,205.000,12,80.190,13,92.100,12,90.310,15,102.970,4,38.940
3913,5,47.400,4,18.470,5,47.970,3,25.920,0,0.000,5,123.600,1,3.840,6,35.120,2,16.740,5,30.545,3,18.480,4,39.630,1,12.650,9,58.865,6,45.540,2,44.550,3,20.220,3,20.360,4,57.390,0,0.000
3915,6,30.205,13,62.325,21,184.580,16,167.485,8,40.066,1,20.075,6,55.565,10,114.960,9,52.340,11,61.855,6,38.295,10,73.280,9,50.795,8,52.105,18,92.835,8,87.470,10,156.015,11,93.245,23,197.290,1,4.725
3916,0,0.000,1,5.310,1,5.200,0,0.000,2,15.980,4,36.330,2,25.180,1,9.240,0,0.000,2,10.620,2,26.840,1,8.400,2,7.875,1,7.000,2,12.915,2,15.510,0,0.000,2,42.930,1,13.000,0,0.000
3918,11,55.170,14,72.750,8,41.840,12,71.860,3,16.565,1,6.200,10,55.685,21,113.505,8,52.800,12,61.800,14,70.870,13,70.720,16,81.680,16,93.095,12,73.345,8,59.925,4,27.370,2,12.270,19,119.370,1,6.660
3919,2,9.420,4,23.570,6,43.815,2,12.600,2,12.015,1,6.300,3,12.640,4,29.555,3,31.185,2,11.640,4,22.280,1,4.950,6,41.910,1,4.200,3,17.895,1,6.600,3,13.900,3,17.880,10,68.370,0,0.000
3921,0,0.000,1,6.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.800,0,0.000,1,8.505,0,0.000,0,0.000,2,7.440,1,7.600,1,19.200,0,0.000,0,0.000,4,27.150,0,0.000,0,0.000
3922,12,77.240,18,124.910,27,246.950,16,198.070,15,102.225,7,55.425,8,96.670,15,118.675,9,62.200,26,259.850,20,130.105,18,271.005,16,106.970,15,127.100,19,140.805,20,138.460,11,64.050,23,232.115,18,117.660,11,73.380
3923,3,19.710,5,40.980,1,6.400,1,6.300,1,6.600,3,25.415,2,11.250,2,11.775,0,0.000,1,6.600,2,11.955,0,0.000,0,0.000,2,12.600,1,13.200,1,6.270,0,0.000,1,6.600,0,0.000,1,10.080
3925,5,123.525,10,74.095,11,62.515,5,35.385,7,69.040,6,64.525,9,85.320,3,23.055,6,33.600,5,27.985,4,30.225,4,29.815,5,31.020,11,72.930,3,19.800,4,24.015,13,70.490,10,68.670,14,85.530,4,32.390
3926,4,23.600,5,38.350,12,73.190,5,47.155,1,6.000,1,4.125,4,22.230,4,26.555,5,26.165,4,31.670,4,24.805,4,31.285,3,26.140,5,42.600,3,8.200,1,6.615,3,11.725,11,94.700,7,51.290,0,0.000
3927,1,2.475,0,0.000,4,34.365,5,58.385,4,26.300,2,12.170,2,16.380,4,20.380,3,12.460,2,7.425,3,18.950,8,45.525,2,13.200,2,10.480,1,8.580,7,47.105,4,26.215,1,5.280,4,27.495,0,0.000
3928,0,0.000,0,0.000,2,13.155,0,0.000,1,3.000,0,0.000,0,0.000,1,10.200,0,0.000,2,31.680,0,0.000,1,19.800,1,3.025,1,10.560,1,9.900,0,0.000,1,5.610,0,0.000,3,37.500,0,0.000
3929,0,0.000,2,13.370,4,30.645,3,49.800,1,4.400,1,8.235,0,0.000,1,6.080,5,66.940,3,16.330,1,24.840,4,39.610,0,0.000,4,29.260,5,42.410,4,29.070,3,35.700,3,19.605,0,0.000,1,8.140
3930,21,134.610,30,229.830,21,121.080,13,118.210,24,156.980,11,102.790,8,154.620,11,66.410,12,85.585,28,207.325,10,75.480,15,123.620,12,87.060,19,160.460,18,124.520,24,192.925,11,68.115,15,156.270,16,122.395,1,6.600
3931,20,108.480,31,298.290,16,89.465,27,145.907,12,65.460,6,41.530,16,104.955,24,167.092,18,109.335,23,183.440,24,226.500,26,200.435,18,190.030,29,287.535,26,164.345,28,202.540,22,146.680,15,100.365,15,103.960,3,17.210
3933,1,6.600,1,6.600,0,0.000,4,37.200,1,6.555,0,0.000,1,5.040,0,0.000,1,5.400,0,0.000,1,13.200,7,184.045,1,13.300,3,21.440,0,0.000,1,6.600,1,5.100,1,18.000,0,0.000,0,0.000
3934,27,169.540,23,147.113,15,98.055,17,111.865,11,76.557,10,85.885,16,107.230,27,170.295,10,67.860,13,84.375,16,124.540,22,281.150,16,105.885,21,151.705,21,151.380,25,168.500,21,156.935,18,118.100,23,190.485,2,10.300
3936,4,29.430,15,92.819,11,65.200,12,82.345,12,164.395,5,30.390,7,38.410,7,74.255,9,54.380,10,65.565,14,84.840,13,86.120,8,52.565,19,131.055,17,139.390,15,92.150,10,63.535,16,98.910,10,64.540,1,6.600
3937,1,5.985,1,99.820,3,15.260,1,15.125,1,10.200,3,38.280,0,0.000,3,21.820,2,16.760,3,31.915,3,19.325,3,26.120,2,17.195,1,5.400,2,19.740,4,33.225,1,8.750,6,72.205,2,15.990,0,0.000
3938,3,14.050,4,34.575,3,17.452,5,35.595,3,21.595,3,24.215,2,10.890,4,20.550,4,22.155,3,15.225,2,13.200,3,15.340,3,17.405,5,35.650,4,23.100,3,23.955,2,23.500,5,28.860,4,34.650,1,6.600
3939,13,90.600,22,236.035,26,276.167,14,184.345,14,104.180,9,64.530,6,31.645,8,139.555,13,85.820,12,128.880,12,71.195,17,109.185,16,107.100,13,87.945,14,105.015,14,93.990,16,97.070,12,108.810,21,143.635,1,6.600
3940,3,18.275,3,28.420,6,29.160,6,37.500,4,26.900,1,5.670,1,5.700,1,6.615,4,36.285,4,25.250,2,10.020,3,44.400,8,91.655,3,23.610,4,24.450,0,0.000,3,17.160,4,41.160,7,49.830,0,0.000
3941,20,110.075,20,121.033,12,76.855,14,83.950,10,59.795,13,119.690,5,28.770,12,68.855,12,72.225,13,87.565,19,120.345,14,97.675,9,67.185,15,86.070,25,131.075,16,95.740,19,137.570,19,118.680,13,82.955,7,53.460
3942,3,15.665,4,27.625,3,19.600,1,6.600,3,18.330,3,17.310,1,5.220,8,51.490,4,23.885,5,24.875,7,56.950,6,38.520,2,13.215,2,11.190,10,63.100,6,30.320,6,39.570,5,32.415,3,19.550,1,6.650
3943,4,21.380,3,11.145,7,39.440,3,32.445,4,39.640,5,57.155,4,32.750,5,53.685,2,12.060,2,11.820,8,58.040,5,36.900,1,7.000,1,6.600,4,21.535,3,21.830,8,55.380,7,47.585,3,24.640,0,0.000
3944,0,0.000,1,18.000,1,30.160,0,0.000,0,0.000,2,15.725,1,6.600,2,17.280,2,12.570,2,12.505,0,0.000,1,30.500,0,0.000,5,42.870,3,17.175,0,0.000,2,15.620,2,28.700,2,11.700,1,14.800
3945,2,9.625,4,39.805,12,134.650,1,39.900,3,17.955,2,8.650,0,0.000,1,21.735,1,5.040,2,10.000,0,0.000,2,16.845,0,0.000,6,41.580,4,56.580,1,6.615,1,6.600,0,0.000,1,6.600,2,10.200
3946,0,0.000,0,0.000,0,0.000,1,6.500,0,0.000,1,4.200,1,4.800,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,21.420,2,13.200,1,7.920,0,0.000,0,0.000
3950,2,25.745,5,29.130,2,15.840,4,28.050,10,55.745,3,14.725,1,6.600,1,12.730,2,9.600,2,16.680,6,41.145,4,28.485,0,0.000,5,32.210,9,53.605,5,22.855,4,20.260,5,64.200,1,6.600,3,21.210
3951,2,11.800,0,0.000,2,20.515,2,6.600,2,6.525,2,23.445,2,12.350,0,0.000,0,0.000,1,7.410,3,25.570,1,20.130,1,6.600,3,23.360,3,21.645,2,17.015,0,0.000,0,0.000,1,6.600,0,0.000
3953,10,92.680,13,160.290,11,61.520,11,78.490,6,55.910,7,93.040,4,27.610,10,88.310,4,21.100,6,36.535,8,75.175,12,131.895,3,25.855,6,35.510,6,36.040,2,19.080,6,73.440,7,151.535,6,57.280,2,12.540
3954,1,6.300,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,13.095,2,12.270,1,6.500,0,0.000,1,6.500,0,0.000,0,0.000,0,0.000,1,5.610,0,0.000,0,0.000,0,0.000
3956,8,71.435,10,53.315,5,34.155,2,12.000,8,54.565,2,13.750,6,121.200,2,42.990,8,46.650,4,23.280,5,28.185,3,34.180,1,70.290,5,36.905,3,18.480,5,29.055,4,17.995,1,6.600,1,6.600,0,0.000
3957,0,0.000,0,0.000,0,0.000,0,0.000,2,25.935,0,0.000,1,5.985,0,0.000,2,34.200,0,0.000,0,0.000,2,40.260,0,0.000,1,12.870,1,1.650,0,0.000,1,99.660,0,0.000,1,13.200,0,0.000
3958,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,1,6.050,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,0.900,1,8.040,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
3959,2,7.695,4,20.760,3,14.900,2,18.730,3,30.935,0,0.000,1,10.260,1,6.300,3,12.440,4,48.550,1,4.290,5,36.435,1,5.940,3,13.045,4,26.640,0,0.000,1,6.600,5,24.420,6,33.565,2,10.500
3960,5,69.010,2,9.075,5,28.125,1,6.600,3,12.515,3,16.040,1,98.415,2,8.940,2,11.600,5,104.055,5,30.575,7,45.495,6,38.060,10,52.035,1,9.900,4,26.555,4,40.665,2,11.835,4,16.980,1,6.600
3962,1,6.400,4,63.880,2,11.000,1,13.200,0,0.000,0,0.000,0,0.000,2,10.065,1,6.600,0,0.000,1,6.600,0,0.000,1,98.800,2,10.560,0,0.000,1,4.620,0,0.000,2,13.560,1,6.500,0,0.000
3964,0,0.000,0,0.000,0,0.000,1,6.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.300,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
3965,0,0.000,0,0.000,1,6.300,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,1,3.300,0,0.000,0,0.000,1,3.250,0,0.000,1,18.260,0,0.000,0,0.000
3966,1,3.025,0,0.000,0,0.000,0,0.000,1,5.130,0,0.000,2,45.600,0,0.000,1,25.110,1,6.400,2,13.005,1,2.640,2,46.400,1,6.600,0,0.000,0,0.000,1,5.280,0,0.000,0,0.000,0,0.000
3967,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
3971,2,11.460,12,66.185,7,44.925,4,18.660,6,33.905,2,10.110,8,87.995,0,0.000,13,78.095,4,18.265,3,26.415,1,26.640,2,11.195,4,66.750,3,24.420,2,11.085,7,43.400,7,64.290,3,18.480,0,0.000
3975,33,204.185,26,166.755,33,195.665,15,85.735,14,87.945,10,75.895,13,74.180,24,200.270,31,172.515,35,195.670,56,338.840,35,212.055,36,227.665,43,263.810,34,222.310,42,250.535,23,131.325,23,161.300,27,213.605,7,44.570
3976,23,128.080,27,159.410,23,128.240,31,171.915,10,56.380,5,25.305,9,55.115,15,182.300,20,120.960,21,130.130,41,259.270,40,293.875,22,133.235,30,181.190,21,132.725,22,120.760,26,202.530,25,158.115,42,265.380,1,6.600
3977,169,"1,033.675",142,938.990,176,"1,090.665",156,"1,048.360",94,560.285,32,218.015,67,411.365,120,749.700,165,"1,065.920",223,"1,453.625",244,"1,630.235",229,"1,530.740",190,"1,190.910",215,"1,364.755",179,"1,100.215",103,717.015,146,964.260,161,"1,127.880",188,"1,252.810",27,190.620
3978,101,598.500,113,652.340,118,681.935,79,502.609,62,435.240,28,169.145,37,226.840,116,716.480,113,723.975,171,"1,101.420",187,"1,213.245",160,"1,034.015",170,"1,074.875",145,901.230,115,736.345,81,525.810,101,658.815,117,786.250,138,873.955,19,133.725
3979,0,0.000,2,11.160,1,6.300,0,0.000,0,0.000,0,0.000,2,12.200,2,15.420,1,6.550,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
3980,5,32.700,5,33.890,5,32.580,2,12.170,6,51.435,1,6.600,3,21.245,4,21.280,2,12.585,3,23.460,2,13.200,2,13.200,3,19.800,4,25.440,2,13.465,3,31.350,7,63.955,3,20.460,4,21.120,1,5.850
3981,7,41.370,6,44.905,8,50.125,3,53.115,3,20.375,9,123.570,3,17.650,3,27.855,5,29.945,5,37.605,5,26.355,3,18.615,5,34.050,6,41.050,6,48.690,5,30.470,5,33.450,6,59.030,5,34.470,0,0.000
3984,7,31.855,9,51.420,11,64.010,7,41.145,10,76.585,4,29.600,4,22.010,13,90.515,9,54.905,17,97.625,11,112.820,7,44.500,5,29.525,16,132.045,23,168.935,15,113.960,21,150.165,11,106.965,17,110.010,1,6.600
3987,4,26.310,4,63.100,4,35.515,1,7.800,2,24.680,0,0.000,1,5.225,2,16.000,0,0.000,2,8.305,2,12.870,2,8.430,4,27.295,1,6.600,1,6.600,1,6.600,3,19.830,0,0.000,2,13.080,0,0.000
3988,3,25.010,2,10.725,2,10.760,1,6.300,2,18.500,0,0.000,0,0.000,1,7.875,1,6.210,3,17.655,1,20.460,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,5.940,2,12.890,0,0.000,0,0.000
3990,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
3991,1,10.080,0,0.000,0,0.000,1,6.600,2,19.185,1,6.600,0,0.000,0,0.000,2,18.840,0,0.000,1,6.600,1,6.300,0,0.000,0,0.000,2,17.175,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000
3992,2,20.835,0,0.000,0,0.000,0,0.000,0,0.000,3,43.450,2,16.500,0,0.000,3,18.350,3,10.975,1,6.050,0,0.000,1,6.600,1,6.615,0,0.000,3,17.100,0,0.000,1,7.560,1,5.940,0,0.000
3995,15,82.195,26,209.125,20,127.515,12,104.680,22,184.645,8,71.645,8,44.375,11,61.403,18,104.120,17,117.315,13,68.655,17,152.830,15,98.205,17,183.960,17,128.200,15,96.335,7,41.835,9,63.275,10,65.990,4,26.090
3996,8,133.630,13,93.605,11,79.770,8,61.400,11,70.235,7,134.050,7,56.445,0,0.000,10,56.265,9,94.935,14,81.509,12,194.120,6,39.785,7,54.855,8,55.800,13,85.860,14,92.495,13,67.430,8,38.385,3,26.300
4000,4,22.850,0,0.000,1,5.232,1,6.300,4,152.010,2,13.200,2,59.040,0,0.000,0,0.000,1,97.875,1,5.250,5,149.920,4,36.100,4,67.550,1,5.400,6,149.900,1,6.600,1,6.500,0,0.000,1,8.580
4001,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,2.280,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
4002,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
4004,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000
4005,2,12.945,6,51.765,4,128.100,6,40.150,3,23.110,8,58.040,9,77.250,3,26.340,4,23.820,4,34.040,6,70.100,15,149.490,6,40.595,6,72.385,4,30.605,6,67.445,2,17.160,6,39.330,1,9.600,6,44.655
4006,3,18.070,7,56.510,4,40.530,4,79.190,3,98.910,4,53.825,3,19.415,3,38.850,4,219.240,3,50.130,9,125.505,7,186.240,3,16.050,2,17.100,4,39.432,2,12.980,3,35.970,4,65.800,1,19.980,2,45.840
4007,9,60.320,14,84.960,6,46.615,7,66.825,9,84.200,4,27.425,10,152.180,3,22.170,3,18.515,9,78.745,7,62.035,9,130.605,5,42.240,14,137.575,14,117.070,8,58.660,4,37.695,7,92.900,5,54.960,4,59.640
4008,0,0.000,1,6.500,0,0.000,0,0.000,1,6.600,1,56.730,0,0.000,0,0.000,0,0.000,2,129.720,2,105.615,0,0.000,0,0.000,0,0.000,0,0.000,2,105.415,0,0.000,1,19.800,6,255.415,1,21.780
4009,0,0.000,1,18.815,1,33.000,1,99.820,0,0.000,1,99.705,1,39.600,0,0.000,0,0.000,0,0.000,4,107.520,0,0.000,1,22.715,1,79.200,1,6.600,1,99.840,1,37.620,2,81.995,0,0.000,0,0.000
4010,0,0.000,1,6.600,1,6.540,4,26.070,0,0.000,0,0.000,1,6.615,0,0.000,0,0.000,1,6.300,2,20.320,0,0.000,2,27.720,1,5.610,1,6.600,1,14.520,1,6.600,3,76.350,4,43.920,0,0.000
4011,11,69.175,11,110.925,10,72.580,8,49.305,13,98.100,9,65.135,11,118.850,12,82.541,7,64.485,9,66.510,13,114.525,14,145.060,14,242.680,20,163.100,17,126.410,17,143.950,11,84.990,11,118.350,10,74.480,11,87.470
4012,11,64.175,11,74.075,7,50.685,20,120.297,10,72.825,11,79.260,22,156.875,17,119.324,5,28.890,23,198.770,23,157.960,21,197.560,14,93.250,20,144.370,18,110.350,21,164.880,17,136.470,9,149.080,21,166.205,16,115.275
4013,3,26.860,4,55.095,4,32.280,2,13.200,5,31.515,7,40.755,5,120.695,5,43.385,4,42.930,4,24.475,8,49.770,10,79.955,4,44.665,4,24.120,6,39.665,4,28.890,11,90.585,6,140.535,7,60.230,2,19.980
